abandon,"n. 放任；狂热
vt. 遗弃；放弃"
section,"n. 截面；部分；部门；地区；章节
vt. 把…分段；将…切片；对…进行划分
vi. 被切割成片；被分成部分"
sediment,n. 沉积；沉淀物
seek,"vt. 寻求；寻找；探索；搜索
vi. 寻找；探索；搜索"
sensitive,"adj. 敏感的；感觉的； 灵敏的；感光的；易受伤害的；易受影响的
n. 敏感的人；有灵异能力的人"
shift,"n. 移动；变化；手段；轮班
vt. 转移；改变；替换
vi. 移动；转变；转换"
shortage,n. 缺乏，缺少；不足
simulate,"adj. 模仿的；假装的
vt. 模仿；假装；冒充"
solar,"n. 日光浴室
adj. 太阳的；日光的；利用太阳光的；与太阳相关的"
strength,n. 力量；力气；兵力；长处
stress,"n. 压力；强调；紧张；重要性；重读
vt. 强调；使紧张；加压力于；用重音读"
strike,"n. 罢工；打击；殴打
vi. 打，打击；罢工；敲，敲击；抓；打动；穿透
vt. 打，击；罢工；撞击，冲击；侵袭；打动；到达"
structure,"n. 结构；构造；建筑物
vt. 组织；构成；建造"
substitute,"n. 代用品；代替者
vi. 替代
vt. 代替"
survive,"vi. 幸存；活下来
vt. 幸存；生还；幸免于；比...活得长"
technical,adj. 工艺的，科技的；技术上的；专门的
territory,n. 领土，领域；范围；地域；版图
trace,"n. 痕迹，踪迹；微量； 迹线；缰绳
vt. 追踪，查探；描绘；回溯
vi. 追溯；沿路走"
transfer,"n. 转让；转移；传递；过户
vt. 使转移；调任
vi. 转让；转学；换车"
transform,"vt. 改变，使…变形；转换
vi. 变换，改变；转化"
transit,"n. 运输；经过
vt. 运送
vi. 经过"
transmit,"vt. 传输；传播；发射；传达；遗传
vi. 传输；发射信号"
transport,"n. 运输；运输机；狂喜；流放犯
vt. 运输；流放；使狂喜"
trend,"n. 趋势，倾向；走向
vt. 使…趋向
vi. 趋向，伸向"
trigger,"n. 扳机； 触发器；制滑机
vt. 引发，引起；触发
vi. 松开扳柄"
undergo,vt. 经历，经受；忍受
various,adj. 各种各样的；多方面的
vast,"n. 浩瀚；广阔无垠的空间
adj. 广阔的；巨大的；大量的；巨额的"
via,prep. 渠道，通过；经由
visible,"n. 可见物；进出口贸易中的有形项目
adj. 明显的；看得见的；现有的；可得到的"
youngster,n. 年轻人；少年
abandon,"n. 放任；狂热
vt. 遗弃；放弃"
abolish,vt. 废除，废止；取消，革除
absence,n. 没有；缺乏；缺席；不注意
abstract,"n. 摘要；抽象；抽象的概念
adj. 抽象的；深奥的
vt. 摘要；提取；使……抽象化；转移(注意力、兴趣等)；使心不在焉
vi. 做摘要；写梗概"
abundant,adj. 丰富的；充裕的；盛产
access,"n. 进入；使用权；通路
vt. 使用；存取；接近"
accompany,"vt. 陪伴，伴随；伴奏
vi. 伴奏，伴唱"
accomplish,vt. 完成；实现；达到
account,"n. 账户；解释；账目，账单；理由；描述
vt. 认为；把…视为
vi. 解释；导致；报账"
accumulate,"vt. 积攒
vi. 累积；积聚"
accurate,adj. 精确的
achieve,"vt. 取得；获得；实现；成功
vi. 达到预期的目的，实现预期的结果，如愿以偿"
acknowledge,vt. 承认；答谢；报偿；告知已收到
acquire,vt. 获得；取得；学到；捕获
adapt,"vi. 适应
vt. 使适应；改编"
adjacent,adj. 邻近的，毗连的
adjust,"vt. 调整，使…适合；校准
vi. 调整，校准；适应"
affect,"n. 情感；引起感情的因素
vt. 影响；感染；感动；假装
vi. 倾向；喜欢"
aggregate,"n. 合计；集合体；总计
adj. 聚合的；集合的；合计的
vt. 集合；聚集；合计
vi. 集合；聚集；合计"
alter,"vt. 改变，更改
vi. 改变；修改"
alternative,"n. 二中择一；供替代的选择
adj. 供选择的；选择性的；交替的"
analyze,vt. 对…进行分析，分解（等于analyse）
annual,"n. 年刊，年鉴；一年生植物
adj. 年度的；每年的"
anthropology,"n. 人类学
人类学家"
apparent,adj. 显然的；表面上的
appreciate,"vi. 增值；涨价
vt. 欣赏；感激；领会；鉴别"
approach,"n. 方法；途径；接近
vt. 接近；着手处理
vi. 靠近"
appropriately,adv. 适当地；合适地；相称地
approximately,adv. 大约，近似地；近于
architecture,n. 建筑学；建筑风格；建筑式样；架构
arid,adj. 干旱的；不毛的， 荒芜的
aspect,n. 方面；方向；形势；外貌
assemble,"vt. 集合，聚集；装配；收集
vi. 集合，聚集"
assess,vt. 评定；估价；对…征税
assign,"vt. 分配；指派； 赋值
vi. 将财产过户（尤指过户给债权人）"
assist,"n. 帮助；助攻
vi. 参加；出席
vt. 帮助；促进"
assume,"vt. 僭取；篡夺；夺取；擅用；侵占
vi. 假定；设想；承担；采取"
asteroid,"n.  小行星； 海盘车；小游星
adj. 星状的"
attach,"vi. 附加；附属；伴随
vt. 使依附；贴上；系上；使依恋"
attain,"n. 成就
vt. 达到，实现；获得；到达
vi. 达到；获得；到达"
attribute,"n. 属性；特质
vt. 归属；把…归于"
authority,n. 权威；权力；当局
automatic,"n. 自动机械；自动手枪
adj. 自动的；无意识的；必然的"
available,adj. 可获得的；可购得的；可找到的；有空的
aware,adj. 意识到的；知道的；有…方面知识的；懂世故的
benefit,"n. 利益，好处；救济金
vt. 有益于，对…有益
vi. 受益，得益"
capable,adj. 能干的，能胜任的；有才华的
category,n. 种类，分类； 范畴
cease,"n. 停止
vi. 停止；终了
vt. 停止；结束"
chemical,"n. 化学制品，化学药品
adj. 化学的"
circumstance,n. 环境，情况；事件；境遇
civilization,n. 文明；文化
climatic,adj. 气候的；气候上的；由气候引起的；受气候影响的
cohesive,adj. 凝聚的；有结合力的；紧密结合的；有粘着力的
commit,vt. 犯罪，做错事；把...交托给；指派…作战；使…承担义务
community,n. 社区； 群落；共同体；团体
comparatively,adv. 比较地；相当地
complex,"n. 复合体；综合设施
adj. 复杂的；合成的"
compress,"vt. 压缩，压紧；精简
vi. 受压缩小"
concentrate,"n. 浓缩，精选；浓缩液
vi. 集中；浓缩；全神贯注；聚集
vt. 集中；浓缩"
confirm,vt. 确认；确定；证实；批准；使巩固
conflict,"n. 冲突，矛盾；斗争；争执
vi. 冲突，抵触；争执；战斗"
conform,"adj. 一致的；顺从的
vi. 符合；遵照；适应环境
vt. 使遵守；使一致；使顺从"
consent,"n. 同意；（意见等的）一致；赞成
vi. 同意；赞成；答应"
consequence,n. 结果；重要性；推论
considerable,adj. 相当大的；重要的，值得考虑的
consist,vi. 由…组成；在于；符合
constant,"n.  常数；恒量
adj. 不变的；恒定的；经常的"
construct,"n. 构想，概念
vt. 建造，构造；创立"
consume,"vt. 消耗，消费；使…着迷；挥霍
vi. 耗尽，毁灭；耗尽生命"
contemporary,"n. 同时代的人；同时期的东西
adj. 当代的；同时代的；属于同一时期的"
context,n. 环境；上下文；来龙去脉
contract,"n. 合同；婚约
vt. 感染；订约；使缩短
vi. 收缩；感染；订约"
contradiction,n. 矛盾；否认；反驳
contrary,"n. 相反；反面
adj. 相反的；对立的
adv. 相反地"
contrast,"n. 对比；差别；对照物
vt. 使对比；使与…对照
vi. 对比；形成对照"
contribute,"vt. 贡献，出力；投稿；捐献
vi. 贡献，出力；投稿；捐献
"
convert,"n. 皈依者；改变宗教信仰者
vt. 使转变；转换…；使…改变信仰
vi. 转变，变换；皈依；改变信仰"
convince,vt. 说服；使确信，使信服
cooperate,vi. 合作，配合；协力
coordinate,"n. 坐标；同等的人或物
vt. 调整；整合
adj. 并列的；同等的
vi. 协调"
correspond,vi. 符合，一致；相应；通信
crucial,adj. 重要的；决定性的；定局的；决断的
culture,"n. 文化，文明；修养；栽培
vt.  培养（等于cultivate）"
currency,n. 货币；通货
decade,n. 十年，十年期；十
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
decompose,"vi. 分解；腐烂
vt. 分解；使腐烂"
define,vt. 定义；使明确；规定
demonstrate,"vt. 证明；展示；论证
vi. 示威"
derive,"vt. 源于；得自；获得
vi. 起源"
detect,vt. 察觉；发现；探测
device,n. 装置；策略；图案
dimension,"n. 方面; 维；尺寸；次元；容积 vt. 标出尺寸
adj. 规格的"
diminish,"vt. 使减少；使变小
vi. 减少，缩小；变小"
displace,vt. 取代；置换；转移；把…免职；排水
dispose,"n. 处置；性情
vi. 处理；安排；（能够）决定
vt. 处理；处置；安排"
distinct,adj. 明显的；独特的；清楚的；有区别的
distribute,vt. 分配；散布；分开；把…分类
diverse,adj. 不同的；多种多样的；变化多的
domesticate,"vt. 驯养；教化；引进
vi. 驯养；使习惯于或喜爱家务和家庭生活"
dominate,"vt. 控制；支配；占优势；在…中占主要地位
vi. 占优势；处于支配地位"
duration,"n. 持续，持续的时间，期间
音长，音延"
eliminate,vt. 消除；排除
emerge,vi. 浮现；摆脱；暴露
empirical,adj. 经验主义的，完全根据经验的；实证的
encounter,"n. 遭遇，偶然碰见
vi. 遭遇；偶然相遇
vt. 遭遇，邂逅；遇到"
enforce,vt. 实施，执行；强迫，强制
enhance,vt. 提高；加强；增加
enormous,adj. 庞大的，巨大的；凶暴的，极恶的
ensure,vt. 保证，确保；使安全
equate,"vt. 使相等；视为平等
vi. 等同"
equivalent,"n. 等价物，相等物
adj. 等价的，相等的；同意义的"
establish,"vi. 植物定植
vt. 建立；创办；安置"
estimate,"n. 估计，估价；判断，看法
vt. 估计，估量；判断，评价
vi. 估计，估价"
evident,adj. 明显的；明白的
evolve,"vi. 发展，进展；进化；逐步形成
vt. 发展，进化；进化；使逐步形成；推断出"
exhibit,"n. 展览品；证据；展示会
vt. 展览；显示；提出（证据等）
vi. 展出；开展览会"
expand,"vt. 扩张；使膨胀；详述
vi. 发展；张开，展开"
expertise,n. 专门知识；专门技术；专家的意见
explicit,adj. 明确的；清楚的；直率的；详述的
exploit,"n. 勋绩；功绩
vt. 开发，开拓；剥削；开采"
export,"n. 输出，出口；出口商品
vt. 输出，出口
vi. 输出物资"
expose,vt. 揭露，揭发；使曝光；显示
external,"n. 外部；外观；外面
adj. 外部的；表面的； 外用的；外国的；外面的"
facilitate,vt. 促进；帮助；使容易
feature,"n. 特色，特征；容貌；特写或专题节目
vt. 特写；以…为特色；由…主演
vi. 起重要作用"
finance,"n. 财政，财政学；金融
vt. 负担经费，供给…经费
vi. 筹措资金"
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
focus,"n. 焦点；中心；清晰；焦距
vt. 使集中；使聚焦
vi. 集中；聚焦；调节焦距"
fundamental,"n. 基本原理；基本原则
adj. 基本的，根本的"
generate,vt. 使形成；发生；生殖；产生物理反应
geometry,"n. 几何学
几何结构"
grandiose,adj. 宏伟的；堂皇的；浮夸的；宏大的
guarantee,"n. 保证；担保；保证人；保证书；抵押品
vt. 保证；担保"
herbivore,n.  食草动物
hierarchy,n. 层级；等级制度
hydrogen,n.  氢
hypothesis,n. 假设
identify,vt. 确定；鉴定；识别，辨认出；使参与；把…看成一样 vi. 确定；认同；一致
ignore,vt. 驳回诉讼；忽视；不理睬
illustrate,"vi. 举例
vt. 阐明，举例说明；图解"
immigrate,"vi. 移入
vt. 使移居入境"
impact,"vi. 影响；撞击；冲突；压紧（on，upon，with）
n. 影响；效果；碰撞；冲击力
vt. 挤入，压紧；撞击；对…产生影响"
implement,"n. 工具，器具；手段
vt. 实施，执行；实现，使生效"
impose,"vt. 强加；征税；以…欺骗
vi. 利用；欺骗；施加影响"
inadequate,adj. 不充分的，不适当的
income,n. 收入，收益；所得
indicate,vt. 表明；指出；预示；象征
inevitable,adj. 必然的，不可避免的
infrastructure,n. 基础设施；公共建设；下部构造
inherent,adj. 固有的；内在的；与生俱来的，遗传的
inhibit,vt. 抑制；禁止
initially,adv. 最初，首先；开头
input,"n. 投入；输入电路
vt.  输入；将…输入电脑"
insight,n. 洞察力；洞悉
instruct,vt. 指导；通知；命令；教授
integral,"n. 积分；部分；完整
adj. 积分的；完整的，整体的；构成整体所必须的"
intelligence,n. 智力；情报工作；情报机关；理解力；才智，智慧；天分
intense,adj. 强烈的；紧张的；非常的；热情的
interact,"n. 幕间剧；幕间休息
vt. 互相影响；互相作用
vi. 互相影响；互相作用"
internal,"n. 内脏；本质
adj. 内部的；里面的；体内的；（机构）内部的"
interpret,"vi. 解释；翻译
vt. 说明；口译"
interval,n. 间隔；间距；幕间休息
intervene,vi. 干涉；调停；插入
intrinsic,adj. 本质的，固有的
investment,n. 投资；投入；封锁
invoke,vt. 调用；祈求；引起；恳求
involve,vt. 包含；牵涉；使陷于；潜心于
isolate,"n.  隔离种群
vt. 使隔离；使孤立；使绝缘
adj. 隔离的；孤立的
vi. 隔离；孤立"
justify,"vi. 证明合法；整理版面
vt. 证明…是正当的；替…辩护"
labor,"n. 劳动；工作；劳工；分娩
vi. 劳动；努力；苦干
vt. 详细分析；使厌烦"
layer,"n. 层，层次；膜；压条；放置者，计划者
vt. 把…分层堆放；借助压条法；生根繁殖；将（头发）剪成不同层次
vi. 形成或分成层次；通过压条法而生根"
legal,adj. 法律的；合法的；法定的；依照法律的
liberal,"adj. 自由主义的；慷慨的；不拘泥的；宽大的
n. 自由主义者"
literature,n. 文学；文献；文艺；著作
maintain,vt. 维持；继续；维修；主张；供养
major,"adj. 主要的；重要的；主修的；较多的
n.  成年人；主修科目；陆军少校
vi. 主修"
margin,"n. 边缘；利润，余裕；页边的空白
vt. 加边于；加旁注于"
marine,"adj. 船舶的；海生的；海产的；航海的，海运的
n. 海运业；舰队；水兵；（海军）士兵或军官"
maximize,"vt. 取…最大值；对…极为重视
vi. 尽可能广义地解释；达到最大值"
mechanism,n. 机制；原理，途径；进程；机械装置；技巧
mental,"adj. 精神的；脑力的；疯的
n. 精神病患者"
migrate,"vi. 移动；随季节而移居；移往
vt. 使移居；使移植"
minimal,adj. 最低的；最小限度的
minor,"adj. 未成年的；次要的；较小的；小调的；二流的
n. 未成年人；小调；副修科目
vi. 副修"
modify,"vt. 修改，修饰；更改
vi. 修改"
motive,"n. 动机，目的；主题
adj. 发动的；成为动机的
vt. 使产生动机，激起"
mutual,adj. 共同的；相互的，彼此的
network,n. 网络；广播网；网状物
neutral,"adj. 中立的，中性的；中立国的；非彩色的
n. 中立国；中立者；非彩色；齿轮的空档"
nevertheless,"adv. 然而，不过；虽然如此
conj. 然而，不过"
nonetheless,adv. 尽管如此，但是
normal,"adj. 正常的；正规的，标准的
n. 正常；标准；常态"
obtain,"vi. 获得；流行
vt. 获得"
occupy,vt. 占据，占领；居住；使忙碌
occur,vi. 发生；出现；存在
output,"n. 输出，输出量；产量；出产
vt. 输出"
participate,"vi. 参与，参加；分享
vt. 分享；分担
"
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
persist,"vi. 存留，坚持；持续，固执
vt. 坚持说，反复说"
phenomenon,n. 现象；奇迹；杰出的人才
philosophy,n. 哲学；哲理；人生观
physical,"n. 体格检查
adj.  物理的；身体的；物质的；根据自然规律的，符合自然法则的"
portion,"n. 部分；一份；命运
vt. 分配；给…嫁妆"
positive,"n. 正数； 正片
adj. 积极的； 正的， 阳性的；确定的，肯定的；实际的，真实的；绝对的"
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
precise,adj. 精确的；明确的；严格的
predict,"vi. 作出预言；作预料，作预报
vt. 预报，预言；预知"
predominant,adj. 主要的；卓越的；支配的；有力的；有影响的
preliminary,"n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的"
previous,"adj. 以前的；早先的；过早的
adv. 在先；在…以前"
primarily,adv. 首先；主要地，根本上
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
prior,"adj. 优先的；在先的，在前的
adv. 在前，居先"
professional,"n. 专业人员；职业运动员
adj. 专业的；职业的；职业性的"
prohibit,vt. 阻止，禁止
project,"n. 工程；计划；事业
vt. 设计；计划；发射；放映
vi. 设计；计划；表达；投射"
promote,"vi. 成为王后或其他大于卒的子
vt. 促进；提升；推销；发扬"
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
psychology,n. 心理学；心理状态
random,"n. 随意
adj.  随机的；任意的；胡乱的
adv. 胡乱地"
range,"n. 范围；幅度；排；山脉
vt. 漫游；放牧；使并列；归类于；来回走动
vi. （在...内）变动；平行，列为一行；延伸；漫游；射程达到"
rational,"n. 有理数
adj. 合理的；理性的"
refine,vt. 精炼，提纯；改善；使…文雅
require,vt. 需要；要求；命令
restrict,vt. 限制；约束；限定
retain,vt. 保持；雇；记住
reveal,"n. 揭露；暴露；门侧，窗侧
vt. 显示；透露；揭露；泄露"
revenue,n. 税收，国家的收入；收益
reverse,"n. 背面；相反；倒退；失败
adj. 反面的；颠倒的；反身的
vt. 颠倒；倒转
vi. 倒退；逆叫"
revise,"n. 修订；校订
vi. 修订；校订；复习功课
vt. 修正；复习；校订"
revolution,n. 革命；旋转；运行；循环
rigid,adj. 严格的；僵硬的，死板的；坚硬的；精确的
schedule,"n. 时间表；计划表；一览表
vt. 安排，计划；编制目录；将……列入计划表"
scheme,"n. 计划；组合；体制；诡计
vt. 计划；策划
vi. 搞阴谋；拟订计划"
secure,"vt. 保护；弄到；招致；缚住
adj. 安全的；无虑的；有把握的；稳当的
vi. 获得安全；船抛锚；停止工作"
seek,"vt. 寻求；寻找；探索；搜索
vi. 寻找；探索；搜索"
shift,"n. 移动；变化；手段；轮班
vt. 转移；改变；替换
vi. 移动；转变；转换"
significant,"n. 象征；有意义的事物
adj. 重大的；有效的；有意义的；值得注意的；意味深长的"
stable,"n. 马厩；牛棚
adj. 稳定的；牢固的；坚定的
vt. 赶入马房
vi. 被关在马厩"
subsequent,adj. 后来的，随后的
substitute,"n. 代用品；代替者
vi. 替代
vt. 代替"
survive,"vi. 幸存；活下来
vt. 幸存；生还；幸免于；比...活得长"
trace,"n. 痕迹，踪迹；微量； 迹线；缰绳
vt. 追踪，查探；描绘；回溯
vi. 追溯；沿路走"
transfer,"n. 转让；转移；传递；过户
vt. 使转移；调任
vi. 转让；转学；换车"
transit,"n. 运输；经过
vt. 运送
vi. 经过"
transmit,"vt. 传输；传播；发射；传达；遗传
vi. 传输；发射信号"
trend,"n. 趋势，倾向；走向
vt. 使…趋向
vi. 趋向，伸向"
trigger,"n. 扳机； 触发器；制滑机
vt. 引发，引起；触发
vi. 松开扳柄"
undergo,vt. 经历，经受；忍受
unique,"n. 独一无二的人或物
adj. 独特的，稀罕的； 唯一的，独一无二的"
utilize,vt. 利用
via,prep. 渠道，通过；经由
visible,"n. 可见物；进出口贸易中的有形项目
adj. 明显的；看得见的；现有的；可得到的"
widespread,adj. 普遍的，广泛的；分布广的
ability,n. 能力，能耐；才能
abstract,"n. 摘要；抽象；抽象的概念
adj. 抽象的；深奥的
vt. 摘要；提取；使……抽象化；转移(注意力、兴趣等)；使心不在焉
vi. 做摘要；写梗概"
accomplish,vt. 完成；实现；达到
accumulate,"vt. 积攒
vi. 累积；积聚"
acquire,vt. 获得；取得；学到；捕获
adopt,"vi. 采取；过继
vt. 采取；接受；收养；正式通过"
affair,n. 事情；事务；私事；（尤指关系不长久的）风流韵事
affect,"n. 情感；引起感情的因素
vt. 影响；感染；感动；假装
vi. 倾向；喜欢"
analyze,vt. 对…进行分析，分解（等于analyse）
ancestor,n. 始祖，祖先；被继承人
appearance,n. 外貌，外观；出现，露面
appreciate,"vi. 增值；涨价
vt. 欣赏；感激；领会；鉴别"
attain,"n. 成就
vt. 达到，实现；获得；到达
vi. 达到；获得；到达"
chemical,"n. 化学制品，化学药品
adj. 化学的"
civilization,n. 文明；文化
climatic,adj. 气候的；气候上的；由气候引起的；受气候影响的
combine,"n. 联合收割机；联合企业
vt. 使化合；使联合，使结合
vi. 联合，结合；化合"
comment,"n. 评论；意见；批评
vi. 发表评论；发表意见
vt. 为…作评语"
commercial,"n. 商业广告
adj. 商业的；营利的；靠广告收入的"
commit,vt. 犯罪，做错事；把...交托给；指派…作战；使…承担义务
commodity,n. 商品，货物；日用品
concentrate,"n. 浓缩，精选；浓缩液
vi. 集中；浓缩；全神贯注；聚集
vt. 集中；浓缩"
confidence,"n. 信心；信任；秘密
adj. （美）诈骗的；骗得信任的"
confirm,vt. 确认；确定；证实；批准；使巩固
conflict,"n. 冲突，矛盾；斗争；争执
vi. 冲突，抵触；争执；战斗"
considerable,adj. 相当大的；重要的，值得考虑的
constant,"n.  常数；恒量
adj. 不变的；恒定的；经常的"
consume,"vt. 消耗，消费；使…着迷；挥霍
vi. 耗尽，毁灭；耗尽生命"
contrary,"n. 相反；反面
adj. 相反的；对立的
adv. 相反地"
destructive,adj. 破坏的；毁灭性的；有害的，消极的
devotion,n. 献身，奉献；忠诚；热爱
disgust,"n. 厌恶，嫌恶
vt. 使厌恶；使作呕"
dispute,"n. 辩论；争吵
vt. 辩论；怀疑；阻止；抗拒
vi. 争论"
diverse,adj. 不同的；多种多样的；变化多的
drought,n. 干旱；缺乏
eccentric,"n. 古怪的人
adj. 古怪的，反常的"
elaborate,"adj. 精心制作的；详尽的；煞费苦心的
vi. 详细描述；变复杂
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）"
emotion,n. 情感；情绪
ensure,vt. 保证，确保；使安全
essential,"n. 本质；要素；要点；必需品
adj. 基本的；必要的；本质的；精华的"
ethic,"n. 伦理；道德规范
adj. 伦理的；道德的（等于ethical）"
extensive,adj. 广泛的；大量的；广阔的
feature,"n. 特色，特征；容貌；特写或专题节目
vt. 特写；以…为特色；由…主演
vi. 起重要作用"
fulfil,vt. 履行；完成；实践；满足
fundamental,"n. 基本原理；基本原则
adj. 基本的，根本的"
guarantee,"n. 保证；担保；保证人；保证书；抵押品
vt. 保证；担保"
habitat,n.  栖息地，产地
honor,"n. 荣誉；信用；头衔
vt. 尊敬（等于honour）；给…以荣誉"
humble,"adj. 谦逊的；简陋的；（级别或地位）低下的；不大的
vt. 使谦恭；轻松打败（尤指强大的对手）；低声下气"
ignore,vt. 驳回诉讼；忽视；不理睬
inadequate,adj. 不充分的，不适当的
incentive,"n. 动机；刺激
adj. 激励的；刺激的"
income,n. 收入，收益；所得
intelligence,n. 智力；情报工作；情报机关；理解力；才智，智慧；天分
local,"n.  局部；当地居民；本地新闻
adj. 当地的；局部的；地方性的；乡土的"
major,"adj. 主要的；重要的；主修的；较多的
n.  成年人；主修科目；陆军少校
vi. 主修"
medical,"adj. 医学的；药的；内科的
n. 医生；体格检查"
mental,"adj. 精神的；脑力的；疯的
n. 精神病患者"
misleading,"adj. 令人误解的；引入歧途的
v. 给…带错路；把…引入歧途（mislead的ing形式）"
novelty,n. 新奇；新奇的事物；新颖小巧而廉价的物品
obtain,"vi. 获得；流行
vt. 获得"
patient,"n. 病人；患者
adj. 有耐心的，能容忍的"
phenomenon,n. 现象；奇迹；杰出的人才
positive,"n. 正数； 正片
adj. 积极的； 正的， 阳性的；确定的，肯定的；实际的，真实的；绝对的"
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
precious,adj. 宝贵的；珍贵的；矫揉造作的
pressure,"n. 压力；压迫， 压强
vt. 迫使；密封；使……增压"
prospect,"n. 前途；预期；景色
vt. 勘探，勘察
vi. 勘探，找矿"
rapid,"n. 急流；高速交通工具，高速交通网
adj. 迅速的，急促的；飞快的；险峻的"
relax,"vi. 放松，休息；松懈，松弛；变从容；休养
vt. 放松；使休息；使松弛；缓和；使松懈"
shortage,n. 缺乏，缺少；不足
tendency,n. 倾向，趋势；癖好
transport,"n. 运输；运输机；狂喜；流放犯
vt. 运输；流放；使狂喜"
valuable,"n. 贵重物品
adj. 有价值的；贵重的；可估价的"
vocation,n. 职业；天职；天命；神召
youngster,n. 年轻人；少年
abandon,"n. 放任；狂热
vt. 遗弃；放弃"
abolish,vt. 废除，废止；取消，革除
abundant,adj. 丰富的；充裕的；盛产
access,"n. 进入；使用权；通路
vt. 使用；存取；接近"
accomplish,vt. 完成；实现；达到
accurate,adj. 精确的
acquire,vt. 获得；取得；学到；捕获
adapt,"vi. 适应
vt. 使适应；改编"
adjust,"vt. 调整，使…适合；校准
vi. 调整，校准；适应"
adopt,"vi. 采取；过继
vt. 采取；接受；收养；正式通过"
advocate,"n. 提倡者；支持者；律师
vt. 提倡，主张，拥护"
affect,"n. 情感；引起感情的因素
vt. 影响；感染；感动；假装
vi. 倾向；喜欢"
alternative,"n. 二中择一；供替代的选择
adj. 供选择的；选择性的；交替的"
appropriately,adv. 适当地；合适地；相称地
approximately,adv. 大约，近似地；近于
assume,"vt. 僭取；篡夺；夺取；擅用；侵占
vi. 假定；设想；承担；采取"
attain,"n. 成就
vt. 达到，实现；获得；到达
vi. 达到；获得；到达"
attempt,"n. 企图，试图；攻击
vt. 企图，试图；尝试"
attribute,"n. 属性；特质
vt. 归属；把…归于"
available,adj. 可获得的；可购得的；可找到的；有空的
aware,adj. 意识到的；知道的；有…方面知识的；懂世故的
benefit,"n. 利益，好处；救济金
vt. 有益于，对…有益
vi. 受益，得益"
capable,adj. 能干的，能胜任的；有才华的
circumstance,n. 环境，情况；事件；境遇
claim,"n. 要求；声称；索赔；断言；值得
vt. 要求；声称；需要；认领
vi. 提出要求"
conform,"adj. 一致的；顺从的
vi. 符合；遵照；适应环境
vt. 使遵守；使一致；使顺从"
consequence,n. 结果；重要性；推论
considerable,adj. 相当大的；重要的，值得考虑的
context,n. 环境；上下文；来龙去脉
contrast,"n. 对比；差别；对照物
vt. 使对比；使与…对照
vi. 对比；形成对照"
contribute,"vt. 贡献，出力；投稿；捐献
vi. 贡献，出力；投稿；捐献
"
controversy,n. 争论；论战；辩论
convince,vt. 说服；使确信，使信服
crucial,adj. 重要的；决定性的；定局的；决断的
culture,"n. 文化，文明；修养；栽培
vt.  培养（等于cultivate）"
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
demonstrate,"vt. 证明；展示；论证
vi. 示威"
derive,"vt. 源于；得自；获得
vi. 起源"
dilemma,n. 困境；进退两难；两刀论法
diminish,"vt. 使减少；使变小
vi. 减少，缩小；变小"
display,"n. 显示；炫耀
vt. 显示；表现；陈列
adj. 展览的；陈列用的
vi.  作炫耀行为"
distinct,adj. 明显的；独特的；清楚的；有区别的
distinguish,"vi. 区别，区分；辨别
vt. 区分；辨别；使杰出，使表现突出"
diverse,adj. 不同的；多种多样的；变化多的
dramatic,adj. 戏剧的；急剧的；引人注目的；激动人心的
eliminate,vt. 消除；排除
enable,vt. 使能够，使成为可能；授予权利或方法
encounter,"n. 遭遇，偶然碰见
vi. 遭遇；偶然相遇
vt. 遭遇，邂逅；遇到"
enhance,vt. 提高；加强；增加
enormous,adj. 庞大的，巨大的；凶暴的，极恶的
equivalent,"n. 等价物，相等物
adj. 等价的，相等的；同意义的"
essential,"n. 本质；要素；要点；必需品
adj. 基本的；必要的；本质的；精华的"
eventually,adv. 最后，终于
evident,adj. 明显的；明白的
exceedingly,adv. 非常；极其；极度地；极端
excess,"n. 超过，超额；过度，过量；无节制
adj. 额外的，过量的；附加的"
exhaust,"n. 排气；废气；排气装置
vt. 排出；耗尽；使精疲力尽；彻底探讨
vi. 排气"
expose,vt. 揭露，揭发；使曝光；显示
extinct,"adj. 灭绝的，绝种的；熄灭的
vt. 使熄灭"
facilitate,vt. 促进；帮助；使容易
feasible,adj. 可行的；可能的；可实行的
fulfil,vt. 履行；完成；实践；满足
fundamental,"n. 基本原理；基本原则
adj. 基本的，根本的"
headline,"n. 大标题；内容提要；栏外标题；头版头条新闻
vt. 给…加标题；使成为注意中心；大力宣传"
illustrate,"vi. 举例
vt. 阐明，举例说明；图解"
impact,"vi. 影响；撞击；冲突；压紧（on，upon，with）
n. 影响；效果；碰撞；冲击力
vt. 挤入，压紧；撞击；对…产生影响"
implement,"n. 工具，器具；手段
vt. 实施，执行；实现，使生效"
indicate,vt. 表明；指出；预示；象征
