abase,vt. 使…谦卑；降低…的品格；降低…的地位
ebullient,adj. 热情洋溢的；沸腾的
eccentric,"n. 古怪的人
adj. 古怪的，反常的"
eccentricity,n. 古怪；怪癖； 离心率
ecclesiastic,"n. 神职人员；牧师；教会
adj. 教会的；神职者的；牧师的"
eclectic,"n. 折衷派的人；折衷主义者
adj. 折衷的；选择的；折衷学派的
adj. 不拘一格的"
eclipse,"n. 日蚀，月蚀；黯然失色
vt. 使黯然失色；形成蚀"
ecologist,n. 生态学者
economy,n. 经济；节约；理财
ecstasy,n. 狂喜；入迷；忘形
eddy,"n. 涡流；漩涡；逆流
vi. 旋转；起漩涡
vt. 使…起漩涡"
edict,n. 法令；布告
edify,vt. 熏陶；启发；教诲
eerie,adj. 可怕的；怪异的
efface,vt. 抹去，抹掉；使自己不受人注意
effectual,adj. 奏效的；会应验的；有法律效力的
effervescence,n. 冒泡； 泡腾；欢腾
efficacy,n. 功效，效力
effigy,n. 雕像，肖像
effrontery,n. 厚颜无耻
effusive,adj. 流出的；感情横溢的
egoism,n. 利己主义，自我主义
egotistical,adj. 任性的；自我本位的；傲慢自尊的
egregious,adj. 惊人的；过分的；恶名昭彰的
egress,"n. 外出；出口
vt. 使外出
vi. 外出"
ejaculation,n.  射精；突然说出
elaboration,n. 苦心经营，精巧；详细阐述
elated,"v. 使兴奋（elate的过去式和过去分词）
adj. 兴高采烈的；得意洋洋的"
elegy,n. 挽歌，哀歌
elicit,vt. 抽出，引出；引起
elixir,n. 不老长寿药；万能药；炼金药
ellipsis,n. 省略；省略符号；脱漏
elliptical,adj. 椭圆的；省略的
eloquence,n. 口才；雄辩；雄辩术；修辞
elucidate,vt. 阐明；说明
elusive,adj. 难懂的；易忘的；逃避的；难捉摸的
emaciated,"adj. 瘦弱的；憔悴的
v. 憔悴；消瘦下去（emaciate的过去分词）"
emanate,"vi. 发出；散发；发源
vt. 放射（过去式emanated，过去分词emanated，现在分词emanating，第三人称单数emanates，形容词emanative）；发散"
emancipate,vt. 解放；释放
embargo,"vt. 禁止出入港口；禁止或限制贸易；征用或扣押
n. 禁令；禁止；封港令"
embark,"vi. 从事，着手；上船或飞机
vt. 使从事；使上船"
embed,vt. 栽种；使嵌入，使插入；使深留脑中
embellish,"vt. 修饰；装饰；润色
vi. 装饰起来；加以润色"
embezzlement,n. 侵占；挪用；盗用
embody,vt. 体现，使具体化；具体表达
embrace,"n. 拥抱
vt. 拥抱；信奉，皈依；包含
vi. 拥抱"
embroider,"vt. 刺绣；装饰；镶边
vi. 绣花；刺绣"
embroil,vt. 使卷入；使混乱
embryonic,adj.  胚胎的；似胚胎的
emendation,n. 校正；修订；修正
eminent,adj. 杰出的；有名的；明显的
emissary,"n. 使者；间谍；密使
adj. 间谍的；密使的"
emollient,"n.  润肤剂；软化剂
adj. 使柔软的"
empathy,"n. 神入；移情作用；执着
n. 感同身受；同感；共鸣"
empirical,adj. 经验主义的，完全根据经验的；实证的
emulate,"n. 仿真；仿效
vt. 仿真；模仿；尽力赶上；同…竞争"
enamored,"adj. 迷恋的；倾心的
v. 迷住，使迷恋（enamor的过去分词形式）"
encipher,vt. 译成密码
enclave,n. 飞地（指在本国境内的隶属另一国的一块领土）；被包围的领土；被包围物
encomium,n. 赞美，称赞；赞辞
encompass,vt. 包含；包围，环绕；完成
encroachment,n. 侵入，侵犯；侵蚀
encumber,vt. 阻塞；妨害；拖累
endearment,n. 钟爱；亲爱；亲爱的表示
endemic,"n. 地方病
adj. 地方性的；风土的"
endorse,vt. 背书；认可；签署；赞同；在背面签名
enduring,"adj. 持久的；能忍受的
v. 忍耐（endure的ing形式）"
energize,"vt. 激励；使活跃；供给…能量
vi. 活动；用力"
enervate,"adj. 衰弱的，无力的
vt. 使衰弱，使失去活力"
enfranchise,vt. 给予选举权；给予自治权；解放，释放
engage,"vi. 从事；答应，保证；交战；啮合
vt. 吸引，占用；使参加；雇佣；使订婚；预定"
engaging,"v. 参加（engage的ing形式）；保证；雇用
adj. 迷人的"
engender,"vt. 使产生；造成
vi. 产生；引起"
engross,vt. 使全神贯注；用大字体书写；正式写成（决议等）；独占；吸引
enhance,vt. 提高；加强；增加
enigma,n. 谜，不可思议的东西
enigmatic,adj. 神秘的；高深莫测的；谜一般的
enmity,n. 敌意；憎恨
ennui,n. （法）厌倦，无聊；倦怠
enormity,n. 巨大；暴行；极恶
enrapture,vt. 使狂喜；使著迷
ensconce,vt. 安置；安顿下来；使…隐藏
ensemble,"n. 全体；总效果；全套服装；全套家具；合奏组
adv. 同时"
entail,"vt. 使需要，必需；承担；遗传给；蕴含
n. 引起；需要；继承"
enterprising,adj. 有事业心的；有进取心的；有魄力的；有胆量的
enthrall,vt. 迷住，使着迷
entice,vt. 诱使；怂恿
entitlement,n. 权利；津贴
entity,n. 实体；存在；本质
entomology,n. 昆虫学
entourage,n. 随从；周围；环境
entrance,"n. 入口；进入
vt. 使出神，使入迷"
entreat,"vt. 恳求；请求
vi. 恳求；乞求"
entrepreneur,n. 企业家；承包人；主办者
enumerate,vt. 列举；枚举；计算
enunciate,"vt. 发音；阐明；宣布
vi. 阐明；清晰地发音"
eon,n. 永世；无数的年代；极长时期
ephemeral,"adj. 短暂的；朝生暮死的
n. 只生存一天的事物"
epic,"n. 史诗；叙事诗；史诗般的作品
adj. 史诗的，叙事诗的"
epicure,n. 老饕；美食家；享乐主义者
epigram,n. 警句；讽刺短诗；隽语
epilogue,n. 结语，收场白；尾声，后记
episodic,"adj. 插曲式的
adj. 偶然发生的"
epistolary,adj. 书信的；书信体的；用书信的
epitaph,n. 碑文，墓志铭
epithet,n. 绰号；浑名
epitome,n. 缩影；摘要；象征
epoch,n.  世；新纪元；新时代；时间上的一点
equable,adj. 平静的；变动小的
equanimity,n. 平静；镇定
equestrian,"n. 骑手；骑马者
adj. 马的；骑马的；骑术的"
equilibrium,n. 均衡；平静；保持平衡的能力
equine,"n. 马
adj. 马的；象马的"
equinox,n. 春分；秋分；昼夜平分点
equitable,adj. 公平的，公正的；平衡法的
equity,n. 公平，公正；衡平法；普通股；抵押资产的净值
equivocal,adj. 模棱两可的；可疑的
equivocate,vi. 说模棱两可的话；支吾， 躲闪；推诿；含糊其词
erode,"vt. 腐蚀，侵蚀
vi. 侵蚀；受腐蚀"
erotic,"n. 好色之徒
adj. 色情的；性爱的；性欲的"
erratic,"n. 漂泊无定的人；古怪的人
adj. 不稳定的；古怪的"
erroneous,adj. 错误的；不正确的
erudite,"n. 饱学之士
adj. 博学的；有学问的"
escapade,n. 越轨行为；恶作剧
escapism,n. 逃避现实，空想；逃避主义
eschew,vt. 避免；避开；远避
esoteric,adj. 秘传的；限于圈内人的；难懂的
espionage,n. 间谍；间谍活动；刺探
espouse,vt. 支持；嫁娶；赞成；信奉
esteem,"n. 尊重；尊敬
vt. 尊敬；认为；考虑；估价"
estranged,"v. 使疏远；使隔离；使离间（estrange的过去分词）
adj. 疏远的；不和的"
ethereal,adj. 优雅的；轻飘的；缥缈的；超凡的
ethnic,adj. 种族的；人种的
ethos,n. 民族精神；气质；社会思潮
etymology,n. 语源， 语源学
eulogy,n. 悼词；颂词；颂扬；赞词
euphemism,n. 委婉语；委婉说法
euphonious,adj. 悦耳的
euphoria,n. 精神欢快， 欣快；兴高采烈；欣快症；幸福愉快感
evanescent,adj. 容易消散的；逐渐消失的；会凋零的
evasive,adj. 逃避的；托辞的；推托的
evenhanded,adj. 公平的；公平无私的
evince,vt. 表明，表示；引起
evocative,adj. 唤起的；唤出的
ewe,n.  母羊
exacerbate,vt. 使加剧；使恶化；激怒
exacting,"adj. 严格的；苛求的；吃力的
v. 逼取；急需（exact的ing形式）"
exalt,"vt. 提升；提拔；赞扬；使得意
vi. 使人得意"
exasperate,vt. 恶化；使恼怒；激怒
exceptionable,adj. 可反对的；可抗议的；引起反感的
excerpt,"n. 摘录，引用
vt. 引用，摘录
vi. 摘录，引用"
excise,"n. 消费税；货物税
vt. 切除；收税"
exclaim,"vt. 大声说出
vi. 呼喊，惊叫；大声叫嚷"
excoriate,vt. 严厉的责难；擦破...的皮肤
exculpate,vt. 开脱；使无罪
execrable,adj. 恶劣的；可憎恨的
execute,vt. 实行；执行；处死
exegesis,n. 注释，解释
exemplary,adj. 典范的；惩戒性的；可仿效的
exemplify,vt. 例证；例示
exempt,"n. 免税者；被免除义务者
adj. 被免除的；被豁免的
vt. 免除；豁免"
exertion,n. 发挥；运用；努力
exhaustive,adj. 详尽的；彻底的；消耗的
exhilarating,"adj. 使人愉快的；令人喜欢的；爽快的
v. 使高兴，使兴奋（exhilarate的现在分词形式）"
exhort,"vt. 忠告；劝诫
vi. 劝告"
exhume,vt. 发掘；掘出
exigency,n. 紧急；紧急事件
exodus,n. 《出埃及记》（《圣经》第二卷）
exonerate,vt. 使免罪
exorbitant,adj. （要价等）过高的；（性格等）过分的；不在法律范围之内的
exorcise,vt. 驱邪；除怪
exotic,adj. 异国的；外来的；异国情调的
expansive,adj. 广阔的；扩张的；豪爽的
expatriate,"n. 被流放者；移居国外者
adj. 移居国外的；被流放的
vt. 使移居国外；流放，放逐；使放弃国籍
vi. 移居国外；放弃原国籍"
expedient,"n. 权宜之计；应急手段
adj. 权宜的；方便的；有利的"
expedite,"vt. 加快；促进；发出
adj. 畅通的；迅速的；方便的"
expenditure,n. 支出，花费；经费，消费额
expertise,n. 专门知识；专门技术；专家的意见
expiate,"vt. 赎罪；补偿
vi. 赎罪；补偿"
expletive,"n. 填补物；咒骂语
adj. 附加的；填补的"
explicate,vt. 说明，解释
explicit,adj. 明确的；清楚的；直率的；详述的
exploit,"n. 勋绩；功绩
vt. 开发，开拓；剥削；开采"
exploit,"n. 勋绩；功绩
vt. 开发，开拓；剥削；开采"
expository,adj. 说明的；解释的；评注的（等于expositive）
exposure,n. 暴露；曝光；揭露；陈列
expropriate,vt. 没收，征用；剥夺
expunge,vt. 擦去；删掉
expurgate,vt. 删除，删去
extant,adj. 现存的；显著的
extent,n. 程度；范围；长度
extenuate,vt. 减轻；低估；为…找借口；使人原谅
extol,vt. 颂扬；赞美；赞颂
extort,vt. 敲诈；侵占；强求；牵强地引出
extradition,n. 引渡；亡命者送还本国
extraneous,adj. 外来的；没有关联的；来自体外的
extrapolation,n.  外推法；推断
extricate,vt. 使解脱；解救；使游离
extrinsic,adj. 外在的；外来的；非固有的
extrovert,n. 外向；外倾者；性格外向者（等于extravert）
extrude,"vt. 挤出，压出；使突出；逐出
vi. 突出，喷出"
exuberance,n. 丰富，茂盛；健康；感情洋溢(或慷慨激昂)的言行；(感情等的)过度(或极度)表现
exude,"vt. 散发；流出；使渗出
vi. 流出；渗出；发散"
exult,vi. 狂喜，欢欣鼓舞；非常高兴
fabricate,vt. 制造；伪造；装配
facade,n. 正面；表面；外观
facet,"n. 面；方面；小平面
vt. 在…上琢面"
facetious,adj. 诙谐的；爱开玩笑的；滑稽的；(尤指在不合适的时候)开玩笑的
facile,"adj. （言语或理论）轻率的，未经深思熟虑的
adj. 温和的；灵巧的；易做到的"
facilitate,vt. 促进；帮助；使容易
facsimile,"n. 传真；复写
adj. 复制的
vt. 传真；临摹"
faction,n. 派别；内讧；小集团；纪实小说
fallacious,adj. 谬误的；骗人的；靠不住的；不合理的
fallible,adj. 易犯错误的；不可靠的
fallow,"n. 休耕地；休耕
adj. 休耕的；不活跃的
vt. 使（土地）休闲；潜伏"
falter,"n. 踌躇；支吾；颤抖
vi. 支吾；蹒跚地走
vt. 支吾地说；结巴地讲出"
fanaticism,n. 狂热，著迷；盲信
fanfare,"n. 吹牛，炫耀；喇叭或号角嘹亮的吹奏声
vt. 热热闹闹地宣布"
farce,n. 闹剧；胡闹；笑剧
fastidious,adj. 挑剔的；苛求的，难取悦的；（微生物等）需要复杂营养地
fatalism,n. 宿命论
fathom,"n. 英寻（测量水深的长度单位）
vt. 看穿；彻底了解；测量…的深度"
fatuous,adj. 愚笨的；昏庸的；发呆的；自满的
fawning,"adj. 奉承的；摇尾乞怜的
v. 奉承讨好（fawn的ing形式）"
faze,vt. 打扰；使狼狈；折磨
feasible,adj. 可行的；可能的；可实行的
fecundity,n.  繁殖力；多产；肥沃
feign,"vt. 假装；装作；捏造；想象
vi. 假装；装作；作假；佯作"
feint,"n. 佯攻；伪装
vi. 佯攻；假装
vt. 佯攻
adj. 假的"
felicitous,adj. 恰当的；善于措辞的；幸福的
felicity,n. 幸福；快乐；幸运
fell,"n.  一季所伐的木材；折缝；兽皮
v. 掉下；摔倒；下垂；变坏（fall的过去式）
adj. 凶猛的；毁灭性的
vt. 砍伐；打倒；击倒"
feral,adj. 野生的；凶猛的；阴郁的
fetter,"n. 束缚；羁绊；脚镣
vt. 束缚；加脚镣"
fiasco,n. 惨败
fickle,adj. 浮躁的；易变的；变幻无常的
fictitious,adj. 虚构的；假想的；编造的；假装的
fidelity,n. 保真度；忠诚；精确；尽责
figurative,adj. 比喻的；修饰丰富的；形容多的
figurine,n. 小雕像，小塑像
filial,adj. 孝顺的；子女的，当做子女的
filibuster,"n. 海盗；暴兵，掠夺兵；阻挠议事的议员；阻挠议事的行动
vt. 阻碍议案通过
vi. 掠夺；阻饶议事"
finale,n. 结局；终曲；最后一场；最后乐章；尾声
finesse,"n. 策略；纤细；灵巧
vt. 巧妙处理；以偷牌方式先出
vi. 偷牌；施展巧计"
finicky,adj. 过分讲究的；过分注意的；过分繁琐的
firebrand,n. 火把；煽动叛乱者；放火者
fissure,"n. 裂缝；裂沟（尤指岩石上的）
vt. 裂开；分裂
vi. 裂开；分裂"
fitful,adj. 一阵阵的；断断续续的；不规则的；间歇的
flabbergasted,"v. 使…大吃一惊（flabbergast的过去式）
adj. 目瞪口呆的；大吃一惊的"
flaccid,adj.  弛缓的；软弱的；无活力的
flag,"n. 标志；旗子
vt. 标记；插旗
vi. 标记；衰退；枯萎"
flagrant,adj. 公然的；不能容忍的；非常的；臭名远扬的；明目张胆的；恶名昭著的（名词flagrancy，副词flagrantly）
flair,n. 天资；天分；资质；鉴别力
flamboyant,"adj. 艳丽的；火焰似的；炫耀的
n. 凤凰木"
flaunt,"n. 炫耀；飘扬；招展
vt. 炫耀；飘扬
vi. 飘扬；夸耀"
fleck,"n. 斑点；微粒，小片
vt. 使起斑点；使有斑驳"
fledgling,n. 无经验的人；刚会飞的幼鸟
fleece,"n. 羊毛，绒头织物；羊毛制的覆盖物
vt. 剪下羊毛；欺诈，剥削"
flick,"n. 弹开；快速的轻打；轻打声
vt. 轻弹；忽然摇动；轻轻拂去
vi. 轻弹；忽然摇动；轻轻拂去"
flinch,"n. 退缩；畏惧
vi. 退缩；畏惧"
flippant,adj. 轻率的；嘴碎的；没礼貌的
flit,"n. 轻快的飞行；搬家
vi. 掠过；轻快地飞；移居"
florid,adj. 绚丽的；气色好的
flounder,"n. 挣扎，辗转；比目鱼
vi. 挣扎，折腾；错乱地做事或说话"
flourish,"n. 兴旺；茂盛；挥舞；炫耀；华饰
vi. 繁荣，兴旺；茂盛；活跃；处于旺盛时期
vt. 夸耀；挥舞"
flout,"n. 嘲笑；轻视；愚弄
vt. 嘲笑；藐视；愚弄
vi. 嘲笑；表示轻蔑"
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
fluency,"n. （语言、文章）流利；（技能）娴熟
n. 流畅度（写作演讲等）"
fluke,"n. 侥幸；锚爪；意外的挫折
vt. 侥幸成功；意外受挫
vi. 侥幸成功"
fluster,"n. 慌乱，混乱；狼狈；激动
vt. 使激动；使慌张；使酩醉
vi. 慌慌张张的行动；混乱"
flux,"n.  流量；变迁；不稳定；流出
vt. 使熔融；用焊剂处理
vi. 熔化；流出"
foible,n. 弱点；小缺点；癖好
foil,"n. 箔，金属薄片；衬托，烘托；叶形片
abbr. 面向文件的翻译语言（file-Oriented interpretive language）
vt. 衬托；阻止，挡开；挫败；贴箔于"
foil,"n. 箔，金属薄片；衬托，烘托；叶形片
abbr. 面向文件的翻译语言（file-Oriented interpretive language）
vt. 衬托；阻止，挡开；挫败；贴箔于"
foliage,n. 植物；叶子（总称）
foment,vt. 煽动；挑起；热敷
foolhardy,adj. 有勇无谋的；蛮干的
fop,n. 花花公子；过分讲究衣饰或举动的人
forbearance,n. 自制，忍耐；宽容
ford,"n. 浅滩；Ford：福特汽车公司
vt. 涉过；徒涉
vi. 涉水而过"
forebears,n. 祖先，祖宗( forebear的名词复数 )
foreboding,"n. 预感；先兆；预兆
adj. 预感的；不祥之兆的"
forensic,adj. 法院的；辩论的；适于法庭的
forestall,vt. 先发制人，预先阻止；垄断，屯积；领先；占先一步
forgo,"vi. 放弃；停止；对…断念
vt. 放弃；停止；对…断念
"
forlorn,adj. 被遗弃的；绝望的；孤独的
formality,n. 礼节；拘谨；仪式；正式手续
formidable,adj. 强大的；可怕的；令人敬畏的；艰难的
forsake,vt. 放弃；断念
forthright,"n. 直路
adj. 直率的；直截了当的
adv. 直率地；马上；立即"
fortitude,n. 刚毅；不屈不挠；勇气
fortuitous,adj. 偶然的，意外的；幸运的
forum,n. 论坛，讨论会；法庭；公开讨论的广场
foster,"vt. 培养；养育，抚育；抱（希望等）
adj. 收养的，养育的"
founder,"n. 创始人；建立者；翻沙工
vt. 破坏；使摔倒；垮掉
vi. 失败；沉没；倒塌；变跛"
fracas,n. 吵闹；喧噪
fractious,adj. 易怒的；倔强的，难以对待的
frail,"n. 灯心草篓；少妇；少女
adj. 脆弱的；虚弱的"
franchise,"n. 特权；公民权；经销权；管辖权
vt. 给…以特许（或特权）；赋予公民权"
frantic,adj. 狂乱的，疯狂的
fraternize,"vt. 使…亲如兄弟；使…友善
vi. 友善；结有深交"
fraudulent,adj. 欺骗性的；不正的
fraught,adj. 担心的，忧虑的；充满…的
fray,"n. 争论；打架；磨损处
vt. 使磨损；变得令人紧张、急躁
vi. 被磨损"
frenetic,"n. 疯子；狂人
adj. 狂热的；发狂的"
frigid,adj. 寒冷的，严寒的；冷淡的
frivolous,adj. 无聊的；轻佻的；琐碎的
frolicsome,adj. 嬉戏的，爱闹着玩的
frugality,n. 俭省，节俭
fruition,n. 完成，成就；结果实
fugitive,"n. 逃亡者；难捕捉之物
adj. 逃亡的；无常的；易变的"
fulsome,adj. 令人生厌的；过度的
fundamental,"n. 基本原理；基本原则
adj. 基本的，根本的"
furlough,"n. 休假；暂时解雇；放假
vt. 准假；暂时解雇"
furor,n. 狂热；激怒；喧闹；感动
furtive,adj. 鬼鬼祟祟的，秘密的
fusion,n. 融合；熔化；熔接；融合物； 核聚变
futile,adj. 无用的；无效的；没有出息的；琐细的；不重要的
gadfly,n.  牛虻；讨厌的人
gaffe,n. 失态；过失
gainsay,"n. 否认；反对
vt. 反驳；否定"
gait,"n. 步法，步态
vt. 训练步法"
gall,"n. 胆汁；五倍子；怨恨；苦味
vt. 烦恼；屈辱；磨伤
vi. 被磨伤"
galvanize,vt. 镀锌；通电；刺激
gambit,n. 话题；开始；以取得优势的开局棋法；开场白
gamely,adv. 勇敢地；不屈地
gamut,n. 全音阶；全音域；整个范围
gape,"n. 裂口，张嘴；呵欠
vi. 裂开，张开；打呵欠"
garbled,"adj. 篡改的；混乱的；引起误解的
v. 断章取义（garble的过去式和过去分词）"
gargantuan,adj. 庞大的，巨大的
garish,adj. 炫耀的；过分装饰的；过分鲜艳的
garner,"n. 谷仓
vt. 获得；储存；把…储入谷仓"
garnish,"n. 为增加色香味而添加的配菜；装饰品
vt. 装饰"
garrulous,adj. 唠叨的；喋喋不休的；多嘴的
gaudy,"n. 盛大宴会
adj. 华而不实的；俗丽的"
gaunt,adj. 憔悴的；荒凉的；枯瘦的
genealogy,n. 宗谱；血统；家系；系谱学
generality,n. 概论；普遍性；大部分
generate,vt. 使形成；发生；生殖；产生物理反应
generic,adj. 类的；一般的；属的；非商标的
genesis,n. 发生；起源
geniality,n. 亲切；温暖；舒适
genre,"n. 类型；种类；体裁；样式；流派；风俗画
adj. 风俗画的；以日常情景为主题的"
genteel,adj. 有教养的，文雅的；上流社会的
gentility,n. 有教养，文雅；上流阶层
germinal,adj. 胚种的；幼芽的；原始的
germinate,"vt. 使发芽；使生长
vi. 发芽；生长"
gesticulation,n. 手势；姿势；示意动作
ghastly,"adj. 可怕的；惨白的；惊人的；极坏的
adv. 恐怖地；惨白地"
gibe,"n. 嘲讽话
vt. 嘲笑；愚弄
vi. 嘲笑；嘲弄"
giddy,"adj. 头晕的；眼花的；令人眼花缭乱的；轻浮的
vt. 使晕眩；使眼花缭乱
vi. 眼花；眩晕"
gingerly,"adj. 谨慎的；轻手轻脚的；慎重的
adv. 小心翼翼地；慎重地"
girth,"n. 周长；围长；肚带
vt. 围绕；包围
vi. 围长为"
gist,n. 主旨，要点；依据
glib,adj. 口齿伶俐的，油嘴滑舌的
glimmer,"n. 微光；闪光；少许
vi. 闪烁；发微光"
glossy,adj. 光滑的；有光泽的
glower,"n. 怒视；热切的注视；灯丝
vi. 怒目而视；瞪眼"
glut,"n. （商品）供过于求；大量
vt. 使…充满；使…吃饱；过多供应
vi. 吃得过多"
glutton,n. 酷爱…的人；贪吃的人
gnome,"n. 土地神；格言；箴言
linux下的桌面环境"
goad,"n. 刺激；（赶牲口用的）刺棒；激励
vt. 刺激；激励；用刺棒驱赶；煽动"
gorge,"n. 峡谷；胃；暴食；咽喉；障碍物
vt. 使吃饱；吞下；使扩张
vi. 拚命吃；狼吞虎咽"
gouge,"n. 沟；圆凿；以圆凿刨
vt. 用半圆凿子挖；欺骗"
gourmet,"n. 美食家
菜肴精美的"
graft,"n. 移植；嫁接；渎职
vt. 移植；嫁接；贪污
vi. 移植；嫁接；贪污
n. （非正式）脚踏实地地埋头苦干"
grandeur,n. 壮丽；庄严；宏伟
grandiloquent,adj. 夸张的；夸大的；大言不惭的
grandiose,adj. 宏伟的；堂皇的；浮夸的；宏大的
grapple,"n. 抓住；格斗
vi. 抓住；格斗；抓斗机
vt. 抓住；与…格斗"
grate,"n. 壁炉；格栅
vi. 发摩擦声
vt. 装格栅于；磨擦"
gratify,vt. 使满足；使满意，使高兴
gratuitous,adj. 无理由的，无端的；免费的
gravity,n. 重力，地心引力；严重性；庄严
gregarious,adj. 社交的；群居的
grievance,n. 不满，不平；委屈；冤情
grimace,"n. 鬼脸；怪相；痛苦的表情
vi. 扮鬼脸；作怪相；作苦相"
grisly,adj. 可怕的；厉害的；严重的
grouse,"n. 松鸡；雷鸟科的猎鸟；怨言
vi. 埋怨"
grotesque,"n. 奇异风格；怪异的东西
adj. 奇形怪状的；奇怪的；可笑的"
grudging,adj. 勉强的；吝啬的
gruesome,adj. 可怕的；阴森的
gruff,"adj. 粗暴的；粗哑的；脾气坏的
vt. 粗鲁地说；生硬地说
vi. 粗鲁地说；生硬地说话
n. 格拉夫（英国珠宝品牌）"
guffaw,"n. 哄笑；狂笑
vi. 哄笑
vt. 大笑着说"
guile,n. 狡猾；诡计；欺诈
gullible,adj. 易受骗的；轻信的
gustatory,adj. 味的，味觉的
gusto,n. 爱好；由衷的高兴；嗜好
gusty,adj. 阵风的；突发的；阵阵猛急的
hackneyed,"adj. 陈腐的；平庸的
v. 出租（马匹、马车等）；役使（hackney的过去式）"
haggard,"n. 野鹰
adj. 憔悴的；野性的"
haggle,"n. 讨价还价；争论
vi. 争论；乱劈
vt. 乱劈；乱砍"
hallowed,adj. 神圣的，神圣化的
hallucination,n. 幻觉，幻想；错觉
halting,"v. 停止；蹒跚；犹豫（halt的ing形式）
adj. 犹豫的；蹒跚的；跛的"
hamper,"n. 食盒，食篮；阻碍物
vt. 妨碍；束缚；使困累"
haphazard,"n. 偶然；偶然事件
adj. 偶然的；随便的；无计划的
adv. 偶然地；随意地"
harangue,"n. 长篇大论；高谈阔论；热烈的演说
vt. 向…滔滔不绝地演讲；大声训斥
vi. 高谈阔论；慷慨陈词"
harass,vt. 使困扰；使烦恼；反复袭击
harbinger,"n. 先驱；前兆；预告者
vt. 预告；充做…的前驱"
harbor,"n. 海港；避难所
vt. 庇护；怀有
vi. 居住，生存；入港停泊；躲藏"
hardy,"n. 强壮的人；耐寒植物；方柄凿
adj. 坚强的；勇敢的；能吃苦耐劳的；鲁莽的"
harrowing,"adj. 痛心的；悲惨的
v. 使痛苦（harrow的ing形式）；开拓"
haughtiness,n. 傲慢；不逊
hazardous,adj. 有危险的；冒险的；碰运气的
hazy,adj. 朦胧的；模糊的；有薄雾的
headlong,"adj. 轻率的；头向前的；匆促而用力的
adv. 头向前地；猛然用力地"
headstrong,adj. 任性的；顽固的；刚愎的
heckler,n. 激烈质问者
hedonist,"n. 快乐主义者；享乐主义者
adj. 享乐主义者的"
heed,"n. 注意到；留心到
vt. 注意，留心
vi. 注意，留心"
heinous,adj. 可憎的；极凶恶的
herbivorous,adj.  食草的
heresy,n. 异端；异端邪说；异教
hermetic,"n. 炼金术士
adj. 密封的；与外界隔绝的；不透气的；炼金术的"
hermitage,n. 隐士生活；隐士住处
heterodox,adj. 异端的；非正统的
heterogeneous,adj.  多相的；异种的； 不均匀的；由不同成分形成的
heyday,"n. 全盛期
int. 嘿！（表喜悦或惊奇等）"
hiatus,n. 裂缝，空隙；脱漏部分
hibernate,vi. 过冬；（动物）冬眠；（人等）避寒
hierarchy,n. 层级；等级制度
hilarity,n. 欢喜；高兴；欢闹
hindrance,n. 障碍；妨碍；妨害；阻碍物
histrionic,"n. 演员
adj. 戏剧的；演员的，表演的"
hoard,"n. 贮藏物
vt. 贮藏
vi. 积聚钱财；贮藏货物"
hoax,"n. 骗局；恶作剧
vt. 愚弄；欺骗"
hodgepodge,"n. 大杂烩；混煮；一团糟
vt. 使混乱"
holster,n. 手枪皮套
homage,n. 敬意；尊敬；效忠
homogeneous,adj. 均匀的； 齐次的；同种的；同类的，同质的
hone,"n. 磨刀石；想念；抱怨
vt. 用磨刀石磨"
hoodwink,vt. 蒙蔽；欺骗；遮眼
horticultural,adj. 园艺的
host,"n.  主机；主人；主持人；许多
vt. 主持；当主人招待
vi. 群集；做主人"
hostility,n. 敌意；战争行动
hovel,"n. 小屋；栅舍；茅舍
vt. 使…住在茅屋；把…拴入棚舍"
hover,"n. 徘徊；盘旋；犹豫
vi. 盘旋，翱翔；徘徊
vt. 孵；徘徊在…近旁"
humane,adj. 仁慈的，人道的；高尚的
humdrum,"n. 单调；乏味
adj. 单调的；无聊的
vi. 单调乏味地进行"
humid,adj. 潮湿的；湿润的；多湿气的
humility,n. 谦卑，谦逊
hurtle,"n. 碰撞；猛冲
vt. 猛投；冲向
vi. 猛冲；猛烈碰撞"
husband,"n. 丈夫
vt. 节约地使用（或管理）"
hybrid,"n. 杂种，混血儿；混合物
adj. 混合的；杂种的"
hyperbole,n. 夸张的语句；夸张法
hypochondriac,n. 疑病患者
hypocritical,adj. 虚伪的；伪善的
hypothetical,adj. 假设的；爱猜想的
ichthyology,n. 鱼类学；鱼类学著作
icon,n. 图标；偶像；肖像，画像；圣像
iconoclastic,adj. 打破旧习的；偶像破坏的
ideology,n. 意识形态；思想意识；观念学
idiom,n. 成语，习语；土话
idiosyncrasy,n. （个人独有的）气质，性格，习惯，癖好
idolatry,n. 偶像崇拜；盲目崇拜；邪神崇拜
ignite,"vt. 点燃；使燃烧；使激动
vi. 点火；燃烧"
ignoble,adj. 不光彩的；卑鄙的；卑贱的
ignominy,n. 耻辱；不体面；丑行
illicit,adj. 违法的；不正当的
illimitable,adj. 无限的；无边际的
illuminate,"vt. 阐明，说明；照亮；使灿烂；用灯装饰
vi. 照亮"
illusion,n. 幻觉，错觉；错误的观念或信仰
illusory,adj. 错觉的；幻影的；虚假的；产生幻觉的
imbalance,n. 不平衡；不安定
imbibe,vt. 吸收，接受；喝；吸入
immaculate,adj. 完美的；洁净的；无瑕疵的
imminent,adj. 即将来临的；迫近的
