abandon,"n. 放任；狂热
vt. 遗弃；放弃"
strand,"n. 线；串；海滨
vt. 使搁浅；使陷于困境；弄断；使落后
vi. 搁浅"
ongoing,"adj. 不间断的，进行的；前进的
n. 前进；行为，举止"
underway,"n.  水底通道
adj. 进行中的；起步的；航行中的"
proceed,"vi. 开始；继续进行；发生；行进
n. 收入，获利"
chase,"n. 追逐；追赶；追击
vt. 追逐；追捕；试图赢得；雕镂
vi. 追逐；追赶；奔跑"
pursue,"vi. 追赶；继续进行
vt. 继续；从事；追赶；纠缠"
pursuit,n. 追赶，追求；职业，工作
trace,"n. 痕迹，踪迹；微量； 迹线；缰绳
vt. 追踪，查探；描绘；回溯
vi. 追溯；沿路走"
trail,"n. 小径；痕迹；尾部；踪迹；一串，一系列
vt. 追踪；拖；蔓延；落后于
vi. 飘出；蔓生；垂下；拖曳"
chip,"n.  芯片；筹码；碎片；(食物的) 小片; 薄片
vt. 削，凿；削成碎片
vi. 剥落；碎裂"
scrap,"n. 碎片；残余物；打架；少量
vt. 废弃；使解体；拆毁
adj. 废弃的；零碎的
vi. 吵架"
slice,"n. 薄片；部分；菜刀，火铲
vt. 切下；把…分成部分；将…切成薄片
vi. 切开；割破"
chop,"n. 砍；排骨；商标；削球
(俚)丑人
vt. 剁碎；砍"
slash,"n. 削减；斜线；猛砍；砍痕；沼泽低地
vt. 猛砍；鞭打；严厉批评；大幅度裁减或削减
vi. 猛砍；严厉批评"
snap,"n. 猛咬；劈啪声；突然折断
adj. 突然的
vt. 突然折断，拉断；猛咬；啪地关上
vi. 咬；厉声说；咯嗒一声关上"
split,"n. 劈开；裂缝
adj. 劈开的
vt. 分离；使分离；劈开；离开；分解
vi. 离开；被劈开；断绝关系"
cite,vt. 引用；传讯；想起；表彰
quote,"n. 引用
vi. 报价；引用；引证
vt. 报价；引述；举证"
clash,"n. 冲突，不协调；碰撞声，铿锵声
vt. 使碰撞作声
vi. 冲突，抵触；砰地相碰撞，发出铿锵声"
collide,"vi. 碰撞；抵触，冲突
vt. 使碰撞；使相撞"
collision,n. 碰撞；冲突；（意见，看法）的抵触；（政党等的）倾轧
crash,"n. 撞碎；坠毁；破产；轰隆声；睡觉
vi. 摔碎；坠落；发出隆隆声；(金融企业等)破产
vt. 打碎；使坠毁、撞坏；擅自闯入"
reverse,"n. 背面；相反；倒退；失败
adj. 反面的；颠倒的；反身的
vt. 颠倒；倒转
vi. 倒退；逆叫"
reversible,"adj. 可逆的；可撤消的；可反转的
n. 双面布料"
irreversible,adj. 不可逆的；不能取消的；不能翻转的
contrary,"n. 相反；反面
adj. 相反的；对立的
adv. 相反地"
concede,"vi. 让步
vt. 承认；退让；给予，容许"
concession,n. 让步；特许（权）；承认；退位
compromise,"n. 妥协，和解；折衷
vt. 妥协；危害
vi. 妥协；让步"
controversy,n. 争论；论战；辩论
dispute,"n. 辩论；争吵
vt. 辩论；怀疑；阻止；抗拒
vi. 争论"
contention,n. 争论，争辩；争夺；论点
committee,n. 委员会
council,n. 委员会；会议；理事会；地方议会；顾问班子
councillor,n. 议员；顾问；参赞（等于councilor）
contend,"vi. 竞争；奋斗；斗争；争论
vt. 主张；为...斗争"
contest,"n. 竞赛；争夺；争论
vt. 争辩；质疑
vi. 竞争；争辩"
rival,"n. 对手；竞争者
adj. 竞争的
vt. 与…竞争；比得上某人
vi. 竞争"
rivalry,n. 竞争；对抗；竞赛
opponent,"n. 对手；反对者；敌手
adj. 对立的；敌对的"
versus,prep. 对；与...相对；对抗
choke,"n. 窒息；噎； 阻气门
vi. 窒息；阻塞；说不出话来
vt. 呛；使窒息；阻塞；抑制；扑灭"
plug,"n. 插头；塞子；栓
vt. 插入；塞住；接插头
vi. 塞住；用插头将与电源接通"
teamwork,n. 团队合作；协力
collaboration,n. 合作；勾结；通敌
cooperate,vi. 合作，配合；协力
cooperative,"n. 合作社
adj. 合作的；合作社的"
acknowledge,vt. 承认；答谢；报偿；告知已收到
acknowledgement,n. 承认；确认；感谢
recognition,n. 识别；承认，认出；重视；赞誉；公认
confess,"vi. 承认；坦白；忏悔；供认
vt. 承认；坦白；忏悔；供认"
confession,n. 忏悔，告解；供认；表白
deny,"vi. 否认；拒绝
vt. 否定，否认；拒绝给予；拒绝…的要求"
mask,"n. 面具；口罩；掩饰
vi. 掩饰；戴面具；化装
vt. 掩饰；戴面具；使模糊"
disguise,"n. 伪装；假装；用作伪装的东西
vt. 掩饰；假装；隐瞒"
pretend,"vt. 假装，伪装，模拟
adj. 假装的
vi. 假装，伪装，佯装"
client,n.  客户；顾客；委托人
patron,n. 赞助人；保护人；主顾
sponsor,"n. 赞助者；主办者；保证人
vt. 赞助；发起"
supportive,adj. 支持的；支援的；赞助的
concern,"n. 关系；关心；关心的事；忧虑
vt. 涉及，关系到；使担心"
considerate,adj. 体贴的；体谅的；考虑周到的
cordial,"n. 补品；兴奋剂；甜香酒，甘露酒
adj. 热忱的，诚恳的；兴奋的"
caring,"v. 关心；照顾（care的现在分词）
adj. 有同情心的；表示或感到关怀或关心的"
enthusiastic,adj. 热情的；热心的；狂热的
keen,"adj. 敏锐的，敏捷的；渴望的；强烈的；热心的；锐利的
n. 痛哭，挽歌"
irrespective,adj. 无关的；不考虑的；不顾的
indifferent,adj. 漠不关心的；无关紧要的；中性的，中立的
indifference,n. 漠不关心；冷淡；不重视；中立
carefree,adj. 无忧无虑的；不负责的
clarify,"vt. 澄清；阐明
vi. 得到澄清；变得明晰；得到净化"
clear-cut,adj. 清晰的；轮廓鲜明的
confuse,vt. 使混乱；使困惑
baffle,"n. 挡板；困惑
vt. 使…困惑；使…受挫折；用挡板控制
vi. 做徒劳挣扎"
bewilder,vt. 使迷惑，使不知所措
dizzy,"adj. 晕眩的；使人头晕的；昏乱的；心不在焉的；愚蠢的
vt. 使头晕眼花；使混乱；使茫然"
dazzle,"n. 耀眼的光；灿烂
vt. 使……目眩；使……眼花
vi. 眼花缭乱；炫耀"
conservative,找不到解释
radical,"n. 基础；激进分子； 原子团； 根数
adj. 激进的；根本的；彻底的"
militant,"adj. 好战的
n. 富有战斗性的人；好斗者；激进分子"
concerning,"prep. 关于；就…而言
v. 涉及；使关心（concern的ing形式）；忧虑"
regarding,prep. 关于，至于
charm,"n. 魅力，吸引力；魔力
vt. 使陶醉；行魔法
vi. 有魔力；用符咒"
glamor,"n. 魅力；魔法；迷人的美（等于glamour）
vt. 迷惑；使有魅力（等于glamour）"
glamour,"n. 魅力，魔力；迷人的美
vt. 迷惑，迷住"
construct,"n. 构想，概念
vt. 建造，构造；创立"
establish,"vi. 植物定植
vt. 建立；创办；安置"
establishment,n. 确立，制定；公司；设施
fabricate,vt. 制造；伪造；装配
destructive,adj. 破坏的；毁灭性的；有害的，消极的
sabotage,"n. 破坏；破坏活动；怠工
vt. 妨害；对…采取破坏行动
vi. 从事破坏活动"
undermine,vt. 破坏，渐渐破坏；挖掘地基
wreck,"n. 破坏；失事；残骸；失去健康的人
vt. 破坏；使失事；拆毁
vi. 失事；营救失事船只"
crucial,adj. 重要的；决定性的；定局的；决断的
decisive,adj. 决定性的；果断的，坚定的
definitive,"n. 限定词
adj. 决定性的；最后的；限定的"
cardinal,"adj. 主要的，基本的；深红色的
n. 红衣主教；枢机主教；鲜红色；(北美)主红雀"
prime,"n. 初期；青年；精华；全盛时期
adj. 主要的；最好的；基本的
vt. 使准备好；填装
vi. 作准备
adv. 极好地"
primacy,n. 首位；卓越；大主教的职位
foremost,"adj. 最重要的；最先的
adv. 首先；居于首位地"
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
supreme,"n. 至高；霸权
adj. 最高的；至高的；最重要的"
staple,"n. 主要产品；订书钉；主题；主食
adj. 主要的，大宗生产的；常用的；纺织纤维的
vt. 把…分级；钉住"
staple,"n. 主要产品；订书钉；主题；主食
adj. 主要的，大宗生产的；常用的；纺织纤维的
vt. 把…分级；钉住"
consequence,n. 结果；重要性；推论
consequent,"n. 结果
adj. 随之发生的；作为结果的"
resultant,"n. 合力；结果； 生成物
adj. 结果的；合成的"
cruise,"n. 巡航，巡游；乘船游览
vt. 巡航，巡游；漫游
vi. 巡航，巡游；漫游"
patrol,"n. 巡逻；巡逻队；侦察队
vt. 巡逻；巡查
vi. 巡逻；巡查"
cube,"n. 立方；立方体；骰子
vt. 使成立方形；使自乘二次；量…的体积"
cubic,adj. 立方体的，立方的
cylinder,n. 圆筒；汽缸； 柱面；圆柱状物
square,"n. 平方；广场；正方形
adj. 平方的；正方形的；直角的；正直的
vt. 使成方形；与…一致
vi. 一致；成方形
adv. 成直角地"
oval,"adj. 椭圆的；卵形的
n. 椭圆形；卵形"
rectangular,adj. 矩形的；成直角的
triangle,n. 三角（形）；三角关系；三角形之物；三人一组
analyze,vt. 对…进行分析，分解（等于analyse）
analyse,vt. 分析；分解；细察
deduce,vt. 推论，推断；演绎出
deductive,adj. 演绎的；推论的；推断的
diagnose,"vt. 诊断；断定
vi. 诊断；判断"
diagnosis,n. 诊断
infer,"vi. 推断；作出推论
vt. 推断；推论"
speculate,"vi. 推测；投机；思索
vt. 推断"
speculation,n. 投机；推测；思索；投机买卖
speculative,adj. 投机的；推测的；思索性的
denote,vt. 表示，指示
indicate,vt. 表明；指出；预示；象征
indicative,"n. 陈述语气；陈述语气的动词形式
adj. 象征的；指示的；表示…的"
signify,"vt. 表示；意味；预示
vi. 有重要性；要紧；冒充内行"
deadly,"adj. 致命的；非常的；死一般的
adv. 非常；如死一般地"
fatal,adj. 致命的；重大的；毁灭性的；命中注定的
fatality,n. 死亡；宿命；致命性；不幸；灾祸
mortal,"adj. 凡人的；致死的；终有一死的；不共戴天的
n. 人类，凡人"
vital,adj. 至关重要的；生死攸关的；有活力的
hint,"n. 暗示；线索
vt. 暗示；示意
vi. 示意"
imply,vt. 意味；暗示；隐含
decay,"n. 衰退， 衰减；腐烂，腐朽
vt. 使腐烂，使腐败；使衰退，使衰落
vi. 衰退， 衰减；腐烂，腐朽"
rot,"n. 腐烂；腐败；腐坏
vt. 使腐烂；使腐朽；使堕落
vi. 腐烂；腐败；堕落
int. （表示厌恶、蔑视、烦恼等）胡说；糟了"
corrode,"vt. 侵蚀；损害
vi. 受腐蚀；起腐蚀作用"
erode,"vt. 腐蚀，侵蚀
vi. 侵蚀；受腐蚀"
erosion,n. 侵蚀，腐蚀
medieval,adj. 中世纪的；原始的；仿中世纪的；老式的
primitive,"n. 原始人
adj. 原始的，远古的；简单的，粗糙的"
contemporary,"n. 同时代的人；同时期的东西
adj. 当代的；同时代的；属于同一时期的"
current,"n. （水，气，电）流；趋势；涌流
adj. 现在的；流通的，通用的；最近的；草写的"
outdate,vt. 使过时；使废弃；使陈旧
offend,"vt. 冒犯；使…不愉快
vi. 违反；进攻；引起不舒服"
offense,n. 犯罪，过错；进攻；触怒；引起反感的事物
offensive,"adj. 攻击的；冒犯的；无礼的；讨厌的
n. 攻势；攻击"
assault,"n. 攻击；袭击
vt. 攻击；袭击
vi. 袭击；动武"
defense,"n. 防卫，防护；防御措施；防守
vt. 谋划抵御"
deprive,vt. 使丧失，剥夺
deprivation,n. 剥夺；损失；免职；匮乏；贫困
oust,vt. 驱逐；剥夺；取代
rob,"vt. 抢劫；使…丧失；非法剥夺
vi. 抢劫；掠夺"
robbery,n. 抢劫，盗窃；抢掠
rape,"n. 强奸，掠夺； 油菜；葡萄渣
vt. 强奸；掠夺，抢夺
vi. 犯强奸罪"
snatch,"n. 抢夺；抓举；小量
vt. 夺得；抽空做；及时救助
vi. 抢走；很快接受"
tray,n. 托盘；文件盒；隔底匣；（无线电的）发射箱
feat,"n. 功绩，壮举；技艺表演
adj. 合适的；灵巧的"
blade,n. 叶片；刀片，刀锋；剑
oath,n. 誓言，誓约；诅咒，咒骂
impromptu,"n. 即兴曲；即席演出
adj. 即席的
adv. 即席地"
upside,n. 优势，上面
discreet,adj. 谨慎的；小心的
cautious,adj. 谨慎的；十分小心的
caution,"n. 小心，谨慎；警告，警示
vt. 警告"
precaution,"n. 预防，警惕；预防措施
vt. 警惕；预先警告"
despite,"prep. 尽管，不管
n. 轻视；憎恨；侮辱"
disregard,"n. 忽视；不尊重
vt. 忽视；不理；漠视；不顾"
regardless,"adj. 不管的；不顾的；不注意的
adv. 不顾后果地；不管怎样，无论如何；不惜费用地"
contemplate,"vt. 沉思；注视；思忖；预期
vi. 冥思苦想；深思熟虑"
deliberate,"adj. 故意的；深思熟虑的；从容的
vt. 仔细考虑；商议"
ponder,"vi. 考虑；沉思
vt. 仔细考虑；衡量"
reflect,"vt. 反映；反射，照出；表达；显示;反省
vi. 反射，映现；深思"
muscle,"n. 肌肉；力量
vt. 加强；使劲搬动；使劲挤出
vi. 使劲行进"
muscular,adj. 肌肉的；肌肉发达的；强健的
skeleton,"n. 骨架，骨骼；纲要；骨瘦如柴的人
adj. 骨骼的；骨瘦如柴的；概略的"
frame,"n. 框架；结构； 画面
adj. 有木架的；有构架的
vt. 设计；建造；陷害；使…适合
vi. 有成功希望"
diameter,n. 直径
radius,n. 半径，半径范围； 桡骨；辐射光线；有效航程
depress,vt. 压抑；使沮丧；使萧条
depression,n. 沮丧；洼地；不景气；忧愁；低气压区
discourage,vt. 阻止；使气馁
distress,"n. 危难，不幸；贫困；悲痛
vt. 使悲痛；使贫困"
gloom,n. 昏暗；阴暗
sore,"n. 溃疡，痛处；恨事，伤心事
adj. 疼痛的，痛心的；剧烈的，极度的；恼火的，发怒的；厉害的，迫切的"
misery,n. 痛苦，悲惨；不幸；苦恼；穷困
afflict,vt. 折磨；使痛苦；使苦恼
torture,"n. 折磨；拷问；歪曲
vt. 折磨；拷问；歪曲"
persecution,n. 迫害；烦扰
stricken,adj. 患病的；受挫折的；受…侵袭的；遭殃的
rejoice,"vi. 高兴；庆祝
vt. 使高兴"
grieve,"vi. 悲痛，哀悼
vt. 使悲伤，使苦恼"
relief,n. 救济；减轻，解除；安慰；浮雕
relieve,vt. 解除，减轻；使不单调乏味；换…的班；解围；使放心
ease,"n. 轻松，舒适；安逸，悠闲
vt. 减轻，缓和；使安心
vi. 减轻，缓和；放松；灵活地移动"
console,"n.  控制台； 操纵台
vt. 安慰；慰藉"
reassure,vt. 使…安心，使消除疑虑
engagement,"n. 婚约；约会；交战；诺言
n. 参与度（指用户点赞、转发、评论、下载文档、观看视频、咨询等交互行为）"
divorce,"n. 离婚；分离
vt. 使离婚，使分离；与…离婚
vi. 离婚"
domestic,"n. 国货；佣人
adj. 国内的；家庭的；驯养的；一心只管家务的"
alien,"n. 外国人，外侨；外星人
adj. 外国的；相异的，性质不同的；不相容的
vt. 让渡，转让"
exotic,adj. 异国的；外来的；异国情调的
overseas,"adv. 在海外，海外
adj. 海外的，国外的"
transcontinental,adj. 横贯大陆的；大陆那边的
inland,"n. 内地；内陆
adj. 内陆的；内地的；国内的
adv. 在内地；向内地；向内陆；在内陆"
monitor,"n. 监视器；监听器；监控器；显示屏；班长
vt. 监控"
oversee,vt. 监督；审查；俯瞰；偷看到，无意中看到
supervise,"vt. 监督，管理；指导
vi. 监督，管理；指导"
supervisor,n. 监督人， 管理人；检查员
superintendent,n. 监督人；负责人；主管；指挥者
watchdog,n. 看门狗；监察人；忠实的看守人
imperative,"n. 必要的事；命令；需要；规则；祈使语气
adj. 必要的，不可避免的；紧急的；命令的，专横的；势在必行的；祈使的"
dictate,"n. 命令；指示
vt. 命令；口述；使听写
vi. 口述；听写"
administer,"vt. 管理；执行；给予
vi. 给予帮助；执行遗产管理人的职责；担当管理人"
administration,n. 管理；行政；实施；行政机构
managerial,adj.  管理的；经理的
execute,vt. 实行；执行；处死
execution,n. 执行，实行；完成；死刑
dominate,"vt. 控制；支配；占优势；在…中占主要地位
vi. 占优势；处于支配地位"
dominant,"n. 显性
adj. 显性的；占优势的；支配的，统治的"
dominance,n. 优势；统治；支配
command,"n. 指挥，控制；命令；司令部
vt. 命令，指挥；控制；远望
vi. 命令，指挥；控制"
commander,n. 指挥官；司令官
manipulate,vt. 操纵；操作；巧妙地处理；篡改
regulate,vt. 调节，规定；控制；校准；有系统的管理
govern,"vt. 管理；支配；统治；控制
vi. 居支配地位；进行统治"
reign,"n. 统治；统治时期；支配
vi. 统治；支配；盛行；君临"
predominant,adj. 主要的；卓越的；支配的；有力的；有影响的
draft,"n. 汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流
vt. 起草；制定；征募
vi. 拟稿；绘样；作草图
adj. 初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的"
sketch,"n. 素描；略图；梗概
vt. 画素描或速写
vi. 画素描或速写"
profile,"n. 侧面；轮廓；外形；剖面；简况
vt. 描…的轮廓；扼要描述
vi. 给出轮廓"
skyline,"n. 地平线；空中轮廓线；架空索
vt. 天空映衬出…的轮廓"
haul,"n. 拖，拉；用力拖拉；努力得到的结果；捕获物；一网捕获的鱼量；拖运距离
vt. 拖运；拖拉
vi. 拖，拉；改变主意；改变方向"
jerk,"n. 肌肉抽搐；性情古怪的人；蠢人；急拉
vi. 痉挛；急拉；颠簸地行进
vt. 猛拉"
tug,"n. 拖船；拖曳；苦干
vt. 用力拉；较量；用拖船拖
vi. 用力拉；竞争；努力做"
tow,"n. 拖；麻的粗纤维；拖曳所用之绳
vt. 拖；牵引；曳
vi. 被拖带；拖行"
consume,"vt. 消耗，消费；使…着迷；挥霍
vi. 耗尽，毁灭；耗尽生命"
consumer,n. 消费者；用户，顾客
expense,"n. 损失，代价；消费；开支
vt. 向…收取费用
vi. 被花掉"
exhaust,"n. 排气；废气；排气装置
vt. 排出；耗尽；使精疲力尽；彻底探讨
vi. 排气"
exhaustive,adj. 详尽的；彻底的；消耗的
exhausted,"v. 耗尽；用尽；使…精疲力尽（exhaust的过去式）
adj. 疲惫的；耗尽的"
exhausting,"v. 耗尽；使…精疲力竭；排出（exhaust的ing形式）
adj. 使筋疲力尽的；使耗尽的"
expend,vt. 花费；消耗；用光；耗尽
expenditure,n. 支出，花费；经费，消费额
provision,"n. 规定；条款；准备； 供应品
vt. 供给…食物及必需品"
tenant,"n. 承租人；房客；佃户；居住者
vt. 租借（常用于被动语态）"
brotherly,"adj. 兄弟的；兄弟般的；亲切的
adv. 兄弟般地；亲切地"
cork,"n. 软木橡树皮；瓶塞；软木塞
vt. 用瓶塞塞住"
calorie,n. 卡路里（热量单位）
proficiency,n. 精通，熟练
hospitality,n. 好客；殷勤
immerse,vt. 沉浸；使陷入
submerge,"vt. 淹没；把…浸入；沉浸
vi. 淹没；潜入水中；湮没"
overwhelm,vt. 淹没；压倒；受打击；覆盖；压垮
dwarf,"n. 侏儒，矮子
adj. 矮小的
vi. 变矮小
vt. 使矮小"
giant,"n. 巨人；伟人； 巨大的动物
adj. 巨大的；巨人般的"
chapel,"n. 小礼拜堂，小教堂；礼拜
adj. 非国教的"
cathedral,n. 大教堂
submit,"vi. 提交；服从
vt. 使服从；主张；呈递"
submission,n. 投降；提交（物）；服从；（向法官提出的）意见；谦恭
propose,"vi. 建议；求婚；打算
vt. 建议；打算，计划；求婚"
proposal,n. 提议，建议；求婚
proposition,"n.  命题；提议；主题；议题
vt. 向…提议；向…求欢"
surrender,"n. 投降；放弃；交出；屈服
vt. 使投降；放弃；交出；听任
vi. 投降；屈服；自首"
obedience,n. 顺从；服从；遵守
yield,"n. 产量；收益
vt. 屈服；出产，产生；放弃
vi. 屈服，投降"
compel,vt. 强迫，迫使；强使发生
enforce,vt. 实施，执行；强迫，强制
enforcement,n. 执行，实施；强制
oblige,"vt. 迫使；强制；赐，施恩惠；责成；义务
vi. 帮忙；施恩惠"
obligation,n. 义务；职责；债务
constrain,vt. 驱使；强迫；束缚
reluctant,adj. 不情愿的；勉强的；顽抗的
reluctance,n.  磁阻；勉强；不情愿
voluntary,"n. 志愿者；自愿行动
adj. 自愿的；志愿的；自发的；故意的"
volunteer,"n. 志愿者；志愿兵
adj. 志愿的
vt. 自愿
vi. 自愿"
forerunner,n. 先驱；先驱者；预兆
predecessor,n. 前任，前辈
ignite,"vt. 点燃；使燃烧；使激动
vi. 点火；燃烧"
inspire,vt. 激发；鼓舞；启示；产生；使生灵感
motivate,vt. 刺激；使有动机；激发…的积极性
motivation,n. 动机；积极性；推动
thrill,"n. 激动；震颤；紧张
vt. 使…颤动；使…紧张；使…感到兴奋或激动
vi. 颤抖；感到兴奋；感到紧张"
thrilled,"adj. 非常兴奋的；极为激动的
v. 激动（thrill的过去式）； 震颤"
thrilling,adj. 毛骨悚然的；令人兴奋的；颤动的
stimulate,"vi. 起刺激作用；起促进作用
vt. 刺激；鼓舞，激励"
incentive,"n. 动机；刺激
adj. 激励的；刺激的"
spur,"n. 鼓舞，刺激；马刺；山坡
vt. 激励，鞭策；给…装踢马刺
vi. 骑马疾驰；给予刺激"
stimulus,n. 刺激；激励；刺激物
accelerate,"vt. 使……加快；使……增速
vi. 加速；促进；增加"
boost,"n. 推动；帮助；宣扬
vi. 宣扬；偷窃
vt. 促进；增加；支援"
facilitate,vt. 促进；帮助；使容易
avail,"vi. 有益于，有益于；使对某人有利。
vt. 有益于，有益于；使对某人有利。
n. 效用，利益"
available,adj. 可获得的；可购得的；可找到的；有空的
impulse,"n. 冲动； 脉冲；刺激；神经冲动；推动力
vt. 推动"
promote,"vi. 成为王后或其他大于卒的子
vt. 促进；提升；推销；发扬"
prompt,"n. 提示；付款期限；DOS命令：改变DOS系统提示符的风格
adj. 敏捷的，迅速的；立刻的
vt. 提示；促进；激起；（给演员）提白
adv. 准时地"
urge,"n. 强烈的欲望，迫切要求；推动力
vi. 强烈要求
vt. 力劝，催促；驱策，推进"
impetus,n. 动力；促进；冲力
register,"n. 登记；注册；记录；寄存器；登记簿
vt. 登记；注册；记录；挂号邮寄；把…挂号；正式提出
vi. 登记；注册；挂号"
registration,n. 登记；注册；挂号
enrol,"vi. 注册；参军
vt. 登记；卷起；入学；使入会"
enroll,"vi. 参加；登记；注册；记入名册
vt. 登记；使加入；把...记入名册；使入伍"
enrolment,n. 登记，注册；入学
enrollment,n. 登记；入伍
recruit,"n. 招聘；新兵；新成员
vi. 复原；征募新兵；得到补充；恢复健康
vt. 补充；聘用；征募；使…恢复健康"
recruitment,n. 补充；征募新兵
instalment,n. 分期付款；装设；就职
installment,n. 安装；分期付款；部分；就职
mortgage,"vt. 抵押
n. 抵押
房屋抵押贷款"
deposit,"n. 存款；押金；订金；保证金；沉淀物
vt. 使沉积；存放
vi. 沉淀"
layman,n. 外行；门外汉；俗人；一般信徒
veteran,"n. 老兵；老手；富有经验的人；老运动员
adj. 经验丰富的；老兵的"
trainee,n. 练习生，实习生；受训者；新兵；训练中的动物
exchange,"n. 交换；交流；交易所；兑换
vt. 交换；交易；兑换
vi. 交换；交易；兑换"
swap,"n. 交换；交换之物
vt. 与...交换；以...作交换
vi. 交换；交易"
companionship,n. 友谊；陪伴；交谊
fellowship,n. 团体；友谊；奖学金；研究员职位
envious,adj. 羡慕的；嫉妒的
jealous,adj. 妒忌的；猜疑的；唯恐失去的；戒备的
proof,"n. 证明；证据；校样；考验；验证；试验
adj. 防…的；不能透入的；证明用的；耐…的
vt. 试验；校对；使不被穿透"
witness,"n. 证人；目击者；证据
vt. 目击；证明；为…作证
vi. 作证人"
boast,"n. 自夸；值得夸耀的事物，引以为荣的事物
vi. 自吹自擂
vt. 夸口说，自吹自擂说；以有…而自豪"
boastful,adj. 自夸的；自负的；喜夸耀的
exaggerate,"vt. 使扩大；使增大
vi. 夸大；夸张"
comprehension,n. 理解；包含
intelligible,adj. 可理解的；明了的；仅能用智力了解的
explicit,adj. 明确的；清楚的；直率的；详述的
implicit,adj. 含蓄的；暗示的；盲从的
ambiguous,adj. 模糊不清的；引起歧义的
obscure,"adj. 昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的
vt. 使…模糊不清，掩盖；隐藏；使难理解
n. 某种模糊的或不清楚的东西"
vague,adj. 模糊的；含糊的；不明确的；暧昧的
colleague,n. 同事，同僚
co-worker,n. 同事；合作者
coverage,n. 覆盖，覆盖范围；新闻报道
sphere,"n. 范围；球体
adj. 球体的
vt. 包围；放入球内；使…成球形"
range,"n. 范围；幅度；排；山脉
vt. 漫游；放牧；使并列；归类于；来回走动
vi. （在...内）变动；平行，列为一行；延伸；漫游；射程达到"
scope,"n. 范围；余地；视野；眼界；导弹射程
vt. 审视"
spectrum,n. 光谱；频谱；范围；余象
span,"n. 跨度，跨距；范围
vt. 跨越；持续；以手指测量"
traverse,"n. 穿过；横贯；横木
vt. 穿过；反对；详细研究；在…来回移动
vi. 横越；旋转；来回移动
adj. 横贯的"
prototype,n. 原型；标准，模范
stereotype,"n. 陈腔滥调，老套；铅版
vt. 使用铅版；套用老套，使一成不变"
momentum,n. 势头； 动量；动力；冲力
rehearse,"vt. 排练；预演
vi. 排练；演习"
rehearsal,n. 排演；预演；练习；训练；叙述
drift,"n. 漂流，漂移；趋势；漂流物
vi. 漂流，漂移；漂泊
vt. 使…漂流；使…受风吹积"
equip,vt. 装备，配备
equipment,n. 设备，装备；器材
install,vt. 安装；任命；安顿
apparatus,n. 装置，设备；仪器；器官
appliance,n. 器具；器械；装置
device,n. 装置；策略；图案
facility,n. 设施；设备；容易；灵巧
instrument,n. 仪器；工具；乐器；手段；器械
instrumental,"n. 器乐曲；工具字，工具格
adj. 乐器的；有帮助的；仪器的，器械的"
implement,"n. 工具，器具；手段
vt. 实施，执行；实现，使生效"
fitting,"n. 装配，装置；试穿，试衣
adj. 适合的，适宜的；相称的"
fixture,n. 设备；固定装置；固定于某处不大可能移动之物
gadget,n. 小玩意；小器具；小配件；诡计
gear,"n. 齿轮；装置，工具；传动装置
adj. 好极了
vt. 开动；搭上齿轮；使……适合；使……准备好
vi. 适合；搭上齿轮；开始工作"
machinery,n. 机械；机器；机构；机械装置
outfit,"n. 机构；用具；全套装备
vi. 得到装备
vt. 配备；供应"
ingredient,"n. 原料；要素；组成部分
adj. 构成组成部分的"
component,"n. 成分；组件； 元件
adj. 组成的，构成的"
constituent,"n. 成分；选民；委托人
adj. 构成的；选举的"
module,n.  模块；组件；模数
blunt,"adj. 钝的，不锋利的；生硬的；直率的
vt. 使迟钝"
upfront,"adj. 预付的；在前面的；正直的，坦率的
adv. 在前面；提前支付（工资）"
straightforward,"adj. 简单的；坦率的；明确的；径直的
adv. 直截了当地；坦率地"
faithful,adj. 忠实的，忠诚的；如实的；准确可靠的
loyal,"adj. 忠诚的，忠心的；忠贞的
n. 效忠的臣民；忠实信徒"
loyalty,n. 忠诚；忠心；忠实；忠于…感情
indirect,adj. 间接的；迂回的；非直截了当的
harsh,adj. 严厉的；严酷的；刺耳的；粗糙的；刺目的
elaborate,"adj. 精心制作的；详尽的；煞费苦心的
vi. 详细描述；变复杂
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）"
exquisite,"n. 服饰过于讲究的男子
adj. 精致的；细腻的；优美的，高雅的；异常的；剧烈的"
subtle,adj. 微妙的；精细的；敏感的；狡猾的；稀薄的
delicacy,n. 美味；佳肴；微妙；精密；精美；敏锐，敏感；世故，圆滑
delicate,adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的
tasty,"adj. 美味的；高雅的；有趣的
n. 可口的东西；引人入胜的东西"
asset,n. 资产；优点；有用的东西；有利条件；财产；有价值的人或物
belongings,n.  财产，所有物；亲戚
finance,"n. 财政，财政学；金融
vt. 负担经费，供给…经费
vi. 筹措资金"
financial,adj. 金融的；财政的，财务的
fund,"n. 基金；资金；存款
vt. 投资；资助"
expectation,n. 期待；预期；指望
expectancy,n. 期望，期待
forthcoming,"n. 来临
adj. 即将来临的"
upcoming,adj. 即将来临的
