abandon,"n. 放任；狂热
vt. 遗弃；放弃"
coastal erosion and flooding,找不到解释
coastal flooding,找不到解释
coastal marsh,海岸沼泽
combustion,n. 燃烧，氧化；骚动
compound,"n.  化合物；混合物；复合词
adj. 复合的；混合的
v. 合成；混合；恶化，加重；和解，妥协"
contaminate,vt. 污染，弄脏
coral reef,"n. 珊瑚礁
 海底珊瑚礁；美国珊瑚礁；礁墙"
crustacean,"n. 甲壳纲动物
adj. 甲壳纲的"
deforestation,n. 采伐森林；森林开伐
dengue fever,"na. 登革热
 骨痛热症；典型登革热；登革热病"
disease-carrying mosquito,找不到解释
ecosystem,n. 生态系统
everglade,n. 湿地；沼泽草地
fertiliser,n. 化肥（等于fertilizer）
foliage,n. 植物；叶子（总称）
fossil fuel,"n. 化石燃料（如煤或石油）
 矿物燃料；石化燃料；化石能源"
geological data, 地质资料
glacier,n. 冰河，冰川
global warming,"n. 全球（气候）变暖；地球大气层变暖
 全球变暖；全球暖化；警惕全球变暖"
greenhouse effect,"n. 温室效应
 温室效用；造成温室效应；温室气体"
hurricane,n. 飓风，暴风
incidence of infectious diseases,找不到解释
industrial waste gas,工业废气
inhabitable,adj. 适于居住的；可居住的，可栖居的
leaking natural gas pipeline,找不到解释
lethal heat wave,找不到解释
malaria,n.  疟疾；瘴气
massive deforestation,找不到解释
melting icecap,找不到解释
natural habitat, 自然栖息地；自然生境；自然栖所
nitrous oxide, 一氧化二氮；笑气（等于laughing gas）
nonpolluting,adj. 不会引起污染的
outbreak,"n. （战争的）爆发；（疾病的）发作
vi. 爆发"
permafrost,n. 永久冻土，永久冻地；永久冻结带；永久冰冻
polar bear,"n. 北极熊；白熊
 冬泳者；极地熊；北极熊篇"
polar icecap,找不到解释
predation,n. 捕食；掠夺
red tide,"un. 赤潮；红潮
 赤潮之卷；赤潮术；河水变红"
salmon,"n. 鲑鱼；大马哈鱼；鲑肉色；鲑鱼肉；橙红色，粉橙色
adj. 浅澄色的"
surface temperature,"un. 表面温度；地面温度
 地表温度；表层温度；表面工作温度"
threatened aquatic species,找不到解释
trout,n. 鳟鱼，鲑鱼
canopy,"n. 天篷；华盖；遮篷；苍穹
vt. 用天蓬遮盖；遮盖"
carving,"n. 雕刻；雕刻品；雕刻术
v. 雕刻（carve的ing形式）"
cinchona,n. （产于南美洲的）金鸡纳树，金鸡纳皮
contaminant,n. 污染物；致污物
cropland,n. 农田；植作物之农地
cuckoo,"n. 布谷鸟；杜鹃鸟；傻子；咕咕声
adj. 愚笨的；疯狂的
vt. 不停地重复
vi. 学杜鹃叫"
decimation,n. 大批杀害；每十人杀一人；大量毁灭
deforest,vt. 采伐森林；清除…上的树林
deforestation,n. 采伐森林；森林开伐
durable timber,找不到解释
epiphyte,n. 附生植物；体表寄生菌
extract,"n. 汁；摘录；榨出物；选粹
vt. 提取；取出；摘录；榨取"
fern,n.  蕨； 蕨类植物
flora and fauna,"un. 动植物
 动植物群；植物和动物；某地方的动植物群"
forest canopy,"un. 森林遮盖
 林冠；森林树冠层；林冠层"
forest clearing,找不到解释
forest epiphyte,找不到解释
forest floor,"un. 森床；林地覆被物
 森林地被物；枯枝落叶层；林地地表"
forest sanctuary,找不到解释
fungus,n. 真菌，霉菌；菌类
grazing,"n. 放牧；牧草
v. 擦过；抓伤（graze的现在分词）"
gum digger,"n. 采树胶的工人
 采胶工人"
gum digging,找不到解释
gum,"n. 口香糖；树胶；橡皮
vt. 用胶粘，涂以树胶；使…有粘性"
hardwood,n. 硬木，硬木材； 阔叶树
kaka,n. 橄榄色鹦鹉（产于新西兰）
kauri gum, 贝壳杉胶
kauri,n. 杉木的一种或其木材
kiekie,n. 基基藤（产于新西兰的露兜树科攀缘植物）
kowhai,n. （新西兰）四翅槐树
linoleum,n. 油布；油毯；漆布
log,"vi. 伐木
vt. 切；伐木；航行
n. 记录；航行日志；原木"
log skidder,集材拖拉机
logging,"n. 记录；伐木工作
v. 把…锯成段木；砍伐树木（log的ing形式）"
mahogany,n. 桃花心木，红木；红褐色
manuka,n. 麦卢卡树（一种桃金娘科树，产于澳洲）
Maori,"adj. 毛利人的；毛利语的
n. 毛利人；毛利语"
over-production, 生产过剩
parasite,n. 寄生虫；食客
pasture,"n. 草地；牧场；牧草
vt. 放牧；吃草"
peasant farmer, 农民；个体农民
pioneer settler,找不到解释
plank,"n.  厚木板；支架；政纲条款
vt. 在…上铺板；撂下；立刻付款"
plant and animal species,找不到解释
plantation,"n. 栽植；殖民；大农场
adj. 适用于种植园或热带、亚热带国家的"
planting,"n. 栽培，种植；花圃
v. 播种；移植（plant的ing形式）；安置"
ploughing,"n. 耕作
v. 耕田（plough的现在分词形式）"
pulp,"n. 纸浆；果肉；黏浆状物质
vt. 使…化成纸浆；除去…的果肉
vi. 变成纸浆；成为浆状"
rainforest,n. （热带）雨林
resin,"n. 树脂；松香
vt. 涂树脂；用树脂处理"
rimu,n. 芮木泪柏（新西兰产乔木）
sawmill,n. 锯木厂；锯木机
sawn timber,"un. 锯成木材；制材；锯材
 锯木；成型木材；锯木产品"
scrubland,n. 灌木丛林地
seedling,n. 秧苗，幼苗；树苗
shade,"n. 树荫；阴影；阴凉处；遮阳物；（照片等的）明暗度；少量、些微；细微的差别
vt. 使阴暗；使渐变；为…遮阳；使阴郁；掩盖
vi. （颜色、色彩等）渐变"
shrub layer, 灌木层
shrub,n. 灌木；灌木丛
sub-tropical rainforest,找不到解释
surface soil,"un. 表土；耕作层土壤种
 地面土壤；表面土壤；表层土壤"
swamp,"vt. 使陷于沼泽；使沉没；使陷入困境
n. 沼泽；湿地
vi. 下沉；陷入沼泽；陷入困境；不知所措（过去式swamped，过去分词swamped，现在分词swamping，第三人称单数swamps，名词swampiness，形容词swampy）"
swampland,n. 沼泽地
timber,n. 木材；木料
treetop,n. 树顶；树梢
tropical,adj. 热带的；热情的；酷热的
trunk girth,树干周长
under story,下木
vine,"n. 藤；葡萄树；藤本植物；攀缘植物
vi. 长成藤蔓；爬藤"
vineyard,n. 葡萄园
avoidance of lightning strikes,找不到解释
casualty,n. 意外事故；伤亡人员；急诊室
electrical current,"un. 电流
 电学中的电流；电压"
electrical system,"un. 电气系统；电力系统
 电器系统；电路系统；电子系统"
fatality,n. 死亡；宿命；致命性；不幸；灾祸
flash,"n. 闪光，闪现；一瞬间
adj. 闪光的，火速的
vt. 使闪光；反射
vi. 闪光，闪现；反射"
forecast,"n. 预测，预报；预想
vt. 预报，预测；预示
vi. 进行预报，作预测"
hypothesis,n. 假设
insulating,"adj. 绝缘的；隔热的
v. 使绝缘（insulate的ing形式）；隔离"
lightning discharge,"un. 闪电；雷闪放电
 闪电放电；电闪放电；雷电放电"
lightning hazard,找不到解释
lightning,"adj. 闪电的；快速的
n. 闪电
vi. 闪电"
loss of consciousness,"un. 意识丧失；不省人事
 失去知觉；丧失意识；意识消失"
magnetic field,"n. 磁场
 耐电源频率磁场测试；磁力传感器；磁力场"
meteorologist,n. 气象学者
paralysis,n. 麻痹；无力；停顿
positive and negative charges,找不到解释
property damage,"un. 货物遭受的损害
 财产损失；财产损害；财产损坏"
spectroscopic,adj. 光谱学的；分光镜的
stoppage,n. 停止；故障；罢工；堵塞；扣留
supernatural,"n. 超自然现象；不可思议的事
adj. 超自然的；神奇的，不可思议的"
Thor,n. 托尔（北欧神话中司雷、战争及农业的神）
thunderbolt,n. 霹雳；雷电；突发意外事件；大发雷霆
thundercloud,n. 雷云
Zeus,n. 宙斯（希腊神话中的主神）
absorb,vt. 吸收；吸引；承受；理解；使…全神贯注
abundant,adj. 丰富的；充裕的；盛产
aquaculture,n.  水产养殖；水产业
breakthrough,n. 突破；突破性进展
desalinisation, 脱盐
dry steam,"na. 干蒸汽
 干燥蒸汽；乾蒸汽；乾蒸汽型"
evaporate,"vt. 使……蒸发；使……脱水；使……消失
vi. 蒸发，挥发；消失，失踪"
generator,n. 发电机；发生器；生产者
geothermal,adj.  地热的； 地温的
heat energy,"n. 热能
 热量；能量会转化成热能；动能之域"
ocean engineering,"un. 海洋工程
 海洋工程学；建工与海洋工程；海洋工程學"
renewable,"n. 再生性能源
adj. 可再生的；可更新的；可继续的"
rotate,"vt. 使旋转；使转动；使轮流
adj.  辐状的
vi. 旋转；循环"
seafloor,n. 海底
thermal energy,"n. 热能
 温热热能法；热能专业；热能量"
turbine,n.  涡轮； 涡轮机
vaporise,"vt. 使蒸发
vi. 说大话，自吹自擂"
vapour,n. 蒸气（等于vapor）；水蒸气
accumulation,n. 积聚，累积；堆积物
aggravate,vt. 加重；使恶化；激怒
air transport,"un. 航空运输；风力搬运；气送
 航空运输业；航空交通运输；空中运输"
anticyclone,n. 反气旋，反旋风；高气压
anticyclonic,adj. 反气旋的
asphyxiate,"vt. 使…窒息
vi. 窒息"
atmospheric condition, 大气状况，大气状态
belch,"n. 打嗝；喷出物
vt. 打嗝；喷出
vi. 打嗝；喷出"
bronchitis,n.  支气管炎
cardiovascular,adj.  心血管的
catalyst,n.  催化剂；刺激因素
chronic health problem,找不到解释
coal tar,"n. 煤沥青
 煤焦油；媒焦油；煤焦油沥青"
coke oven,"un. 炼焦炉
 焦炭厂；水平炭化室；焦炭炉方块跟焦炭炉"
concentration,n. 浓度；集中；浓缩；专心；集合
condensation,n. 冷凝；凝结；压缩；缩合聚合
death toll,"n. （事故、战争、灾难等的）死亡人数
 死亡丧钟；死亡数；死亡总数"
domestic dwelling,找不到解释
emit,vt. 发出，放射；发行；发表
epidemic,"n. 传染病；流行病；风尚等的流行
adj. 流行的；传染性的"
epidemiology,n. 流行病学；传染病学
fluoride,n. 氟化物
fog,"n. 雾；烟雾，尘雾；迷惑
vt. 使模糊；使困惑；以雾笼罩
vi. 被雾笼罩；变模糊"
foggy,adj. 有雾的；模糊的，朦胧的
foundry,n. 铸造，铸造类； 铸造厂
fuliginous,adj. 煤烟的，煤烟色的，烟垢的
hydrochloric acid,"n. 盐酸
 氢氯酸；氯化氢；浓盐酸"
hygroscopic particle,吸湿性粒子
industrial pollution, 工业污染；工业污染篇；工业传染
Industrial Revolution,"n. 工业革命
 产业革命；工业革命时期；英国工业革命"
influenza,n.  流行性感冒（简写flu）；家畜流行性感冒
lethal,"adj. 致命的，致死的
n. 致死因子"
lung and eye irritations,找不到解释
meteorologic,"a. 气象的, 气象学的"
mist,"n. 薄雾；视线模糊不清；模糊不清之物
vi. 下雾；变模糊
vt. 使模糊；使蒙上薄雾"
morbidity,n. 发病率；病态；不健全
mortality rate,"n. 死亡率
 致死率；死亡率比；死亡人口"
noisome,adj. 恶臭的；有害的
particulate matter,"un. 颗粒物质；颗粒性物质
 悬浮微粒；微粒物质；不溶性微粒"
pneumonia,n. 肺炎
poisonous,adj. 有毒的；恶毒的；讨厌的
pollutant,n. 污染物
premature death,"n. 夭折
 过早死亡；早逝；早亡"
radiation fog,"un. 辐射雾；放射雾
 幅射雾；浓雾应属辐射雾"
respiratory morbidity,找不到解释
shroud,"n. 寿衣；覆盖物；船的横桅索； 护罩
vt. 覆盖；包以尸衣"
smelter,n. 熔炉；冶金厂；熔炼工
smog,n. 烟雾
smoke-laden fog,找不到解释
soot,"n. 煤烟，烟灰
vt. 用煤烟熏黑；以煤烟弄脏"
steel mill,"na. 炼钢厂
 钢铁厂；轧钢厂；钢磨"
sulfur dioxide,"un. 二氧化硫
 二氧化硫排放；二氧化碳；酒中二氧化硫残留量"
SO2,"《英汉医学词典》SO2
血氧饱和度"
sulfuric acid mist,硫酸雾
sulphuric acid,"n. 硫酸
 浓硫酸；求购硫酸；稀硫酸"
visibility,n. 能见度，可见性；能见距离；明显性
artificial pesticide,找不到解释
biodegradable,adj. 生物所能分解的，能进行生物降解的
biodiversity,n. 生物多样性
cattle,n. 牛；牲畜（骂人的话）；家畜；无价值的人
contagious,adj. 感染性的；会蔓延的
conventional food,找不到解释
conversion,n. 转换；变换； 兑换；改变信仰
cross-contamination,交叉污染
cultivable area,"un. 可耕地
 可种植区"
fertiliser,n. 化肥（等于fertilizer）
food chain,"n. 食物链
 食品链；海洋食物链；事物链"
foot-and-mouth disease,"n. 口蹄疫
 口蹄病；动物的口蹄疫；台湾口蹄疫"
genetic modification, 转基因；基因修饰；基因改造
germ,"n.  胚芽，萌芽；细菌
vi. 萌芽"
global warming,"n. 全球（气候）变暖；地球大气层变暖
 全球变暖；全球暖化；警惕全球变暖"
grower,n. 栽培者；生长物
livestock,n. 牲畜；家畜
maize,"adj. 黄色的，玉米色的
n. 玉米；黄色，玉米色"
National Farmers' Union,找不到解释
nitrate,"n. 硝酸盐
vt. 用硝酸处理"
nutritional benefit,找不到解释
organic cultivation,找不到解释
organic farming,"un. 有机耕作
 有机农业；有机农法；有机耕种"
organic food, 有机食品；有机食物；绿色食品
organic produce,找不到解释
outbreak,"n. （战争的）爆发；（疾病的）发作
vi. 爆发"
pesticide and drug residue,找不到解释
pesticide,n. 杀虫剂
plague,"n. 瘟疫；灾祸；麻烦；讨厌的人
vt. 折磨；使苦恼；使得灾祸"
political landscape, 政治面貌；政治地形；政治地景
recycle,"n. 再生；再循环；重复利用
vt. 使再循环；使…重新利用
vi. 重复利用"
renewable raw materials,找不到解释
rural economics, 农村经济；农村经济学；乡下经济
slaughter,"n. 屠宰，屠杀；杀戮；消灭
vt. 屠宰，屠杀；杀戮；使惨败"
starch,"n. 淀粉；刻板，生硬
vt. 给…上浆"
swine fever,"n. 猪霍乱
 猪瘟；猪瘟为；猪疫"
toxin,n. 毒素；毒质
unchecked,adj. 未经核对的；未加抑制的
virus,n.  病毒；恶毒；毒害
aquatic ecosystems, 水生态系统；水的生态系统；水域生态系
bald eagle,"n. 白头雕
 白头鹰；秃鹰；秃头鹰"
biochemist,n. 生物化学家
biodiversity,n. 生物多样性
biological diversity,"un. 生物多类状态
 生物多样性；生物的多样性；一什么是生物多样性"
biological heritage,生理承袭
biological integrity,生物完整性
biologically diverse,找不到解释
catastrophe,n. 大灾难；大祸；惨败
decimation,n. 大批杀害；每十人杀一人；大量毁灭
deforestation,n. 采伐森林；森林开伐
die out,"na. 死绝
 灭绝；消失；逐渐消失"
dinosaur,n. 恐龙；过时、落伍的人或事物
doomed,"adj. 注定的；命定的
v. 注定；宣判（doom的过去分词）"
ecological integrity,找不到解释
ecosystem,n. 生态系统
endangered plants and animals,找不到解释
energy depletion,找不到解释
entomologist,n. 昆虫学者
environmental damage,"un. 环境损害；环境破坏
 环境损坏；破坏环境；环境损伤"
exploiter,n. 开拓者；剥削者
extinction of plants and animals,找不到解释
extinguish,vt. 熄灭；压制；偿清
falcon,n.  猎鹰； 隼
fishery,n. 渔业；渔场；水产业
forest ecosystem,森林生态系统
fossil,"n. 化石；僵化的事物；顽固不化的人
adj. 化石的；陈腐的，守旧的"
fungus,n. 真菌，霉菌；菌类
global warming,"n. 全球（气候）变暖；地球大气层变暖
 全球变暖；全球暖化；警惕全球变暖"
habitat,n.  栖息地，产地
heritage,n. 遗产；传统；继承物；继承权
intact habitat,找不到解释
intact,adj. 完整的；原封不动的；未受损伤的
interdependent,adj. 相互依赖的；互助的
invertebrate,"n. 无脊椎动物；无骨气的人
adj. 无脊椎的；无骨气的"
legacy,n. 遗赠，遗产
loss of biodiversity,生物多样性减少
loss of genetic and species diversity,找不到解释
malaria epidemic,找不到解释
massive deforestation,找不到解释
natural habitat, 自然栖息地；自然生境；自然栖所
renewable and sustainable resource,找不到解释
replenish,vt. 补充，再装满；把…装满；给…添加燃料
reproduce,"vt. 复制；再生；生殖；使…在脑海中重现
vi. 复制；繁殖"
resource-dependent industry,找不到解释
shelter,"n. 庇护；避难所；遮盖物
vt. 保护；使掩蔽
vi. 躲避，避难"
soil erosion,"n. 水土流失
 土壤侵蚀；土壤流失；土壤冲蚀"
sustainable,adj. 可以忍受的；足可支撑的；养得起的；可持续的
terrestrial evolution,找不到解释
the brink of ecological meltdown,找不到解释
the survival and well-being of man,找不到解释
tragic consequence,找不到解释
tropical,adj. 热带的；热情的；酷热的
unbroken,adj. 未破损的，完整的；继续的；未被阻断的
virgin forest,"un. 原始森林；原始林
 处女林；之原始林；原生林"
wasteland,n. 荒地，不毛之地；未开垦地，荒漠；（精神或文化上的）贫乏
wildlife,"n. 野生动植物
adj. 野生动植物的"
Arctic Ocean,"n. 北冰洋
 北极海；北极洋；北冰洋介绍"
biodiversity,n. 生物多样性
boreal,adj. 北的，北方的；北风的
Bulgaria,n. 保加利亚
carnivore,n.  食肉动物；食虫植物
Carpathian Mountains,"na. (中欧)喀尔巴阡山山脉
 喀尔巴阡山脉；喀尔巴迁山脉；卡帕希恩山脉"
climatic,adj. 气候的；气候上的；由气候引起的；受气候影响的
conceive,"vi. 怀孕；设想；考虑
vt. 怀孕；构思；以为；持有"
conifer,n. 针叶树； 松柏科植物
conservation of biodiversity and naturalness,找不到解释
deforestation,n. 采伐森林；森林开伐
densely populated,"na. 人口稠密的
 人口分布稠密；人口密集的；人口密集"
deterrent,"n. 威慑；妨碍物；挽留的事物
adj. 遏制的，威慑的；制止的"
ecological corridor,找不到解释
"economic, environmental and social functions",找不到解释
environmental sustainability, 环境可持续性；环境的可持续性；环境永续
extensive exploitation,找不到解释
forest administration,森林管理(学)
forest cover,"un. 森林覆；树木植被
 森林覆盖；森林植被；森林覆被"
forest dwelling species,找不到解释
forest land,"un. 林地
 森林地区；林池；森林林地"
forest management,"un. 森林管理学；森林经营学
 森林经理学；森林经营管理；林业管理"
forest protection,"un. 森林保护学
 森林保护合同；保护森林；森林保护机关"
forester,n. 林务官，护林人；森林人，森林居民
functional network, 功能网络；功能性网络；泛函网络
genetic reservoir,找不到解释
gulf stream,找不到解释
habitat,n.  栖息地，产地
harmony,n. 协调；和睦；融洽；调和
heritage,n. 遗产；传统；继承物；继承权
ice age,找不到解释
implementation,n.  实现；履行；安装启用
incentive,"n. 动机；刺激
adj. 激励的；刺激的"
increment,n.  增量；增加；增额；盈余
Industrial Revolution,"n. 工业革命
 产业革命；工业革命时期；英国工业革命"
industrialisation,n. 工业化
institutional,"adj. 制度的；制度上的
学会的；由来已久的； 习以为常的
公共机构的； 慈善机构的"
insufficient,"adj. 不足的，不充足的；不胜任的；缺乏能力的
n. 不足；缺乏"
intact,adj. 完整的；原封不动的；未受损伤的
intervention,n. 介入；调停；妨碍
irretrievably,adv. 不能挽回地；不能补救地
landmass,n. 大陆
logging,"n. 记录；伐木工作
v. 把…锯成段木；砍伐树木（log的ing形式）"
measurement,n. 测量； 度量；尺寸；量度制
Mediterranean climate,"na. 地中海气候
 地中海型气候；地中海式气候；地中海气侯"
Mediterranean Sea,"n. 地中海
 浓情地中海；地中海上；地中海沿岸"
misconception,n. 误解；错觉；错误想法
monoculture,n. 单作；单一栽培
natural forest,"un. 天然森林
 天然林；自然林；原始森林"
pristine forest,找不到解释
nature conservation,自然保持
orientation,n. 方向；定向；适应；情况介绍；向东方
original forest,"原生林,处女林"
plantation forestry,人工林林业
plantation,"n. 栽植；殖民；大农场
adj. 适用于种植园或热带、亚热带国家的"
prehistoric,adj. 史前的；陈旧的
primary forest,"n. 原始森林
 原始林；原生林；原生的森林"
public sector,"n. 公营部门；公共部门
 公共成分；公部门；公有企业"
reconciliation,n. 和解；调和；和谐；甘愿
reforestation,n. 重新造林
remnant,"n. 剩余
adj. 剩余的"
state intervention,"un. 国家干涉
 国家干预；论国家干预；国家介入"
storage,n. 存储；仓库；贮藏所
stump,"vt. 砍伐；使为难；在…作巡回政治演说
n. 树桩；残余部分；假肢
vi. 笨重地行走；发表竞选演说"
subsidization,n. 补助；提供津贴；奖金
subsidy,n. 补贴；津贴；补助金
sustainable management,可持续管理
taiga,n. 针叶树林地带
temperate,adj. 温和的；适度的；有节制的
tract,n. 束；大片土地，地带；小册子
urban demand,找不到解释
vestige,n. 遗迹；残余；退化的器官
viable,adj. 可行的；能养活的；能生育的
wood production,找不到解释
Yellowstone National Park,"n. 黄石国家公园
 黄石公园；美国黄石国家公园；美国黄石公园"
yield of wood,找不到解释
biotic agent,找不到解释
diagnostics and research reports,找不到解释
endemic pest,"固有害虫, 特有有害生物"
exotic pest,找不到解释
infested,"adj. 为患的，大批滋生的（常与with搭配）
v. 害虫、野兽大批出没于( infest的过去式和过去分词 )；遍布于"
interception,n. 拦截，截住；截断，截取；侦听，窃听
life cycle,"n. 生命周期；寿命（产品等从开发到使用完毕的一段时间）
 生活史；寿命周期；生活周期"
monitoring,"n. 监视， 监控；检验，检查
v. 监视， 监听，监督（monitor的ing形式）"
native pest,找不到解释
native indigenous pest,找不到解释
pest distribution database,找不到解释
pest free area,找不到解释
pest hazard,找不到解释
pest harm,找不到解释
pest host range,找不到解释
pest interception,找不到解释
pest occurrence,找不到解释
pest prevention,找不到解释
pest rating category,找不到解释
pest rating,找不到解释
pest risk analysis,找不到解释
PRA,找不到解释
pest risk management,找不到解释
pest diagnostics,找不到解释
pests diagnostics,找不到解释
phytosanitary measures,找不到解释
preservation and transportation of samples,找不到解释
quarantine pest,找不到解释
quarantined shipment,找不到解释
quarantine,"n. 检疫；隔离；检疫期；封锁
vt. 检疫；隔离；使隔离
vi. 实行隔离"
sampling and inspection,找不到解释
sampling method,"un. 抽样法；采样方法；抽样方法；取样方法
 取样法；采样方式；采样法"
surveillance,n. 监督；监视
activated charcoal,"na. 活性炭；活性碳
 活性木炭；活化炭；培养基和活性炭"
acute exposure,急性照射
acute respiratory disease,急性呼吸道疾病
airborne bacteria,空浮菌
airborne microorganism,找不到解释
allergy,n. 过敏症；反感；厌恶
"American Society of Heating, Refrigerating and Airconditioning Engineers",找不到解释
ASHRAE,找不到解释
asthma,n.  哮喘，气喘
bacteria,n.  细菌
biological contaminant,找不到解释
breathing problem,找不到解释
building-related illness,找不到解释
carbon dioxide concentration,找不到解释
carbon dioxide,"n. 二氧化碳
 一氧化碳；二氧货碳；碳酐"
carbon monoxide and radon gases,找不到解释
chronic exposure,"un. 慢性曝光；长时间弱辐照
 慢性照射；慢性暴露；慢性照射量"
cleaning agent,"un. 洗涤剂；清洗剂；洗净剂；澄清剂
 清洁剂；净化剂；清洗济"
combustion,n. 燃烧，氧化；骚动
commercial building, 商业大厦；商业建筑；商业建筑物
contaminate,vt. 污染，弄脏
diagnose,"vt. 诊断；断定
vi. 诊断；判断"
dizziness,n. 头晕；头昏眼花
dry or itchy skin,找不到解释
environmental irritant,找不到解释
irritation,n. 刺激；激怒，恼怒，生气；兴奋；令人恼火的事
formaldehyde,n. 蚁醛， 甲醛
fragrance,n. 香味，芬芳
gaseous contaminant,气态污染物
gaseous pollutant,气体污染物
gender difference, 性别差异
hazardous chemical, 危险药品
High Efficiency Particulate Air filter,找不到解释
HEPA filter,abbr. High Efficiency Particulate Air filter 高效微粒空气过滤器
humidifier,n. 增湿器， 加湿器
hygienic,adj. 卫生的，保健的；卫生学的
individual susceptibility,找不到解释
indoor air pollutant,找不到解释
indoor air quality,找不到解释
IAQ,找不到解释
indoor air quality problem,找不到解释
indoor condition,找不到解释
irritant,"n.  刺激物， 刺激剂
adj. 刺激的；刺激性的"
kerosene,n. 煤油，火油
medication,n. 药物；药物治疗；药物处理
microbiological contaminant,生物污染物
microorganism,n.  微生物；微小动植物
mucus membrane, 粘膜
nasal congestion, 鼻塞；鼻充血；鼻子充血
nausea,n. 恶心，晕船；极端的憎恶
nervous system,"n. 神经系统
 神经系统用药；神经细统；表示神经系统"
nitrogen dioxide,"n. 二氧化氮
 二氧化硫；一氧化氮及二氧化氮；携带式二氧化氮侦测器"
non-environmental factor,找不到解释
noxious,adj. 有害的；有毒的；败坏道德的；讨厌的
odour,n. 气味；声誉
odourless,adj. 无气味的；无臭的
olfactory nasal mucosa,找不到解释
particle,n. 颗粒； 质点；极小量；小品词
perceptual process,知觉过程
periodic cleaning or replacement of filters,找不到解释
pesticide,n. 杀虫剂
physiological change,"un. 生理变化
 心理厘革"
psychiatric disorder, 精神疾病；精神方面的疾病；精神失常
psychogenic illness,找不到解释
radon,n.  氡（元素符号Rn）
respirable particulate matter,找不到解释
sensitivity to odours,找不到解释
sensory process,感觉突
sensory system,"un. 感觉系统；探测系统
 感官系统；感官系统分析；传感器系统"
sick building syndrome,"n. 病态建筑综合征
 病态建筑综合症；病态建筑症候群；病态建筑物症候群"
SBS,找不到解释
skin irritation,"un. 皮肤刺激
 皮肤刺激性；皮肤刺激试验；皮肤发炎"
stimulation,n. 刺激；激励，鼓舞
toxic,adj. 有毒的；中毒的
toxic chemical constituent,找不到解释
toxic compound,找不到解释
ventilation,n. 通风设备；空气流通
World Health Organisation,找不到解释
acidic juices from the stomach,找不到解释
aggravate,vt. 加重；使恶化；激怒
air conditioning,"n. 空气调节系统
 空调；空调系统；冷气"
alkali,"n. 碱；可溶性无机盐
adj. 碱性的"
asthma,n.  哮喘，气喘
asthmatic,"n. 气喘患者
adj. 气喘的；似患气喘的"
bicarbonate,n. 碳酸氢盐；重碳酸盐；酸式碳酸盐
biochemical,adj. 生物化学的
bronchitis,n.  支气管炎
cancer prevention,"un. 防癌
 预防癌症；癌症预防；防治癌症"
cancer-causing compound,找不到解释
carcinogen,n. 致癌物质
carcinogencity,找不到解释
chronic,adj. 慢性的；长期的；习惯性的
chronic obstructive pulmonary disease,"un. 慢性阻塞性肺部疾患
 慢性阻塞性肺病；慢性阻塞性肺疾病；慢性阻塞性肺部疾病"
chronic respiratory disease,"un. 慢性呼吸道疾病；慢性呼吸道病；慢性呼吸系统疾病
 呼吸道枝原体病；慢性呼吸器病；鸡慢性呼吸器病"
coronary heart disease,"n. 冠心病
 冠状动脉性心脏病；冠状动脉心脏病；冠状动脉疾病"
detoxification,n. 解毒； 解毒作用
detoxify,vt. 使解毒；给…解毒
detrimental,"n. 有害的人（或物）；不受欢迎的求婚者
adj. 不利的；有害的"
diarrhea,n. 腹泻，痢疾
digestive system,"n. 消化系统
 肠胃；消化系统所包含的器官；主要系统有消化系统"
duodenal ulcer,"n. 十二指肠溃疡
 十二脂肠溃疡；十二指肠球部溃疡；十二指肠球溃疡"
duodenum,n.  十二指肠
emphysema,n.  气肿；肺气肿
exhale,"vt. 呼气；发出；发散；使蒸发
vi. 呼气；发出；发散"
exposure,n. 暴露；曝光；揭露；陈列
eye irritation,眼刺激
eye or respiratory irritants,找不到解释
filter,"n. 滤波器； 过滤器；筛选；滤光器
vt. 过滤；渗透；用过滤法除去
vi. 滤过；渗入；慢慢传开"
heart disease,"na. 心脏病
 心脏疾病；诊断欠明之心脏疾病；防患心脏疾病"
immune system,"n. 免疫系统
 自身免疫；机体免疫系统；免疫力"
immunosuppressive,adj. 免抑制疫力的；抑制免疫力的
incidence of asthma,找不到解释
incremental health insurance cost,找不到解释
indoor air pollutant,找不到解释
infection,n. 感染；传染；影响；传染病
inflammation,n.  炎症； 发炎；燃烧；发火
inhalation,n. 吸入；吸入药剂
involuntary smoking,"《英汉医学词典》involuntary smoking
非志愿吸烟"
legal obligation,"un. 法定义务
 法律义务；法律责任；法定之债"
legal status, 法律地位；法律状态；合法地位
life-threatening disease,找不到解释
liver,n. 肝脏；生活者，居民
metabolic,adj. 变化的；新陈代谢的
morbidity,n. 发病率；病态；不健全
mortality,n. 死亡数，死亡率；必死性，必死的命运
nicotine withdrawal symptom,找不到解释
passive smoking,"n. 被动吸烟；吸二手烟
 被动吸菸；吸入二手烟；吸二手菸"
peptic ulcer,"n. 消化性溃疡；（尤指）胃溃疡
 消化性溃疡的简介；十二指肠溃疡；消化道溃疡"
phlegm,n. 痰；粘液；粘液质
pneumonia,n. 肺炎
respiratory disease,"un. 呼吸道疾病；呼吸困难；呼吸系疾病
 呼吸系统疾病；呼吸疾病；呼吸器官病"
secondhand smoke, 二手烟；二手菸；间接烟雾
severity of symptom,找不到解释
sidestream smoke,n. 侧流烟（指从香烟或雪茄烟燃端飘出的烟）
