abandon,"n. 放任；狂热
vt. 遗弃；放弃"
frontier,"n. 前沿；边界；国境
adj. 边界的；开拓的"
hamburger,n. 汉堡包，火腿汉堡；牛肉饼，肉饼；碎牛肉
hammer,"n. 铁锤；链球； 锤骨；音锤
vi. 锤击；敲打；重复
vt. 锤击；锤打"
helicopter,"n.  直升飞机
vt. 由直升机运送
vi.  乘直升飞机"
layer,"n. 层，层次；膜；压条；放置者，计划者
vt. 把…分层堆放；借助压条法；生根繁殖；将（头发）剪成不同层次
vi. 形成或分成层次；通过压条法而生根"
locker,n. 柜，箱；上锁的人；有锁的橱柜；锁扣装置；有锁的存物柜
monster,"n. 怪物；巨人，巨兽；残忍的人
adj. 巨大的，庞大的"
prayer,n. 祈祷，祷告；恳求；祈祷文
remainder,"n.  余数，残余；剩余物；其余的人
adj. 剩余的；吃剩的
vt. 廉价出售；削价出售
vi. 廉价出售；削价出售"
saucer,n. 茶托，浅碟；浅碟形物；眼睛
shelter,"n. 庇护；避难所；遮盖物
vt. 保护；使掩蔽
vi. 躲避，避难"
shutter,"n. 快门；百叶窗；关闭物；遮板
vt. 为…装百叶窗；以百叶窗遮闭"
skyscraper,n. 摩天楼，超高层大楼；特别高的东西
slipper,"n. 拖鞋
vt. 用拖鞋打"
steamer,n. 轮船；蒸汽机；蒸笼
tanker,n. 油轮；运油飞机；油槽车；坦克手
timber,n. 木材；木料
flatter,vt. 奉承；谄媚；使高兴
foster,"vt. 培养；养育，抚育；抱（希望等）
adj. 收养的，养育的"
glitter,"vi. 闪光；闪烁
n. 闪光；灿烂"
hinder,"vt. 阻碍；打扰
adj. 后面的
vi. 成为阻碍"
hover,"n. 徘徊；盘旋；犹豫
vi. 盘旋，翱翔；徘徊
vt. 孵；徘徊在…近旁"
linger,"vi. 徘徊；苟延残喘；磨蹭
vt. 消磨；缓慢度过"
lumber,"vi. 伐木；喧闹地向前走；笨重地行动，缓慢地移动
vt. 砍伐木材；乱堆
n. 木材；废物，无用的杂物；隆隆声"
mutter,"vi. 咕哝；喃喃自语
vt. 咕哝；抱怨地说；低声含糊地说
n. 咕哝；喃喃低语"
ponder,"vi. 考虑；沉思
vt. 仔细考虑；衡量"
render,"n. 打底；交纳；粉刷
vt. 致使；提出；实施；着色；以…回报
vi. 给予补偿"
scatter,"n. 分散；散播，撒播
vt. 使散射；使散开，使分散；使散播，使撒播
vi. 分散，散开；散射"
shiver,"n. 颤抖，战栗；碎片
vi. 颤抖；哆嗦；打碎
vt. 颤抖；打碎"
slaughter,"n. 屠宰，屠杀；杀戮；消灭
vt. 屠宰，屠杀；杀戮；使惨败"
utter,"adj. 完全的；彻底的；无条件的
vt. 发出，表达；发射"
wander,"vi. 徘徊；漫步；迷路；离题
vt. 游荡，漫游"
dormitory,"n. 宿舍，学生宿舍
adj. 住宅区的"
dorm,n. 宿舍（等于dormitory）
lavatory,n. 厕所，盥洗室
surgery,n. 外科；外科手术；手术室；诊疗室
territory,n. 领土，领域；范围；地域；版图
accessory,"n. 配件；附件； 从犯
adj. 副的；同谋的；附属的"
directory,"n.  目录；工商名录；姓名地址录
adj. 指导的；咨询的"
incensory,n. 香炉
advisory,"n. 报告；公告
adj. 咨询的；顾问的；劝告的"
compulsory,"n. （花样滑冰、竞技体操等的）规定动作
adj. 义务的；必修的；被强制的"
contradictory,"n. 对立物；矛盾因素
adj. 矛盾的；反对的；反驳的；抗辩的"
introductory,adj. 引导的，介绍的；开端的
slippery,adj. 滑的；狡猾的；不稳定的
awful,adj. 可怕的；极坏的；使人敬畏的
bellyful,n. 满腹；满肚子；过量
careful,adj. 仔细的，小心的
dreadful,adj. 可怕的；糟透的，令人不快的
faithful,adj. 忠实的，忠诚的；如实的；准确可靠的
fearful,adj. 可怕的；担心的；严重的
fruitful,adj. 富有成效的；多产的；果实结得多的
graceful,adj. 优雅的；优美的
handful,n. 少数；一把；棘手事
harmful,adj. 有害的；能造成损害的
helpful,adj. 有帮助的；有益的
hopeful,"n. 有希望成功的人
adj. 有希望的；有前途的"
peaceful,adj. 和平的，爱好和平的；平静的
powerful,"adj. 强大的；强有力的
adv. 很；非常"
thoughtful,adj. 深思的；体贴的；关切的
amplify,"vt. 放大，扩大；增强；详述
vi. 详述"
clarify,"vt. 澄清；阐明
vi. 得到澄清；变得明晰；得到净化"
classify,vt. 分类；分等
exemplify,vt. 例证；例示
identify,vt. 确定；鉴定；识别，辨认出；使参与；把…看成一样 vi. 确定；认同；一致
justify,"vi. 证明合法；整理版面
vt. 证明…是正当的；替…辩护"
magnify,"vt. 放大；赞美；夸大
vi. 放大；有放大能力"
purify,"vt. 净化；使纯净
vi. 净化；变纯净"
qualify,"vi. 取得资格，有资格
vt. 限制；使具有资格；证明…合格"
quantify,"vt. 量化；为…定量；确定数量
vi. 量化；定量"
rectify,vt. 改正；精馏；整流
simplify,vt. 简化；使单纯；使简易
specify,vt. 指定；详细说明；列举；把…列入说明书
verify,vt. 核实；查证
authorize,vt. 批准，认可；授权给；委托代替
civilize,"vt. 使文明；教化；使开化
vi. 变得文明"
civilise,"vt. 教化；文明化；使开化
vi. 变成文明社会（等于civilize）"
criticize,"vi. 批评；评论；苛求
vt. 批评；评论；非难"
criticise,"vt. 批评；吹毛求疵；非难
vi. 批评；吹毛求疵；非难"
dramatize,"vt. 使戏剧化；编写剧本；改编成戏剧
vi. 戏剧化"
professionalize,"vt. 使…专业化；使…专业化
vi. 专业化；职业化"
realize,vt. 实现；认识到；了解；将某物卖得，把(证券等)变成现钱；变卖
realise,"vt. 实现, 认识到, 体会到, 了解, 认清, 使显得逼真, 变卖财产为现钱"
recognize,"vt. 认出，识别；承认
vi. 确认，承认；具结"
recognise,vt. 认出；承认，认可；识别
electrician,n. 电工；电气技师
historian,n. 历史学家
librarian,n. 图书馆员；图书管理员
musician,n. 音乐家
pedestrian,"n. 行人；步行者
adj. 徒步的；缺乏想像力的"
physician,n.  医师；内科医师
technician,n. 技师，技术员；技巧纯熟的人
vegetarian,"n. 素食者；食草动物
adj. 素食的"
humid,adj. 潮湿的；湿润的；多湿气的
invalid,"n. 病人；残疾者
adj. 无效的；有病的；残疾的
vt. 使伤残；使退役
vi. 变得病弱；因病而奉命退役"
splendid,adj. 辉煌的；灿烂的；极好的；杰出的
stupid,"n. 傻瓜，笨蛋
adj. 愚蠢的；麻木的；乏味的"
timid,adj. 胆小的；羞怯的
missile,"n. 导弹；投射物
adj. 导弹的；可投掷的；用以发射导弹的"
reptile,"n. 爬行动物；卑鄙的人
adj. 爬虫类的；卑鄙的"
textile,"n. 纺织品，织物
adj. 纺织的"
fertile,adj. 富饶的，肥沃的；能生育的
fragile,adj. 脆的；易碎的
hostile,"n. 敌对
adj. 敌对的，敌方的；怀敌意的"
juvenile,"adj. 青少年的；幼稚的
n. 青少年；少年读物"
famine,n. 饥荒；饥饿，奇缺
medicine,"n. 药；医学；内科；巫术
vt. 用药物治疗；给…用药"
routine,"n.  程序；日常工作；例行公事
adj. 日常的；例行的"
turbine,n.  涡轮； 涡轮机
heroine,n. 女主角；女英雄；女杰出人物
divine,"n. 牧师；神学家
adj. 神圣的；非凡的；天赐的；极好的
vt. 占卜；预言；用占卜勘探
vi. 占卜；预言；使用占卜勘探矿"
feminine,adj. 女性的；妇女（似）的；阴性的；娇柔的
marine,"adj. 船舶的；海生的；海产的；航海的，海运的
n. 海运业；舰队；水兵；（海军）士兵或军官"
masculine,"adj. 男性的；阳性的；男子气概的
n. 男性；阳性，阳性词"
cocaine,n.  可卡因
heroin,n.  海洛因，吗啡
bowling,"n. 滚木球戏；保龄球戏
v. 打保龄球（bowl的现在分词）"
building,"n. 建筑；建筑物
v. 建筑；建立；增加（build的ing形式）"
clothing,"n. （总称） 服装；帆装
v. 覆盖（clothe的ing形式）；给…穿衣"
dwelling,"n. 住处；寓所
v. 居住（dwell的现在分词）"
feeling,"n. 感觉，触觉；感情，情绪；同情
v. 感觉；认为（feel的现在分词）；触摸
adj. 有感觉的；有同情心的；富于感情的"
finding,"n. 发现；裁决；发现物
v. 找到；感到（find的ing形式）；遇到"
handwriting,"n. 笔迹；书法；书写；手稿
v. 亲手写（handwrite的ing形式）"
heading,"n. 标题；（足球）头球；信头
v. 用头顶（head的ing形式）"
hearing,"n. 听力；审讯，听讯
v. 听见（hear的ing形式）"
leading,"adj. 领导的；主要的
n. 领导；铅板；行距
v. 领导（lead的ing形式）"
lightning,"adj. 闪电的；快速的
n. 闪电
vi. 闪电"
lobbying,"n. 游说
v. 进行游说（lobby的ing形式）；对议员进行游说以影响其投票"
opening,"n. 开始；机会；通路；空缺的职位
adj. 开始的
v. 开放（open的ing形式）；打开；公开"
outing,"n. 远足；短途旅游；体育比赛
adj. 远足适用的
v. 出来；暴露（out的ing形式）"
prompting,"n. 激励；提示；刺激
v. 促进；激起；鼓舞（prompt的ing形式）"
rearing,"n. 饲养；养育；抚养
v. 抚养；建立（rear的ing形式）；竖起"
restructuring,"n. 调整；改组；重建
v. 重组（restructure的现在分词形式）"
saving,"n. 节约；挽救；存款
prep. 考虑到；除...之外
adj. 节约的；挽救的；补偿的；保留的"
shareholding,n. 股权
shortcoming,n. 缺点；短处
sightseeing,"n. 观光；游览
v. 观光（sightsee的ing形式）；游览
adj. 观光的；游览的"
engineering,"n. 工程，工程学
v. 设计；管理（engineer的ing形式）；建造"
corresponding,"adj. 相当的，相应的；一致的；通信的
v. 类似（correspond的ing形式）；相配"
cunning,"n. 狡猾
adj. 狡猾的；巧妙的；可爱的"
fitting,"n. 装配，装置；试穿，试衣
adj. 适合的，适宜的；相称的"
following,"n. 下列事物；一批追随者
v. 跟随；沿行（follow的ing形式）
adj. 下面的；其次的，接着的"
overwhelming,"adj. 压倒性的；势不可挡的
v. 压倒；淹没（overwhelm的ing形式）；制服"
owing,"adj. 未付的；欠着的
v. 欠；把…归功于（owe的ing形式）"
striking,"v. 打（strike的ing形式）
adj. 显著的，突出的，惊人的；打击的；罢工的"
varying,"adj. 不同的；变化的
v. 变化，改变（vary的现在分词）"
analysis,n. 分析；分解；验定
basis,n. 基础；底部；主要成分；基本原则或原理
crisis,"n. 危机；危险期；决定性时刻
adj. 危机的；用于处理危机的"
hypothesis,n. 假设
thesis,n. 论文；论点
foolish,adj. 愚蠢的；傻的
selfish,adj. 自私的；利己主义的
abolish,vt. 废除，废止；取消，革除
anguish,"n. 痛苦；苦恼
vt. 使极度痛苦
vi. 感到极度的痛苦"
astonish,vt. 使惊讶
blush,"n. 脸红；红色；羞愧
vt. 红著脸表示；使成红色
vi. 脸红；感到惭愧"
cherish,"vt. 珍爱
vt. 怀有（感情等）；抱有（希望等）"
diminish,"vt. 使减少；使变小
vi. 减少，缩小；变小"
finish,"n. 结束；完美；回味（葡萄酒）
vt. 完成；结束；用完
vi. 结束，终止；终结"
flourish,"n. 兴旺；茂盛；挥舞；炫耀；华饰
vi. 繁荣，兴旺；茂盛；活跃；处于旺盛时期
vt. 夸耀；挥舞"
furnish,vt. 提供；供应；装备
punish,"vt. 惩罚；严厉对待；贪婪地吃喝
vi. 惩罚"
vanish,"n. 弱化音
vi. 消失；突然不见；成为零
vt. 使不见，使消失"
altitude,n. 高地；高度； 顶垂线；（等级和地位等的）高级；海拔
attitude,n. 态度；看法；意见；姿势
latitude,n. 纬度；界限；活动范围
magnitude,n. 大小；量级； 震级；重要；光度
multitude,n. 群众；多数
giggle,"n. 吃吃的笑
vt. 咯咯地笑着说
vi. 傻笑；咯咯地笑"
huddle,"n. 拥挤；混乱；杂乱一团
vt. 把...挤在一起；使缩成一团；草率了事
vi. 蜷缩；挤作一团"
scramble,"n. 抢夺，争夺；混乱，混乱的一团；爬行，攀登
vi. 爬行，攀登；不规则地生长；仓促行动
vt. 攀登；使混杂，仓促凑成；扰乱"
shuttle,"n. 航天飞机；穿梭；梭子；穿梭班机、公共汽车等
vt. 使穿梭般来回移动；短程穿梭般运送
vi. 穿梭往返"
twinkle,"n. 闪烁
vt. 使闪耀；闪耀
vi. 闪烁；发亮"
bundle,"n. 束；捆
vt. 捆
vi. 匆忙离开"
cripple,"n. 跛子；残废
vt. 削弱；使跛；使残废
adj. 跛的；残废的"
dazzle,"n. 耀眼的光；灿烂
vt. 使……目眩；使……眼花
vi. 眼花缭乱；炫耀"
handle,"n.  把手；柄；手感；口实
vt. 处理；操作；运用；买卖；触摸
vi. 搬运；易于操纵"
mingle,"vi. 混合；交往
vt. 使混合；使相混"
smuggle,"vt. 走私；偷运
vi. 走私，私运；偷带"
sparkle,"n. 闪耀；火花；活力
vt. 使闪耀；使发光
vi. 闪耀；发泡；活跃"
sprinkle,"n. 撒，洒；少量
vt. 洒；微雨；散置
vi. 洒，撒；下稀疏小雨；喷撒"
startle,"n. 惊愕；惊恐
vt. 使吓一跳；使惊奇
vi. 惊吓；惊跳；惊奇"
tackle,"n. 滑车；装备；用具；扭倒
vi. 扭倒；拦截抢球
vt. 处理；抓住；固定；与…交涉"
tangle,"n. 纠纷；混乱状态
vt. 使纠缠；处于混乱状态
vi. 缠结；乱作一团"
tumble,"n. 跌倒；翻筋斗；跌跤
vt. 使摔倒；使滚翻；弄乱
vi. 摔倒；倒塌；滚动；打滚；仓惶地行动
"
whistle,"n. 口哨；汽笛；呼啸声
vt. 吹口哨；鸣汽笛"
brittle,adj. 易碎的，脆弱的；易生气的
feeble,adj. 微弱的，无力的；虚弱的；薄弱的
reckless,adj. 鲁莽的，不顾后果的；粗心大意的
regardless,"adj. 不管的；不顾的；不注意的
adv. 不顾后果地；不管怎样，无论如何；不惜费用地"
restless,adj. 焦躁不安的；不安宁的；得不到满足的
ruthless,adj. 无情的，残忍的
deadly,"adj. 致命的；非常的；死一般的
adv. 非常；如死一般地"
elderly,adj. 上了年纪的；过了中年的；稍老的
jolly,"adj. 愉快的；欢乐的；宜人的
adv. 很；非常
vt. （口）用好话劝某人做…；（口）用好话使高兴
vi. （口）开玩笑"
monthly,"adj. 每月的，每月一次的；有效期为一个月的
n. 月刊
adv. 每月，每月一次"
quarterly,"n. 季刊
adj. 季度的，按季度的；一年四次的
adv. 按季度， 一季一次地；纵横四分地"
timely,"adj. 及时的；适时的
adv. 及时地；早"
barely,adv. 仅仅，勉强；几乎不；公开地；贫乏地
consequently,adv. 因此；结果；所以
directly,"conj. 一…就
adv. 直接地；立即；马上；正好地；坦率地"
exceedingly,adv. 非常；极其；极度地；极端
gently,adv. 轻轻地；温柔地，温和地
highly,adv. 高度地；非常；非常赞许地
literally,adv. 照字面地；逐字地；不夸张地；正确地；简直
merely,adv. 仅仅，只不过；只是
namely,adv. 也就是；即是；换句话说
practically,adv. 实际地；几乎；事实上
presently,adv. （美）目前；不久
rarely,adv. 很少地；难得；罕有地
readily,adv. 容易地；乐意地；无困难地
scarcely,adv. 几乎不，简直不；简直没有
seemingly,adv. 看来似乎；表面上看来
agreement,n. 协议；同意，一致
argument,n. 论证；论据；争吵；内容提要
augment,"n. 增加；增大
vt. 增加；增大
vi. 增加；增大"
engagement,"n. 婚约；约会；交战；诺言
n. 参与度（指用户点赞、转发、评论、下载文档、观看视频、咨询等交互行为）"
entitlement,n. 权利；津贴
establishment,n. 确立，制定；公司；设施
harassment,n. 骚扰；烦恼
investment,n. 投资；投入；封锁
management,n. 管理；管理人员；管理部门；操纵；经营手段
movement,n. 运动；活动；运转；乐章
ornament,"n. 装饰； 装饰物；教堂用品
vt. 装饰，修饰"
payment,n. 付款，支付；报酬，报答；偿还；惩罚，报应
refreshment,n. 点心；起提神作用的东西；精力恢复
replacement,n. 更换；复位；代替者；补充兵员
shipment,n. 装货；装载的货物
statement,n. 声明；陈述，叙述；报表，清单
temperament,n. 气质，性情，性格；急躁
basement,n. 地下室；地窖
document,"n. 文件，公文； 文档；证件
vt. 用文件证明"
equipment,n. 设备，装备；器材
fragment,"n. 碎片；片断或不完整部分
vt. 使成碎片
vi. 破碎或裂开"
garment,"n. 衣服，服装；外表，外观
vt. 给…穿衣服"
government,n. 政府；政体；管辖
monument,"n. 纪念碑；历史遗迹；不朽的作品
vt. 为…树碑"
parliament,n. 议会，国会
pavement,"n. 人行道
路面"
ambassador,n. 大使；代表；使节
author,"n. 作者；作家；创始人
vt. 创作出版"
bachelor,n. 学士；单身汉；（尚未交配的）小雄兽
editor,n. 编者，编辑；社论撰写人；编辑装置
governor,n. 主管人员；统治者，管理者； 调节器；地方长官
junior,"adj. 年少的；后进的；下级的
n. 年少者，晚辈；地位较低者；大学三年级学生"
mayor,n. 市长
senator,n. 参议员；（古罗马的）元老院议员；评议员，理事
senior,"n. 上司；较年长者；毕业班学生
adj. 高级的；年长的；地位较高的；年资较深的，资格较老的"
censor,"n. 检查员； 潜意识压抑力；信件检查员
vt. 审查，检查；检查和删节"
sponsor,"n. 赞助者；主办者；保证人
vt. 赞助；发起"
superior,"n. 上级，长官；优胜者，高手；长者
adj. 上级的；优秀的，出众的；高傲的"
traitor,n. 叛徒；卖国贼；背信弃义的人
tutor,"n. 导师；家庭教师；助教
vt. 辅导；约束
vi. 当家庭教师；（美）在家庭教师指导下学习"
warrior,n. 战士，勇士；鼓吹战争的人
anchor,"n. 锚；抛锚停泊；靠山；新闻节目主播
adj. 末棒的；最后一棒的
vt. 抛锚；使固定；主持节目
vi. 抛锚"
corridor,走廊
detector,n. 探测器；检测器；发现者；侦察器
error,n. 误差；错误；过失
horror,n. 惊骇；惨状；极端厌恶；令人恐怖的事物
razor,"n. 剃刀
vt. 剃，用剃刀刮"
semiconductor,n.  半导体
terror,n. 恐怖；恐怖行动；恐怖时期；可怕的人
exterior,"n. 外部；表面；外型；外貌
adj. 外部的；表面的；外在的"
inferior,"n. 下级；次品
adj. 差的；自卑的；下级的，下等的"
interior,"n. 内部；本质
adj. 内部的；国内的；本质的"
ambitious,adj. 野心勃勃的；有雄心的；热望的；炫耀的
anxious,adj. 焦虑的；担忧的；渴望的；急切的
cautious,adj. 谨慎的；十分小心的
courageous,adj. 有胆量的，勇敢的
disastrous,adj. 灾难性的；损失惨重的；悲伤的
erroneous,adj. 错误的；不正确的
furious,adj. 激烈的；狂怒的；热烈兴奋的；喧闹的
glorious,adj. 光荣的；辉煌的；极好的
gorgeous,adj. 华丽的，灿烂的；极好的
instantaneous,adj. 瞬间的；即时的；猝发的
monotonous,adj. 单调的，无抑扬顿挫的；无变化的
mysterious,adj. 神秘的；不可思议的；难解的
nervous,adj. 神经的；紧张不安的；强健有力的
numerous,adj. 许多的，很多的
poisonous,adj. 有毒的；恶毒的；讨厌的
ridiculous,adj. 可笑的；荒谬的
rigorous,adj. 严格的，严厉的；严密的；严酷的
simultaneous,"n. 同时译员
adj. 同时的；联立的；同时发生的"
spacious,adj. 宽敞的，广阔的；无边无际的
spontaneous,adj. 自发的；自然的；无意识的
strenuous,adj. 紧张的；费力的；奋发的；艰苦的；热烈的
tedious,adj. 沉闷的；冗长乏味的
tremendous,adj. 极大的，巨大的；惊人的；极好的
vicious,adj. 恶毒的；恶意的；堕落的；有错误的；品性不端的；剧烈的
cemetery,n. 墓地；公墓
dairy,"n. 奶制品；乳牛；制酪场；乳品店；牛奶及乳品业
adj. 乳品的；牛奶的；牛奶制的；产乳的"
laundry,n. 洗衣店，洗衣房；要洗的衣服；洗熨；洗好的衣服
scenery,n. 风景；景色；舞台布景
ferry,"n. 渡船；摆渡；渡口
vt. （乘渡船）渡过；用渡船运送；空运
vi. 摆渡；来往行驶"
lorry,n. （英）卡车； 货车；运料车
lottery,n. 彩票；碰运气的事，难算计的事；抽彩给奖法
machinery,n. 机械；机器；机构；机械装置
poetry,n. 诗；诗意，诗情；诗歌艺术
poultry,"n. 家禽
家禽肉"
chemistry,n. 化学；化学过程
theory,n. 理论；原理；学说；推测
mystery,n. 秘密，谜；神秘，神秘的事物；推理小说，推理剧；常作 mysteries 秘技，秘诀
fellowship,n. 团体；友谊；奖学金；研究员职位
hardship,n. 困苦；苦难；艰难险阻
leadership,n. 领导能力；领导阶层
membership,n. 资格；成员资格；会员身份
ownership,n. 所有权；物主身份
relationship,n. 关系；关联
scholarship,n. 奖学金；学识，学问
worship,"n. 崇拜；礼拜；尊敬
vt. 崇拜；尊敬；爱慕
vi. 拜神；做礼拜"
birth,n. 出生；血统，出身；起源
depth,n.  深度；深奥
growth,n. 增长；发展；生长；种植
length,n. 长度，长；时间的长短；（语）音长
strength,n. 力量；力气；兵力；长处
warmth,n. 温暖；热情；激动
width,n. 宽度；广度
academic,"n. 大学生，大学教师；学者
adj. 学术的；理论的；学院的"
aesthetic,adj. 美的；美学的；审美的，具有审美趣味的
analytic,adj. 分析的；解析的；善于分析的
analytical,adj. 分析的；解析的；善于分析的
arithmetic,n. 算术，算法
authentic,adj. 真正的，真实的；可信的
automatic,"n. 自动机械；自动手枪
adj. 自动的；无意识的；必然的"
basic,"n. 基础；要素
adj. 基本的；基础的"
Catholic,找不到解释
characteristic,"n. 特征；特性；特色
adj. 典型的；特有的；表示特性的"
chronic,adj. 慢性的；长期的；习惯性的
classic,"n. 名著；经典著作；大艺术家
adj. 经典的；古典的，传统的；最优秀的"
comic,"n. 连环漫画；喜剧演员；滑稽人物
adj. 喜剧的；滑稽的；有趣的"
cosmic,adj. 宇宙的（等于cosmical）
democratic,adj. 民主的；民主政治的；大众的
diplomatic,adj. 外交的；外交上的；老练的
dramatic,adj. 戏剧的；急剧的；引人注目的；激动人心的
drastic,"n. 烈性泻药
adj. 激烈的；猛烈的"
eccentric,"n. 古怪的人
adj. 古怪的，反常的"
elastic,"n. 松紧带；橡皮圈
adj. 有弹性的；灵活的；易伸缩的"
electronic,"adj. 电子的
n. 电子电路；电子器件"
energetic,adj. 精力充沛的；积极的；有力的
enthusiastic,adj. 热情的；热心的；狂热的
epidemic,"n. 传染病；流行病；风尚等的流行
adj. 流行的；传染性的"
ethnic,adj. 种族的；人种的
exotic,adj. 异国的；外来的；异国情调的
genetic,adj. 遗传的；基因的；起源的
gigantic,adj. 巨大的，庞大的
heroic,"n. 史诗；英勇行为
adj. 英雄的；英勇的；记叙英雄及其事迹的；夸张的"
historic,adj. 有历史意义的；历史上著名的
identic,adj. 同一的; 恒等的; 完全相同的; 措词相同的
intrinsic,adj. 本质的，固有的
linguistic,adj. 语言的；语言学的
magic,"n. 巫术；魔法；戏法
adj. 不可思议的；有魔力的；魔术的"
magnetic,adj. 地磁的；有磁性的；有吸引力的
materialistic,adj. 唯物主义的；唯物论的；金钱至上的
optimistic,adj. 乐观的；乐观主义的
organic,adj.  有机的；组织的；器官的；根本的
panic,"n. 恐慌，惊慌；大恐慌
adj. 恐慌的；没有理由的
vt. 使恐慌
vi. 十分惊慌"
patriotic,adj. 爱国的
pessimistic,adj. 悲观的，厌世的；悲观主义的
plastic,"n. 塑料制品；整形；可塑体
adj. 塑料的；（外科）造型的；可塑的"
realistic,adj. 现实的；现实主义的；逼真的；实在论的
romantic,"n. 浪漫的人
adj. 浪漫的；多情的；空想的
vt. 使…浪漫化"
sarcastic,adj. 挖苦的；尖刻的，辛辣的
scientific,adj. 科学的，系统的
specific,"n. 特性；细节；特效药
adj. 特殊的，特定的；明确的；详细的； 具有特效的"
statistical,adj. 统计的；统计学的
sympathetic,"n. 交感神经；容易感受的人
adj. 同情的；交感神经的；共鸣的；赞同的；和谐的；合意的"
systematic,adj. 系统的；体系的；有系统的； 分类的；一贯的，惯常的
terrific,adj. 极好的；极其的，非常的；可怕的
toxic,adj. 有毒的；中毒的
tragic,adj. 悲剧的；悲痛的，不幸的
addition,n. 添加； 加法；增加物
ambition,"n. 野心，雄心；抱负，志向
vt. 追求；有…野心"
auction,"n. 拍卖
vt. 拍卖；竞卖"
automation,n. 自动化；自动操作
aviation,n. 航空；飞行术；飞机制造业
caution,"n. 小心，谨慎；警告，警示
vt. 警告"
civilization,n. 文明；文化
civilisation,n. （英）文明（等于civilization）
classification,n. 分类；类别，等级
collision,n. 碰撞；冲突；（意见，看法）的抵触；（政党等的）倾轧
combination,n. 结合；组合；联合； 化合
communication,n. 通讯， 通信；交流；信函
confusion,n. 混淆，混乱；困惑
conjunction,n. 结合； 连接词；同时发生
consideration,n. 考虑；原因；关心；报酬
consumption,n. 消费；消耗；肺痨
conversion,n. 转换；变换； 兑换；改变信仰
conviction,n. 定罪；确信；证明有罪；确信，坚定的信仰
corporation,n. 公司；法人（团体）；社团；大腹便便；市政当局
declaration,n. （纳税品等的）申报；宣布；公告；申诉书
destination,n. 目的地，终点
division,n.  除法；部门；分配；分割；师（军队）；赛区
edition,"n. 版本
版次
集"
erosion,n. 侵蚀，腐蚀
expansion,n. 膨胀；阐述；扩张物
expedition,n. 远征；探险队；迅速
explanation,n. 说明，解释；辩解
fashion,"n. 时尚；时装；样式；时髦人物
vt. 使用；改变；做成…的形状"
federation,n. 联合；联邦；联盟；联邦政府
fraction,n. 分数；部分；小部分；稍微
function,"n. 功能； 函数；职责；盛大的集会
vi. 运行；活动；行使职责"
identification,n. 鉴定，识别；认同；身份证明
illustration,n. 说明；插图；例证；图解
imagination,n.  想象力；空想；幻想物
imitation,"n. 模仿，仿造；仿制品
adj. 人造的，仿制的"
indignation,n. 愤慨；愤怒；义愤
inflation,n. 膨胀；通货膨胀；夸张；自命不凡
intuition,n. 直觉；直觉力；直觉的知识
invitation,n. 邀请；引诱；请帖；邀请函
limitation,n. 限制；限度；极限；追诉时效；有效期限；缺陷
meditation,n. 冥想；沉思，深思
manifestation,n. 表现；显示；示威运动
navigation,n. 航行；航海
persuasion,n. 说服；说服力；信念；派别
plantation,"n. 栽植；殖民；大农场
adj. 适用于种植园或热带、亚热带国家的"
preparation,n. 预备；准备
qualification,n. 资格；条件；限制；赋予资格
recognition,n. 识别；承认，认出；重视；赞誉；公认
regulation,"n. 管理；规则；校准
adj. 规定的；平常的"
revelation,n. 启示；揭露；出乎意料的事；被揭露的真相
salvation,n. 拯救；救助
sanction,"n. 制裁，处罚；认可；支持
vt. 制裁，处罚；批准；鼓励"
selection,n. 选择，挑选；选集；精选品
vegetation,n. 植被；植物，草木；呆板单调的生活
friction,n. 摩擦， 摩擦力
cushion,"n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄
vt. 给…安上垫子；把…安置在垫子上；缓和…的冲击"
junction,n. 连接，接合；交叉点；接合点
tuition,n. 学费；讲授
aggressive,adj. 侵略性的；好斗的；有进取心的；有闯劲的
alternative,"n. 二中择一；供替代的选择
adj. 供选择的；选择性的；交替的"
cognitive,adj. 认知的，认识的
imaginative,adj. 富于想象的；有创造力的
imperative,"n. 必要的事；命令；需要；规则；祈使语气
adj. 必要的，不可避免的；紧急的；命令的，专横的；势在必行的；祈使的"
indicative,"n. 陈述语气；陈述语气的动词形式
adj. 象征的；指示的；表示…的"
initiative,"n. 主动权；首创精神
adj. 主动的；自发的；起始的"
irrespective,adj. 无关的；不考虑的；不顾的
massive,adj. 大量的；巨大的，厚重的；魁伟的
naive,"adj. 天真的,幼稚的"
narrative,"n. 叙述；故事；讲述
adj. 叙事的，叙述的；叙事体的"
negative,"adj.  负的；消极的；否定的；阴性的
n. 否定；负数； 底片
vt. 否定；拒绝"
performative,"n. 述行成分，述行语
adj. 表述行为的"
progressive,"n. 改革论者；进步分子
adj. 进步的；先进的"
qualitative,adj. 定性的；质的，性质上的
quantitative,adj. 定量的；量的，数量的
representative,"n. 代表；典型；众议员
adj. 典型的，有代表性的；代议制的"
respective,adj. 分别的，各自的
detective,"n. 侦探
adj. 侦探的"
explosive,"n. 炸药；爆炸物
adj. 爆炸的；爆炸性的；爆发性的"
architecture,n. 建筑学；建筑风格；建筑式样；架构
brochure,n. 手册，小册子
departure,n. 离开；出发；违背
expenditure,n. 支出，花费；经费，消费额
failure,n. 失败；故障；失败者；破产
fixture,n. 设备；固定装置；固定于某处不大可能移动之物
