abandon,"n. 放任；狂热
vt. 遗弃；放弃"
mint,"n. 薄荷； 造币厂，巨款
vt. 铸造，铸币
adj. 完美的"
minute,"n. 分，分钟；片刻，一会儿；备忘录，笔记；会议记录
vt. 将…记录下来
adj. 微小的，详细的 "
miracle,n. 奇迹，奇迹般的人或物；惊人的事例
miserable,adj. 悲惨的；痛苦的；卑鄙的
mission,"n. 使命，任务；代表团；布道
vt. 派遣；向……传教"
mobile,"adj. 可移动的；机动的；易变的；非固定的
n. 运动物体"
mock,"n. 英国模拟考试（mocks）
vt. 愚弄，嘲弄
adj. 仿制的，模拟的，虚假的，不诚实的
vt. 不尊重，蔑视"
mode,n. 模式；方式；风格；时尚
modeling,"n.  建模，造型；立体感
adj. 制造模型的"
modem,n. 调制解调器（等于modulator-demodulator）
moderate,"adj. 稳健的，温和的；适度的，中等的；有节制的
vi. 变缓和，变弱
vt. 节制；减轻"
modest,adj. 谦虚的，谦逊的；适度的；端庄的；羞怯的
modify,"vt. 修改，修饰；更改
vi. 修改"
modulate,"vt. 调节；（信号）调制；调整
vi. 调制；转调"
moist,"adj. 潮湿的；多雨的；含泪的
n. 潮湿"
moisture,n. 水分；湿度；潮湿；降雨量
mold,"vt. 塑造；使发霉；用模子制作
vi. 发霉
n. 霉菌；模子"
molecule,n.  分子；微小颗粒，微粒
molten,"adj. 熔化的；铸造的；炽热的
v. 换毛；脱毛（molt的过去分词）"
monarch,n. 君主，帝王；最高统治者
monitor,"n. 监视器；监听器；监控器；显示屏；班长
vt. 监控"
monopolize,vt. 垄断；独占；拥有…的专卖权
monotonous,adj. 单调的，无抑扬顿挫的；无变化的
monster,"n. 怪物；巨人，巨兽；残忍的人
adj. 巨大的，庞大的"
monumental,adj. 不朽的；纪念碑的；非常的
moral,"adj. 道德的；精神上的；品性端正的
n. 道德；寓意"
morale,n. 士气，斗志
mosaic,"adj. 摩西的；拼成的；嵌花式的
n. 马赛克；镶嵌；镶嵌细工"
mosquito,n. 蚊子
moth,n. 蛾；蛀虫
motif,n. 主题；动机；主旨；图形；意念
motion,"n. 动作；移动；手势；请求；意向；议案
vi. 运动；打手势
vt. 运动；向…打手势"
motivate,vt. 刺激；使有动机；激发…的积极性
motive,"n. 动机，目的；主题
adj. 发动的；成为动机的
vt. 使产生动机，激起"
motor,"n. 发动机，马达；汽车
adj. 汽车的；机动的
vi. 乘汽车
vt. 以汽车载运"
mottled,"adj. 斑驳的，杂色的
v. 使成杂色（mottle的过去分词）"
mount,"vt. 增加；爬上；使骑上马；安装，架置；镶嵌，嵌入；准备上演；成立（军队等）
vi. 爬；增加；上升
n. 山峰；底座；乘骑用马；攀，登；运载工具；底座
v. 登上；骑上"
mountainous,adj. 多山的；巨大的；山一般的
multiple,"adj. 多重的；多样的；许多的
n. 倍数； 并联"
multiply,"vt. 乘；使增加；使繁殖；使相乘
vi. 乘；繁殖；增加
adv. 多样地；复合地
adj. 多层的；多样的"
multitude,n. 群众；多数
mundane,adj. 世俗的，平凡的；世界的，宇宙的
municipal,adj. 市政的，市的；地方自治的
mural,"adj. 墙壁的
n. 壁画；（美）壁饰"
muscle,"n. 肌肉；力量
vt. 加强；使劲搬动；使劲挤出
vi. 使劲行进"
mushroom,"n. 蘑菇，伞菌；蘑菇形物体；暴发户
adj. 蘑菇的；蘑菇形的；迅速生长的
vi. 迅速增加；采蘑菇；迅速生长"
musical,"adj. 音乐的；悦耳的
n. 音乐片"
musician,n. 音乐家
musicologist,n. 音乐学者，音乐理论家
mutual,adj. 共同的；相互的，彼此的
myriad,"adj. 无数的；种种的
n. 无数，极大数量；无数的人或物"
myth,n. 神话；虚构的人，虚构的事
mythical,adj. 神话的；虚构的
mythology,n. 神话；神话学；神话集
naive,"adj. 天真的,幼稚的"
naked,adj. 裸体的；无装饰的；无证据的；直率的
nap,"n. 小睡，打盹儿；细毛；孤注一掷
vt. 使拉毛
vi. 小睡；疏忽"
narrate,"vt. 叙述；给…作旁白
vi. 叙述；讲述"
narrative,"n. 叙述；故事；讲述
adj. 叙事的，叙述的；叙事体的"
nationalism,n. 民族主义；国家主义；民族特性
naturalist,"n. 自然主义者；博物学者；（英）动物标本剥制者；买卖玩赏动物的商人
adj. 自然的（等于naturalistic）；自然主义的；博物学的"
naval,adj. 海军的；军舰的
navigate,"vt. 驾驶，操纵；使通过；航行于
vi. 航行，航空"
navy,"n. 海军
深蓝色的"
nectar,n.  花蜜；甘露；神酒；任何美味的饮料
needy,adj. 贫困的；贫穷的；生活艰苦的
negate,"vt. 否定；取消；使无效
vi. 否定；否认；无效
n. 对立面；反面"
negative,"adj.  负的；消极的；否定的；阴性的
n. 否定；负数； 底片
vt. 否定；拒绝"
neglect,"vt. 疏忽，忽视；忽略
n. 疏忽，忽视；怠慢"
negotiation,n. 谈判；转让；顺利的通过
neoclassical,adj. 新古典主义的
neolithic,adj.  新石器时代的；早先的
neon,n. 霓虹灯；氖（10号元素，符号Ne）
neutral,"adj. 中立的，中性的；中立国的；非彩色的
n. 中立国；中立者；非彩色；齿轮的空档"
neutron,n.  中子
nevertheless,"adv. 然而，不过；虽然如此
conj. 然而，不过"
newsletter,n. 时事通讯
niche,"n. 壁龛；合适的职业；有利可图的市场(或形势等)
vt. 放入壁龛"
nickel,"n. 镍；镍币；五分镍币
vt. 镀镍于"
nitrogen,n.  氮
nocturnal,adj. 夜的；夜曲的；夜间发生的
nomadic,adj. 游牧的；流浪的；游动的
nominate,vt. 推荐；提名；任命；指定
nominee,n. 被任命者；被提名的人；代名人
nonsense,"n. 胡说；废话
adj. 荒谬的
int. 胡说！"
notate,vt. 以符号表示
noted,"adj. 著名的；显著的；附有乐谱的
v. 注意；记下（note的过去式和过去分词）"
noticeable,adj. 显而易见的，显著的；值得注意的
notify,vt. 通告，通知；公布
notion,n. 概念；见解；打算
notwithstanding,"adv. 尽管，仍然
prep. 尽管，虽然
conj. 虽然"
nourish,vt. 滋养；怀有；使健壮
novel,"adj. 新奇的；异常的
n. 小说"
noxious,adj. 有害的；有毒的；败坏道德的；讨厌的
nucleus,n. 核，核心；原子核
numerous,adj. 许多的，很多的
nurture,"vt. 养育；鼓励；培植
n. 养育；教养；营养物"
nutrient,"n. 营养物；滋养物
adj. 营养的；滋养的"
nutrition,n. 营养，营养学；营养品
oak,"n. 橡树；橡木色；橡木家具
adj. 栎树的；栎木制的"
oasis,n. 绿洲；舒适的地方；令人宽慰的事物
obedience,n. 顺从；服从；遵守
oblivious,adj. 遗忘的；健忘的；不注意的；不知道的
obsess,vt. 迷住，缠住；使…着迷；使…困扰
obsolete,"adj. 废弃的；老式的
n. 废词；陈腐的人
vt. 淘汰；废弃"
obstacle,n. 障碍，干扰；妨害物
obstruct,"vt. 妨碍；阻塞；遮断
vi. 阻塞；设障碍"
obtain,"vi. 获得；流行
vt. 获得"
occasional,adj. 偶然的；临时的；特殊场合的
occupy,vt. 占据，占领；居住；使忙碌
occur,vi. 发生；出现；存在
oceanographer,n. 海洋学家；海洋研究者
octopus,"n. 章鱼
章鱼肉"
odd,"adj. 奇数的；古怪的；剩余的；临时的；零散的
n. 奇数；怪人；奇特的事物"
odor,n. 气味；名声
offensive,"adj. 攻击的；冒犯的；无礼的；讨厌的
n. 攻势；攻击"
offspring,n. 后代，子孙；产物
olfactory,"adj. 嗅觉的；味道的
n. 嗅觉器官"
onslaught,n. 猛攻；突击
ooze,"vt. 渗出；泄漏
vi. 渗出；泄漏
n.  软泥"
opal,n. 猫眼石，蛋白石；乳白玻璃
opaque,"adj. 不透明的；不传热的；迟钝的
n. 不透明物
vt. 使不透明；使不反光"
opponent,"n. 对手；反对者；敌手
adj. 对立的；敌对的"
opportunity,n. 时机，机会
oppose,"vt. 反对；对抗，抗争
vi. 反对"
opposite,"adj. 相反的；对面的；对立的
n. 对立面；反义词
prep. 在…的对面
adv. 在对面"
optical,adj. 光学的；眼睛的，视觉的
optimal,adj. 最佳的；最理想的
optimistic,adj. 乐观的；乐观主义的
oral,"n. 口试
adj. 口头的，口述的"
orbit,"n. 轨道；眼眶；势力范围；生活常规
vi. 盘旋；绕轨道运行
vt. 绕…轨道而行"
orchestra,n. 管弦乐队；乐队演奏处
orchid,"n. 兰花； 兰科植物；淡紫色
adj. 淡紫色的"
ore,n. 矿；矿石
organic,adj.  有机的；组织的；器官的；根本的
orientation,n. 方向；定向；适应；情况介绍；向东方
original,"n. 原件；原作；原物；原型
adj. 原始的；最初的；独创的；新颖的"
originate,"vt. 引起；创作
vi. 发源；发生；起航"
ornament,"n. 装饰； 装饰物；教堂用品
vt. 装饰，修饰"
outcome,n. 结果，结局；成果
outfit,"n. 机构；用具；全套装备
vi. 得到装备
vt. 配备；供应"
outgas,vt. 除去…的气
outline,"n. 轮廓；大纲；概要；略图
vt. 概述；略述；描画…轮廓"
output,"n. 输出，输出量；产量；出产
vt. 输出"
outrageously,adv. 凶残地，残暴地
outspoken,adj. 坦率的，直言不讳的
overall,"adj. 全部的；全体的；一切在内的
adv. 全部地；总的说来
n. 工装裤；罩衫"
overcome,"vt. 克服；胜过
vi. 克服；得胜"
overhaul,"vt. 分解检查，大修；追上并超过
n. 彻底检修，详细检查"
overlap,"n. 重叠；重复
vi. 部分重叠；部分的同时发生
vt. 与…重叠；与…同时发生"
overlook,"vt. 忽略；俯瞰；远眺；检查；高耸于…之上
n. 忽视；眺望"
overseas,"adv. 在海外，海外
adj. 海外的，国外的"
overwhelm,vt. 淹没；压倒；受打击；覆盖；压垮
owl,n. 猫头鹰；枭；惯于晚上活动的人
oxide,n.  氧化物
oyster,n. 牡蛎， 蚝；沉默寡言的人
ozone,n.  臭氧；新鲜的空气
pack,"n. 包装；一群；背包；包裹；一副
vt. 包装；压紧；捆扎；挑选；塞满
vi. 挤；包装货物；被包装；群集"
packed,"adj. （常用来构成复合词）充满…的，塞满了…的
v.  包装（pack的过去分词）"
paddle,"n. 划桨；明轮翼
vt. 拌；搅；用桨划
vi. 划桨；戏水；涉水"
painstaking,"adj. 艰苦的；勤勉的；小心的
n. 辛苦；勤勉"
palatable,adj. 美味的，可口的；愉快的
palate,n. 味觉；上颚；趣味
pale,"n. 前哨；栅栏；范围
adj. 苍白的；无力的；暗淡的
vt. 使失色；使变苍白；用栅栏围
vi. 失色；变苍白；变得暗淡"
pamphlet,n. 小册子
pancreas,n.  胰腺
panel,"n. 仪表板；嵌板；座谈小组，全体陪审员
vt. 嵌镶板"
panic,"n. 恐慌，惊慌；大恐慌
adj. 恐慌的；没有理由的
vt. 使恐慌
vi. 十分惊慌"
pants,n. 裤子
parallel,"n. 平行线；对比
adj. 平行的；类似的，相同的
vt. 使…与…平行"
paralyze,vt. 使麻痹；使瘫痪
parameter,n. 参数；系数；参量
paramount,"n. 最高统治者
adj. 最重要的，主要的；至高无上的"
paraphrase,"n. 释义；解释；意译
vt. 释义"
parasite,n. 寄生虫；食客
parliament,n. 议会，国会
partial,adj. 局部的；偏爱的；不公平的
participate,"vi. 参与，参加；分享
vt. 分享；分担
"
particle,n. 颗粒； 质点；极小量；小品词
particular,"n. 详细说明；个别项目
adj. 特别的；详细的；独有的；挑剔的"
passage,n. 一段（文章）；走廊；通路
passion,n. 激情；热情；酷爱；盛怒
passive,"n. 被动语态
adj. 被动的，消极的；被动语态的"
paste,"n. 面团，膏；糊状物， 浆糊
vt. 张贴，裱糊；用浆糊粘"
pasture,"n. 草地；牧场；牧草
vt. 放牧；吃草"
patch,"n. 眼罩；斑点；碎片；小块土地
vi. 打补丁
vt. 修补；解决；掩饰"
patent,"n. 专利权；执照；专利品
adj. 专利的；新奇的；显然的
vt. 授予专利；取得…的专利权"
path,n. 道路；小路；轨道
pathology,n. 病理（学）; 异常状态
patriot,n. 爱国者
patrol,"n. 巡逻；巡逻队；侦察队
vt. 巡逻；巡查
vi. 巡逻；巡查"
patron,n. 赞助人；保护人；主顾
patronage,n. 赞助；光顾；任免权
patronizing,"v. 光顾，惠顾；庇护，保护（patronize的现在分词）
adj. 要人领情的；自视高人一等的；以恩人态度自居的"
pattern,"n. 模式；图案；样品
vt. 模仿；以图案装饰
vi. 形成图案"
pave,vt. 铺设；安排；作铺设之用
peak,"n. 山峰；最高点；顶点；帽舌
adj. 最高的；最大值的
vt. 使达到最高点；使竖起
vi. 消瘦；到达最高点；变憔悴"
pebble,"n. 卵石；水晶透镜
vt. 用卵石铺"
peculiar,"n. 特权；特有财产
adj. 特殊的；独特的；奇怪的；罕见的"
pedagogy,n. 教育；教育学；教授法
pendant,n. 下垂物，垂饰
penetrate,"vi. 渗透；刺入；看透
vt. 渗透；穿透；洞察"
penicillin,n. 盘尼西林（青霉素）
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
perceptive,adj. 感知的，知觉的；有知觉力的
percussion,n.  叩诊；振动；碰撞；敲打乐器；打击乐器组
perfect,"n. 完成式
adj. 完美的；最好的；精通的
vt. 使完美；使熟练"
perform,"vt. 执行；完成；演奏
vi. 执行，机器运转；表演"
perfume,"n. 香水；香味
vt. 洒香水于…；使…带香味
vi. 散发香气"
periodic,adj. 周期的；定期的
peripheral,"adj. 外围的；次要的；（神经）末梢区域的
n. 外部设备"
perish,"vi. 死亡；毁灭；腐烂；枯萎
vt. 使麻木；毁坏"
perishable,"n. 容易腐坏的东西
adj. 易腐坏的；易毁灭的；会枯萎的"
permanent,"n. 烫发（等于permanent wave）
adj. 永久的，永恒的；不变的"
permeate,"vt. 渗透，透过；弥漫
vi. 弥漫；透入；散布"
permit,"n. 许可证，执照
vt. 许可；允许
vi. 许可；允许"
perpetuate,"vt. 使不朽；保持
adj. 长存的"
persist,"vi. 存留，坚持；持续，固执
vt. 坚持说，反复说"
personal,"n. 人事消息栏；人称代名词
adj. 个人的；身体的；亲自的"
personality,n. 个性；品格；名人
personnel,"n. 人事部门；全体人员
adj. 人员的；有关人事的"
perspective,"n. 观点；远景；透视图
adj. 透视的"
persuasive,adj. 有说服力的；劝诱的，劝说的
pertain,vi. 属于；关于；适合
pertinent,adj. 相关的，相干的；中肯的；切题的
pervasive,adj. 普遍的；到处渗透的；流行的
pesticide,n. 杀虫剂
petroleum,n. 石油
pharmacy,n. 药房；配药学，药剂学；制药业；一批备用药品
phase,"n. 月相
n. （月亮的）盈亏
n. 时期"
phenomenon,n. 现象；奇迹；杰出的人才
pheromone,n. 信息素（用于生化领域）；费洛蒙（昆虫分泌以刺激同种昆虫之化合物质）
philosophy,n. 哲学；哲理；人生观
photodissociation,n. 光离解，光解（作用）
photography,n. 摄影；摄影术
photosynthesis,n. 光合作用
physical,"n. 体格检查
adj.  物理的；身体的；物质的；根据自然规律的，符合自然法则的"
physician,n.  医师；内科医师
physiology,n. 生理学；生理机能
pictorial,"n. 画报；画刊
adj. 绘画的；形象化的"
pierce,"vt. 刺穿；洞察；响彻；深深地打动
vi. 进入；透入"
pigeon,n. 鸽子
pigment,"n.  色素；颜料
vt. 给…着色
vi. 呈现颜色"
pilot,"n. 飞行员；领航员
adj. 试点的
v. 驾驶；领航；试用"
pine,"n.  松树；凤梨，菠萝
adj. 松木的；似松的
vt. 为…悲哀；哀悼
vi. 渴望，痛苦；憔悴"
pinpoint,"n. 针尖；精确位置；极小之物
vt. 查明；精确地找到；准确描述
adj. 精确的；详尽的"
pioneer,"n. 先锋；拓荒者
vt. 开辟；倡导；提倡
vi. 作先驱"
pipe,"n. 管；烟斗；笛
vt. 用管道输送；尖声唱；用管乐器演奏
vi. 吹笛；尖叫"
piracy,n. 海盗行为；剽窃；著作权侵害；非法翻印
pit,"n. 矿井；深坑；陷阱；（物体或人体表面上的）凹陷；（英国剧场的）正厅后排；正厅后排的观众
vt. 使竞争；窖藏；使凹下；去…之核；使留疤痕
vi. 凹陷；起凹点"
pitch,"n. 沥青；音高；程度；树脂；倾斜；投掷；球场
vt. 投；掷；定位于；用沥青涂；扎营；向前倾跌
vi. 倾斜；投掷；搭帐篷；坠落"
pivotal,"n. 关键事物；中心事物
adj. 关键的；中枢的；枢轴的"
plain,"n. 平原；无格式；朴实无华的东西
adj. 平的；简单的；朴素的；清晰的
adv. 清楚地；平易地"
planet,n. 行星
plank,"n.  厚木板；支架；政纲条款
vt. 在…上铺板；撂下；立刻付款"
plankton,n. 浮游生物（总称）
plasma,n.  等离子体；血浆； 深绿玉髓
plaster,"n. 石膏；灰泥；膏药
vt. 减轻；粘贴；涂以灰泥；敷以膏药；使平服"
plate,"n. 碟；金属板；金属牌；感光底片
vt. 电镀；给…装甲"
plateau,"n. 高原
n.   普拉托
n. （活动或进程中的）稳定阶段，停滞时期
adj. 高原印第安人的"
platitude,n. 陈词滥调；平凡；陈腐
plausible,adj. 貌似可信的，花言巧语的；貌似真实的，貌似有理的
playwright,n. 剧作家
pliable,adj. 柔韧的；柔软的；圆滑的；易曲折的
plight,"n. 困境；境况；誓约
vt. 保证；约定"
plot,"n. 情节；图；阴谋
vt. 密谋；绘图；划分；标绘
vi. 密谋；策划；绘制"
plow,"n.  犁；似犁的工具；北斗七星
vt.  犁；耕；开路
vi.  犁；耕地；破浪前进；开路"
plump,"n. 扑通声
adj. 圆胖的，丰满的；鼓起的
vt. 使丰满；使鼓起；突然放下
adv. 沉重地；突然地
vi. 变丰满；鼓起"
plunge,"n. 投入；跳进
vt. 使陷入；使投入；使插入
vi. 突然地下降；投入；陷入；跳进"
pointed,"v. 指出；瞄准（point的过去式）
adj. 尖的；突出的；锐利的；率直的"
polar,"n. 极面；极线
adj. 极地的；两极的；正好相反的"
pole,
policy,n. 政策，方针；保险单
polish,
politics,n. 政治，政治学；政治活动；政纲
pollen,"n.  花粉
vt. 传授花粉给"
pollinate,vt. 对...授粉
pollutant,n. 污染物
polygon,n. 多边形；多角形物体
ponderous,"adj. 笨重的；沉闷的；呆板的
比较级more ponderous 最高级most ponderous"
popular,adj. 流行的，通俗的；受欢迎的；大众的；普及的
populate,vt. 居住于；构成人口；移民于；殖民于
pore,"n. 气孔；小孔
vt. 使注视
vi. 细想；凝视；熟读"
porous,adj. 多孔渗水的；能渗透的；有气孔的
portable,"n. 手提式打字机
adj. 手提的，便携式的；轻便的"
portion,"n. 部分；一份；命运
vt. 分配；给…嫁妆"
portrait,n. 肖像；描写；半身雕塑像
portray,vt. 描绘；扮演
pose,"vi. 摆姿势；佯装；矫揉造作
vt. 造成，形成；摆姿势；装模作样；提出…讨论
n. 姿势，姿态；装模作样"
posit,"n. 假设；设想
vt. 安置；假定"
position,"n. 位置，方位；职位，工作；姿态；站位
vt. 安置；把……放在适当位置"
positive,"n. 正数； 正片
adj. 积极的； 正的， 阳性的；确定的，肯定的；实际的，真实的；绝对的"
possess,vt. 控制；使掌握；持有；迷住；拥有，具备
poster,n. 海报，广告；招贴
postpone,"vt. 使…延期；把…放在次要地位；把…放在后面
vi. 延缓，延迟；延缓发作"
postulate,"n. 基本条件；假定
vt. 假定；要求；视…为理所当然"
potassium,n.  钾
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
potter,"n. 陶艺家，制陶工人
vt. 闲混，虚度
vi. 闲逛；慢条斯理地做事"
pound,"n. 英镑；重击，重击声；兽栏；拘留所
vt. 捣烂；敲打；监禁，拘留
vi. 连续重击，猛击"
poverty,n. 贫困；困难；缺少；低劣
powder,"n. 粉；粉末； 火药；尘土
vt. 使成粉末；撒粉；搽粉于
vi. 搽粉；变成粉末"
practical,adj. 实际的；实用性的
practically,adv. 实际地；几乎；事实上
prairie,n. 大草原；牧场
precede,"vt. 领先，在…之前；优于，高于
vi. 领先，在前面"
precious,adj. 宝贵的；珍贵的；矫揉造作的
precipitate,"n.  沉淀物
vt. 使沉淀；促成；猛抛；使陷入
adj. 突如其来的；猛地落下的；急促的
vi.  沉淀；猛地落下；冷凝成为雨或雪等"
precise,adj. 精确的；明确的；严格的
precursor,n. 先驱，前导
predator,n.  捕食者； 食肉动物；掠夺者
predecessor,n. 前任，前辈
predict,"vi. 作出预言；作预料，作预报
vt. 预报，预言；预知"
predominantly,adv. 主要地；显著地
predominate,"vt. 支配，主宰；在…中占优势
vi. 占主导（或支配）地位；占优势"
preferable,adj. 更好的，更可取的；更合意的
preference,n. 偏爱，倾向；优先权
prehistoric,adj. 史前的；陈旧的
preliminary,"n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的"
preponderance,n. 优势；多数；占优势
prerequisite,"n. 先决条件
adj. 首要必备的"
prescribe,"vt. 规定；开处方
vi. 规定；开药方"
prescription,"n. 药方；指示；惯例
adj. 凭处方方可购买的"
preserve,"n. 保护区；禁猎地；加工成的食品
vt. 保存；保护；维持；腌；禁猎"
presidency,n. 总统（或董事长、会长、大学校长等）的职位（任期）；管辖；支配
president,n. 总统；董事长；校长；主席
press,"n. 压；按；新闻；出版社； 印刷机
vt. 压；按；逼迫；紧抱
vi. 压；逼；重压"
pressure,"n. 压力；压迫， 压强
vt. 迫使；密封；使……增压"
prestige,n. 威望，声望；声誉
prestigious,adj. 有名望的；享有声望的
pretension,n. 自负；要求；主张；借口；骄傲
pretentious,adj. 自命不凡的；炫耀的；做作的
prevail,vi. 盛行，流行；战胜，获胜
prevailing,"adj. 流行的；一般的，最普通的；占优势的；盛行很广的
v. 盛行，流行（prevail的现在分词形式）；获胜"
prevalent,adj. 流行的；普遍的，广传的
previous,"adj. 以前的；早先的；过早的
adv. 在先；在…以前"
prey,"n. 捕食；牺牲者；被捕食的动物
vi. 捕食；掠夺；折磨"
primal,"n. 被压抑童年情绪的释放
adj. 原始的；主要的；最初的
vt. 释放（被压抑的童年情绪）"
primary,"n. 原色；最主要者
adj. 主要的；初级的；基本的"
primate,"n. 大主教；灵长类的动物；首领
adj. 灵长目动物的；首要的"
prime,"n. 初期；青年；精华；全盛时期
adj. 主要的；最好的；基本的
vt. 使准备好；填装
vi. 作准备
adv. 极好地"
primitive,"n. 原始人
adj. 原始的，远古的；简单的，粗糙的"
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
prior,"adj. 优先的；在先的，在前的
adv. 在前，居先"
priority,n. 优先；优先权； 优先次序；优先考虑的事
privilege,"n. 特权；优待
vt. 给与…特权；特免"
prize,"n. 奖品；奖赏；战利品
adj. 获奖的
vt. 珍视；捕获；估价"
probe,"n. 探针；调查
vi. 调查；探测
vt. 探查；用探针探测"
procedure,n. 程序，手续；步骤
proceed,"vi. 开始；继续进行；发生；行进
n. 收入，获利"
process,"n. 过程，进行；方法，步骤；作用；程序；推移
adj. 经过特殊加工（或处理）的
vt. 处理；加工
vi. 列队前进"
proclaim,vt. 宣告，公布；声明；表明；赞扬
prodigious,adj. 惊人的，异常的，奇妙的；巨大的
productivity,n. 生产力；生产率；生产能力
profession,n. 职业，专业；声明，宣布，表白
professional,"n. 专业人员；职业运动员
adj. 专业的；职业的；职业性的"
proficient,"n. 精通；专家，能手
adj. 熟练的，精通的"
profound,adj. 深厚的；意义深远的；渊博的
progressive,"n. 改革论者；进步分子
adj. 进步的；先进的"
prohibitively,adv. 禁止地；过高地；过分地
project,"n. 工程；计划；事业
vt. 设计；计划；发射；放映
vi. 设计；计划；表达；投射"
prolific,adj. 多产的；丰富的
prolonged,adj. 延长的；拖延的；持续很久的
prominent,adj. 突出的，显著的；杰出的；卓越的
promising,"v. 许诺，答应（promise的现在分词形式）
adj. 有希望的，有前途的"
promote,"vi. 成为王后或其他大于卒的子
vt. 促进；提升；推销；发扬"
prompt,"n. 提示；付款期限；DOS命令：改变DOS系统提示符的风格
adj. 敏捷的，迅速的；立刻的
vt. 提示；促进；激起；（给演员）提白
adv. 准时地"
pronounced,"v. 发音；宣告；断言（pronounce的过去分词）
adj. 显著的；断然的；讲出来的"
proof,"n. 证明；证据；校样；考验；验证；试验
adj. 防…的；不能透入的；证明用的；耐…的
vt. 试验；校对；使不被穿透"
proofread,"vt. 校对，校勘
vi. 做校对工作"
propel,vt. 推进；驱使；激励；驱策
proper,"adj. 适当的；本身的；特有的；正派的
adv. 完全地"
property,n. 性质，性能；财产；所有权
proponent,n. 支持者；建议者；提出认证遗嘱者
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
propose,"vi. 建议；求婚；打算
vt. 建议；打算，计划；求婚"
prose,"n. 散文；单调
adj. 散文的；平凡的；乏味的
vt. 把…写成散文
vi. 写散文；乏味地讲话"
prospect,"n. 前途；预期；景色
vt. 勘探，勘察
vi. 勘探，找矿"
prosper,"vi. 繁荣，昌盛；成功
vt. 使……成功；使……昌盛；使……繁荣"
prosperity,n. 繁荣，成功
prosperous,adj. 繁荣的；兴旺的
protein,"n. 蛋白质；朊
adj. 蛋白质的"
protest,"n. 抗议
adj. 表示抗议的；抗议性的
vt. 抗议；断言
vi. 抗议；断言"
prototype,n. 原型；标准，模范
provision,"n. 规定；条款；准备； 供应品
vt. 供给…食物及必需品"
prudent,adj. 谨慎的；精明的；节俭的
psychoanalysis,n. 精神分析；心理分析
psychology,n. 心理学；心理状态
publication,n. 出版；出版物；发表
publicize,vt. 宣传；公布
puddle,"n. 水坑，泥潭；胶土（由粘土与水和成，不透水）
vt. 使泥泞，搅浑；把…捣制成胶土；搅炼；用胶土填塞
vi. 搅泥浆；在水坑中嬉戏"
pueblo,n. 印第安人村庄；普韦布洛（美国科罗拉多州中部一城市）
pulp,"n. 纸浆；果肉；黏浆状物质
vt. 使…化成纸浆；除去…的果肉
vi. 变成纸浆；成为浆状"
pulse,"n.  脉冲；脉搏
vt. 使跳动
vi. 跳动，脉跳"
pump,"n. 泵，抽水机；打气筒
vt. 打气；用抽水机抽…
vi. 抽水"
punctual,adj. 准时的，守时的；精确的
puncture,"n. 穿刺；刺痕
vt. 刺穿；揭穿；削弱
vi. 被刺穿；被戳破"
pupil,n. 学生； 瞳孔；未成年人
puppet,n. 木偶；傀儡；受他人操纵的人
purchase,"n. 购买；紧握；起重装置
vt. 购买；赢得
vi. 购买东西"
pure,adj. 纯的；纯粹的；纯洁的；清白的；纯理论的
purity,n.  纯度；纯洁；纯净；纯粹
purple,"n. 紫色；紫袍
adj. 紫色的；帝王的；华而不实的
vt. 使成紫色
vi. 变成紫色"
pursue,"vi. 追赶；继续进行
vt. 继续；从事；追赶；纠缠"
pursuit,n. 追赶，追求；职业，工作
pyramid,"n. 金字塔；角锥体
vt. 使…渐增；使…上涨；使…成金字塔状
vi. 渐增；上涨；成金字塔状"
quaint,adj. 古雅的；奇怪的；离奇有趣的；做得很精巧的
qualify,"vi. 取得资格，有资格
vt. 限制；使具有资格；证明…合格"
quality,"n. 质量， 品质；特性；才能
adj. 优质的；高品质的；<英俚>棒极了"
quantify,"vt. 量化；为…定量；确定数量
vi. 量化；定量"
quarry,"n. 采石场；猎物；来源
vt. 挖出；努力挖掘
vi. 费力地找"
quartz,n. 石英
quasar,n.  类星体；恒星状球体
questionnaire,n. 问卷；调查表
quilt,"n. 被子；棉被
vt. 东拼西凑地编；加软衬料后缝制
vi. 缝被子"
quit,"n. 离开； 退出
vt. 离开；放弃；停止；使…解除
adj. 摆脱了…的；已经了结的
vi. 离开；辞职；停止"
quiz,"n. 考查；恶作剧；课堂测验
vt. 挖苦；张望；对…进行测验"
quota,n. 配额；定额；限额
quote,"n. 引用
vi. 报价；引用；引证
vt. 报价；引述；举证"
racing,"n. 赛马；竞赛
adj. 比赛的
vi. 赛马（race的ing形式）；竞赛"
racket,"n. 球拍；吵闹，喧闹
vt. 过着花天酒地的生活
vi. 过着花天酒地的生活"
radar,n.  雷达，无线电探测器
radiate,"adj. 辐射状的，有射线的
vi. 辐射；流露；发光；从中心向各方伸展
vt. 辐射；传播；流露；发射；广播"
radical,"n. 基础；激进分子； 原子团； 根数
adj. 激进的；根本的；彻底的"
radioactive,adj.  放射性的；有辐射的
