abandon,"n. 放任；狂热
vt. 遗弃；放弃"
outlaw,"n. 歹徒；罪犯；亡命之徒；被剥夺法律保护者
vt. 宣布…为不合法；将…放逐；剥夺…的法律保护"
penalty,n. 罚款，罚金；处罚
perverse,adj. 堕落的，不正当的；倔强的；违反常情的
pervert,"n. 堕落者；行为反常者；性欲反常者；变态
vt. 使堕落；滥用；使反常"
petition,"n. 请愿；请愿书；祈求； 诉状
vt. 请愿；请求；恳求
vi. 请愿；请求"
piecemeal,"n. 片；块
adj. 零碎的；逐渐的
vt. 粉碎
adv. 零碎地；逐个地"
pirate,"n. 海盗；盗版；侵犯专利权者
vt. 掠夺；翻印；剽窃
vi. 做海盗；从事劫掠"
plagiarize,"vt. 剽窃；抄袭
vi. 剽窃；抄袭"
plunder,"n. 抢夺；战利品；掠夺品
vt. 掠夺；抢劫；侵吞
vi. 掠夺；盗窃"
prejudice,"n. 偏见；侵害
vt. 损害；使有偏见"
pry,"vi. 刺探，探查
vt. 撬动，撬开
n. 窥探；杠杆"
raid,"n. 袭击；突袭；搜捕；抢劫
vt. 袭击，突袭
vi. 对…进行突然袭击"
ransom,"n. 赎金；赎身，赎回
vt. 赎回，赎；勒索赎金；救赎；得赎金后释放"
repatriate,"n. 被遣返回国者
v. 遣返"
resent,vt. 怨恨；愤恨；厌恶
resultant,"n. 合力；结果； 生成物
adj. 结果的；合成的"
retrial,n. 复审；复试
revenge,"n. 报复；复仇
vt. 报复；替…报仇；洗雪
vi. 报仇；雪耻"
sabotage,"n. 破坏；破坏活动；怠工
vt. 妨害；对…采取破坏行动
vi. 从事破坏活动"
sack,"n. 麻布袋；洗劫
vt. 解雇；把……装入袋；劫掠"
scare,"n. 恐慌；惊吓；惊恐
vt. 惊吓；把…吓跑
adj. （美）骇人的
vi. 受惊"
scheme,"n. 计划；组合；体制；诡计
vt. 计划；策划
vi. 搞阴谋；拟订计划"
semblance,n. 外貌；假装；类似
sham,"n. 假装；骗子；赝品
adj. 假的；虚假的；假装的
vt. 假装；冒充
vi. 假装；佯装"
slander,"n. 诽谤；中伤
vt. 诽谤；造谣中伤"
slaughter,"n. 屠宰，屠杀；杀戮；消灭
vt. 屠宰，屠杀；杀戮；使惨败"
smuggle,"vt. 走私；偷运
vi. 走私，私运；偷带"
spot,"n. 地点；斑点
adj. 现场的；现货买卖的
vt. 认出；弄脏；用灯光照射
vi. 沾上污渍；满是斑点
adv. 准确地；恰好"
stain,"n. 污点；瑕疵；着色剂
vt. 沾污；败坏；给…着色
vi. 污染；被沾污；被染污"
subdue,vt. 征服；抑制；减轻
sue,"vt. 控告；请求
vi. 控告；提出请求"
testimony,n.  证词，证言；证据
theft,n. 盗窃；偷；赃物
threaten,"vt. 威胁；恐吓；预示
vi. 威胁；可能来临"
thrust,"n.  推力；刺
vt. 插；插入；推挤
vi. 插入；用向某人刺去；猛然或用力推"
torture,"n. 折磨；拷问；歪曲
vt. 折磨；拷问；歪曲"
trace,"n. 痕迹，踪迹；微量； 迹线；缰绳
vt. 追踪，查探；描绘；回溯
vi. 追溯；沿路走"
transgress,"vt. 违反；侵犯；犯罪
vi. 违反；违法；越界"
trespass,"n. 罪过；非法侵入；过失；擅自进入
vi. 侵入；犯罪；打扰；冒犯"
trial,"n. 试验；审讯；努力；磨炼
adj. 试验的；审讯的"
valid,adj. 有效的；有根据的；合法的；正当的
vehement,adj. 激烈的，猛烈的；热烈的
vengeance,n. 复仇；报复；报仇
venue,n. 审判地；犯罪地点；发生地点；集合地点
verdict,n. 结论；裁定
verify,vt. 核实；查证
vested,"v. （财产、权利等）授予（vest的过去式和过去分词）；使穿衣服
adj. 既定的；穿着衣服（尤指祭服）的；（美）带背心的（指西服套装）"
vice,"prep. 代替
n. 恶习；缺点； 老虎钳；卖淫
adj. 副的；代替的
vt. 钳住"
vigilant,adj. 警惕的；警醒的；注意的；警戒的
violence,n. 暴力；侵犯；激烈；歪曲
violent,adj. 暴力的；猛烈的
whiting,"n. 白粉；牙鳕
v. 涂白；粉刷（white的ing形式）"
witness,"n. 证人；目击者；证据
vt. 目击；证明；为…作证
vi. 作证人"
wretched,adj. 可怜的；卑鄙的；令人苦恼或难受的
accuracy,n.  精确度，准确性
accurate,adj. 精确的
altitude,n. 高地；高度； 顶垂线；（等级和地位等的）高级；海拔
bay,"n. 海湾；狗吠声
vt. 向…吠叫
vi. 吠叫；大声叫嚷"
breakthrough,n. 突破；突破性进展
breed,"n.  品种；种类，类型
vt. 繁殖；饲养；养育，教育；引起
vi. 繁殖；饲养；产生"
cape,n.  海角，岬；披肩
cascade,"n. 小瀑布，瀑布状物；串联
vi. 像瀑布般大量倾泻下来
vi. 像瀑布般悬挂着"
cataract,"n.  白内障；大瀑布；暴雨，洪水；奔流
vt. 倾注"
climatic,adj. 气候的；气候上的；由气候引起的；受气候影响的
compatible,adj. 兼容的；能共处的；可并立的
conclude,"vi. 推断；断定；决定
vt. 推断；决定，作结论；结束"
conserve,"n. 果酱；蜜饯
vt. 保存；将…做成蜜饯；使守恒"
contaminate,vt. 污染，弄脏
continually,adv. 不断地；频繁地
continuity,n. 连续性；一连串；分镜头剧本
continuous,adj. 连续的，持续的；继续的；连绵不断的
crude,"n. 原油；天然的物质
adj. 粗糙的；天然的，未加工的；粗鲁的"
cultivate,vt. 培养；陶冶；耕作
cybernetic,adj. 控制论的
damp,"n. 潮湿，湿气
adj. 潮湿的
vt. 使潮湿；使阻尼；使沮丧，抑制
vi. 减幅，阻尼；变潮湿"
database,n. 数据库，资料库
dearth,n. 缺乏；饥馑；粮食不足
debris,n. 碎片，残骸
deficiency,n. 缺陷，缺点；缺乏；不足的数额
delta,n. （河流的）三角洲；德耳塔（希腊字母的第四个字）
dense,adj. 稠密的；浓厚的；愚钝的
density,n. 密度
dock,"n. 码头；船坞；被告席；尾巴的骨肉部分
vt. 使靠码头；剪短
vi. 入船坞"
dolphin,n. 海豚
dormant,adj. 休眠的；静止的；睡眠状态的；隐匿的
erosion,n. 侵蚀，腐蚀
extensive,adj. 广泛的；大量的；广阔的
exterior,"n. 外部；表面；外型；外貌
adj. 外部的；表面的；外在的"
externally,adv. 外部地；外表上，外形上
feather,"n. 羽毛
vt. 用羽毛装饰
vi. 长羽毛"
feed,"n. 饲料；饲养；（动物或婴儿的）一餐
vt. 喂养；供给；放牧；抚养（家庭等）；靠…为生
vi. 吃东西；流入"
fibre,n. 纤维；纤维制品
foremost,"adj. 最重要的；最先的
adv. 首先；居于首位地"
fossil,"n. 化石；僵化的事物；顽固不化的人
adj. 化石的；陈腐的，守旧的"
fuel,"n. 燃料；刺激因素
vt. 供以燃料，加燃料
vi. 得到燃料"
function,"n. 功能； 函数；职责；盛大的集会
vi. 运行；活动；行使职责"
fundamental,"n. 基本原理；基本原则
adj. 基本的，根本的"
germ-free, 无菌的
greenhouse gases,"na. 温室(效应)气体
 温室气体；温室效应气体；温室热气"
highland,"n. 高地；丘陵地带
adj. 高原的；高地的"
hillside,n. 山坡，山腹；山腰
humanity,n. 人类；人道；仁慈；人文学科
illuminate,"vt. 阐明，说明；照亮；使灿烂；用灯装饰
vi. 照亮"
illusion,n. 幻觉，错觉；错误的观念或信仰
illustrate,"vi. 举例
vt. 阐明，举例说明；图解"
illustration,n. 说明；插图；例证；图解
image,"n. 影像；想象；肖像；偶像
vt. 想象；反映；象征；作…的像"
imagination,n.  想象力；空想；幻想物
imaginative,adj. 富于想象的；有创造力的
imitate,vt. 模仿，仿效；仿造，仿制
imitation,"n. 模仿，仿造；仿制品
adj. 人造的，仿制的"
imposing,"v. impose的ing形式
adj. （建筑物等）壮观的；威风的；（仪表）堂堂的；给人深刻印象的"
incredible,adj. 难以置信的，惊人的
inland,"n. 内地；内陆
adj. 内陆的；内地的；国内的
adv. 在内地；向内地；向内陆；在内陆"
inlet,"n. 入口，进口；插入物；水湾
v. 引进; 嵌入; 插入;"
innovation,n. 创新，革新；新方法
inshore,"adj. 近海岸的；向陆的
adv. 近海岸；向陆"
intact,adj. 完整的；原封不动的；未受损伤的
lawn,n. 草地；草坪
magma,n.  岩浆；糊剂
maritime,adj. 海的；海事的；沿海的；海员的
marker,n. 记分员；书签；标识物；作记号的人
marsh,"n. 沼泽；湿地
adj. 沼泽的；生长在沼泽地的"
meadow,n. 草地；牧场
microbe,n. 细菌，微生物
minimal,adj. 最低的；最小限度的
minimize,"vt. 使减到最少；小看，极度轻视
vi. 最小化"
minimum,"n. 最小值；最低限度；最小化；最小量
adj. 最小的；最低的"
mist,"n. 薄雾；视线模糊不清；模糊不清之物
vi. 下雾；变模糊
vt. 使模糊；使蒙上薄雾"
module,n.  模块；组件；模数
moist,"adj. 潮湿的；多雨的；含泪的
n. 潮湿"
momentum,n. 势头； 动量；动力；冲力
monsoon,n. 季风；（印度等地的）雨季；季候风
mount,"vt. 增加；爬上；使骑上马；安装，架置；镶嵌，嵌入；准备上演；成立（军队等）
vi. 爬；增加；上升
n. 山峰；底座；乘骑用马；攀，登；运载工具；底座
v. 登上；骑上"
multifarious,adj. 多种的；各式各样的；多方面的；多样性的
neutralize,"vt. 抵销；使…中和；使…无效；使…中立
vi. 中和；中立化；变无效"
offshore,"adj. 离岸的； 近海的；吹向海面的
adv. 向海面，向海"
oxidize,"vt. 使氧化；使生锈
vi. 氧化"
pace,"n. 一步；步速；步伐；速度
vi. 踱步；缓慢而行
vt. 踱步于；用步测"
peninsula,n. 半岛
perennial,"n. 多年生植物
adj. 多年生的；常年的；四季不断的；常在的；反复的"
photoperiod,n. 光周期
plateau,"n. 高原
n.   普拉托
n. （活动或进程中的）稳定阶段，停滞时期
adj. 高原印第安人的"
precinct,n. 选区；管理区；管辖区
precipice,n. 悬崖；绝壁；险境
precise,adj. 精确的；明确的；严格的
premise,"n. 前提；上述各项；房屋连地基
vt. 引出，预先提出；作为…的前提
vi. 作出前提"
profound,adj. 深厚的；意义深远的；渊博的
prolong,vt. 延长；拖延
radiate,"adj. 辐射状的，有射线的
vi. 辐射；流露；发光；从中心向各方伸展
vt. 辐射；传播；流露；发射；广播"
react,"vi. 反应；影响；反抗；起反作用
vt. 使发生相互作用；使起化学反应"
realm,n. 领域，范围；王国
rediscovery,n. 重新发现
regeneration,n.  再生，重生；重建
sexual,adj. 性的；性别的；有性的
sodium,n.  钠（11号元素，符号 Na）
staid,adj. 固定的；沉着的；沉静的；古板的，保守的
static,"n. 静电；静电干扰
adj. 静态的；静电的；静力的"
supersonic,"n. 超音速；超声波
adj. 超音速的；超声波的"
surmount,vt. 克服，越过；战胜
suspend,"vt. 延缓，推迟；使暂停；使悬浮
vi. 悬浮；禁赛"
suspense,n. 悬念；悬疑；焦虑；悬而不决
synthetic,"n. 合成物
adj. 综合的；合成的，人造的"
systematic,adj. 系统的；体系的；有系统的； 分类的；一贯的，惯常的
systematical,adj. 有系统的；分类学的；经常的
terrain,n.  地形，地势；领域；地带
terrestrial,"n. 陆地生物；地球上的人
adj. 地球的；陆地的， 陆生的；人间的"
tranquil,adj. 安静的，平静的；安宁的；稳定的
trend,"n. 趋势，倾向；走向
vt. 使…趋向
vi. 趋向，伸向"
trickle,"n. 滴，淌；细流
vt. 使…滴；使…淌；使…细细地流
vi. 滴；细细地流；慢慢地移动"
vineyard,n. 葡萄园
accessible,adj. 易接近的；可进入的；可理解的
address,"n. 地址；演讲；致辞；说话的技巧；称呼
vt. 演说；从事；忙于；写姓名地址；向…致辞；与…说话；提出；处理"
advertise,"vt. 通知；为…做广告；使突出
vi. 做广告，登广告；作宣传"
ambiguity,n. 含糊；不明确；暧昧；模棱两可的话
announce,"vt. 宣布；述说；预示；播报
vi. 宣布参加竞选；当播音员"
assistance,n. 援助，帮助；辅助设备
attach,"vi. 附加；附属；伴随
vt. 使依附；贴上；系上；使依恋"
booklet,n. 小册子
bulletin,"n. 公告，公报
vt. 公布，公告"
celebrity,n. 名人；名声
clue,"n. 线索；（故事等的）情节
vt. 为…提供线索；为…提供情况"
column,n. 纵队，列；专栏；圆柱，柱形物
commemorate,vt. 庆祝，纪念；成为…的纪念
commentary,n. 评论；注释；评注；说明
commentate,"vt. 评论；解说；注释
vi. 评论时事；实况报道"
communicate,"vi. 通讯，传达；相通；交流；感染
vt. 传达；感染；显露"
communication,n. 通讯， 通信；交流；信函
compile,vt. 编译；编制；编辑； 汇编
conceivable,adj. 可能的；想得到的，可想像的
converse,"n. 逆行，逆向；倒；相反的事物
adj. 相反的，逆向的；颠倒的
vi. 交谈，谈话；认识
n. 匡威（服装品牌）"
conversely,adv. 相反地
convince,vt. 说服；使确信，使信服
coverage,n. 覆盖，覆盖范围；新闻报道
crime,"n. 罪行，犯罪；罪恶；犯罪活动
vt. 控告……违反纪律"
critical,adj. 鉴定的； 临界的；批评的，爱挑剔的；危险的；决定性的；评论的
delegate,"n. 代表
vt. 委派…为代表"
disregard,"n. 忽视；不尊重
vt. 忽视；不理；漠视；不顾"
disreputable,adj. 声名狼藉的；肮脏的；破烂不堪的
dissemination,n. 宣传；散播；传染（病毒）
enrich,vt. 使充实；使肥沃；使富足
exclusive,"n. 独家新闻；独家经营的项目；排外者
adj. 独有的；排外的；专一的"
exemplify,vt. 例证；例示
expose,vt. 揭露，揭发；使曝光；显示
extol,vt. 颂扬；赞美；赞颂
fabricate,vt. 制造；伪造；装配
factor,"n. 因素；要素； 因数；代理人
vt. 把…作为因素计入；代理经营；把…分解成
vi. 做代理商"
factual,adj. 事实的；真实的
fade,"n.  淡出； 淡入
adj. 平淡的；乏味的
vi. 褪色；凋谢；逐渐消失
vt. 使褪色"
fascinate,"vt. 使着迷，使神魂颠倒
vi. 入迷"
framework,n. 框架，骨架；结构，构架
gaudy,"n. 盛大宴会
adj. 华而不实的；俗丽的"
handout,n. 散发材料（免费发给的新闻通报）；上课老师发的印刷品；文字资料 	（会议上分发的）；施舍物
headline,"n. 大标题；内容提要；栏外标题；头版头条新闻
vt. 给…加标题；使成为注意中心；大力宣传"
in vain,"na. 无益地；轻慢地
 徒劳；徒然；白白地"
insight,n. 洞察力；洞悉
insignificant,adj. 无关紧要的
inspiration,n. 灵感；鼓舞；吸气；妙计
integral,"n. 积分；部分；完整
adj. 积分的；完整的，整体的；构成整体所必须的"
intrusion,n. 侵入；闯入
investigate,v. 调查；研究
invincible,adj. 无敌的；不能征服的
invisible,adj. 无形的，看不见的；无形的；不显眼的，暗藏的
ironic,adj. 讽刺的；反话的
irony,"n. 讽刺；反语；具有讽刺意味的事
adj. 铁的；似铁的"
irrelevant,adj. 不相干的；不切题的
item,"n. 条款，项目；一则；一件商品（或物品）
adj. 又，同上
v. 记下；逐条列出"
magnify,"vt. 放大；赞美；夸大
vi. 放大；有放大能力"
magnitude,n. 大小；量级； 震级；重要；光度
mandarin,"n. （中国）普通话；国语；官话；满清官吏；柑橘
adj. 紧身马褂的"
manuscript,"n.  手稿；原稿
adj. 手写的"
means,"n. 手段；方法；财产
v. 意思是；打算（mean的第三人称单数） "
motto,n. 座右铭，格言；箴言
narrative,"n. 叙述；故事；讲述
adj. 叙事的，叙述的；叙事体的"
pageant,n. 盛会；游行；虚饰；露天表演
periodical,"n. 期刊；杂志
adj.  周期的；定期的"
placard,"n. 海报，标语牌；招贴
vt. 张贴，悬挂；公布；张贴公告于
vi. 张贴公告"
portable,"n. 手提式打字机
adj. 手提的，便携式的；轻便的"
poster,n. 海报，广告；招贴
preach,"n. 说教
vt. 说教；讲道；鼓吹；传道；反复灌输
vi. 说教；讲道；鼓吹；宣扬"
prevail,vi. 盛行，流行；战胜，获胜
prevalent,adj. 流行的；普遍的，广传的
probability,n. 可能性；机率； 或然率
prone,adj. 俯卧的；有…倾向的，易于…的
propagate,"vt. 传播；传送；繁殖；宣传
vi. 繁殖；增殖"
rally,"n. 集会；回复；公路赛车会
vt. 团结；集合；恢复健康、力量等
vi. 团结；重整；恢复；（网球等）连续对打"
ratio,n. 比率，比例
realm,n. 领域，范围；王国
refute,vt. 反驳，驳斥；驳倒
relate,"vt. 叙述；使…有联系
vi. 涉及；认同；符合；与…有某种联系"
repetition,n. 重复；背诵；副本
retort,"n. 反驳，顶嘴；曲颈瓶
vi. 反驳，回嘴
vt. 反驳，反击"
rumor,"n. 谣言；传闻
vt. 谣传；传说"
rumour,"n. 谣言
vt. 传闻"
sarcasm,n. 讽刺；挖苦；嘲笑
scatter,"n. 分散；散播，撒播
vt. 使散射；使散开，使分散；使散播，使撒播
vi. 分散，散开；散射"
scorn,"n. 轻蔑；嘲笑；藐视的对象
vt. 轻蔑；藐视；不屑做
vi. 表示轻蔑；表示鄙视"
sensation,n. 感觉；轰动；感动
sentiment,n. 感情，情绪；情操；观点；多愁善感
signal,"n. 信号；暗号；导火线
adj. 显著的；作为信号的
vt. 标志；用信号通知；表示
vi. 发信号"
signature,n. 署名；签名；信号
simulate,"adj. 模仿的；假装的
vt. 模仿；假装；冒充"
slogan,n. 标语；呐喊声
spokesman,n. 发言人；代言人
striking,"v. 打（strike的ing形式）
adj. 显著的，突出的，惊人的；打击的；罢工的"
summarise,vt. 总结，概述
tab,"n. 标签；制表；帐单
vt. 给…贴标签"
tag,"n. 标签；名称；结束语；附属物
vt. 尾随，紧随；连接；起浑名；添饰
vi. 紧随"
temporal,"n. 世间万物；暂存的事物
adj. 暂时的；当时的；现世的"
theme,"n. 主题；主旋律；题目
adj. 以奇想主题布置的"
translate,"vt. 翻译；转化；解释；转变为；调动
vi. 翻译"
unfold,"vi. 展开；显露
vt. 打开；呈现"
urgent,adj. 紧急的；急迫的
vulnerable,adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
absurd,"n. 荒诞；荒诞作品
adj. 荒谬的；可笑的"
acknowledge,vt. 承认；答谢；报偿；告知已收到
affirm,"vt. 肯定；断言
vi. 确认；断言"
allegation,n. 指控; 陈述，主张; 宣称; 陈词，陈述;
allege,vt. 宣称，断言；提出…作为理由
amaze,vt. 使吃惊
anticipation,n. 希望；预感；先发制人；预支
appraise,vt. 评价，鉴定；估价
appreciable,adj. 可感知的；可评估的；相当可观的
ascertain,vt. 确定；查明；探知
assert,vt. 维护，坚持；断言；主张；声称
assure,vt. 保证；担保；使确信；弄清楚
assured,"n. 被保险人
v. 保证；确实（assure的过去分词）
adj. 确定的；自信的"
astonish,vt. 使惊讶
astound,vt. 使惊骇；使震惊
bias,"n. 偏见；偏爱；斜纹；乖离率
adj. 偏斜的
vt. 使存偏见
adv. 偏斜地"
certainty,n. 必然；确实；确实的事情
certify,v. 证明；保证
cling,vi. 坚持，墨守；紧贴；附着
commend,"vt. 推荐；称赞；把…委托
vi. 称赞；表扬"
consent,"n. 同意；（意见等的）一致；赞成
vi. 同意；赞成；答应"
console,"n.  控制台； 操纵台
vt. 安慰；慰藉"
convince,vt. 说服；使确信，使信服
criticize,"vi. 批评；评论；苛求
vt. 批评；评论；非难"
crucial,adj. 重要的；决定性的；定局的；决断的
deem,"vt. 认为，视作；相信
vi. 认为，持某种看法；作某种评价"
denial,n. 否认；拒绝；节制；背弃
deny,"vi. 否认；拒绝
vt. 否定，否认；拒绝给予；拒绝…的要求"
depict,vt. 描述；描画
deplore,vt. 谴责；悲悼；哀叹；对…深感遗憾
despair,"n. 绝望；令人绝望的人或事
vi. 绝望，丧失信心"
destine,vt. 注定；命定；预定
determination,n. 决心；果断；测定
detest,vt. 厌恶；憎恨
disdain,"n. 蔑视
vt. 鄙弃"
disgust,"n. 厌恶，嫌恶
vt. 使厌恶；使作呕"
dismay,"n. 沮丧，灰心；惊慌
vt. 使沮丧；使惊慌"
disprove,vt. 反驳，证明…是虚假的
doubtful,adj. 可疑的；令人生疑的；疑心的；不能确定的
envy,"n. 嫉妒，妒忌；羡慕
vt. 嫉妒，妒忌；羡慕
vi. 感到妒忌；显示出妒忌"
equal,"n. 对手；匹敌；同辈；相等的事物
adj. 平等的；相等的；胜任的
vt. 等于；比得上"
exception,n. 例外；异议
exhort,"vt. 忠告；劝诫
vi. 劝告"
for the sake of,"adv. 为了…起见
 为了…的利益；为了…的目的；为了…的缘故"
forgive,"vt. 原谅；免除（债务、义务等）
vi. 表示原谅"
frown,"n. 皱眉，蹙额
vt. 皱眉，蹙额
vi. 皱眉；不同意"
grateful,adj. 感谢的；令人愉快的，宜人的
grieve,"vi. 悲痛，哀悼
vt. 使悲伤，使苦恼"
hesitate,"vt. 踌躇，犹豫；有疑虑，不愿意
vi. 踌躇，犹豫；不愿"
highlight,"n. 最精彩的部分；最重要的事情；加亮区
vt. 突出；强调；使显著；加亮"
hostile,"n. 敌对
adj. 敌对的，敌方的；怀敌意的"
hostility,n. 敌意；战争行动
in favour of,"na. 赞成；有利于；付与
 支持；赞同；以……为受益人"
infer,"vi. 推断；作出推论
vt. 推断；推论"
inference,n. 推理；推论；推断
insist,"vi. 坚持，强调
vt. 坚持，强调"
intent,"n. 意图；目的；含义
adj. 专心的；急切的；坚决的"
intention,n. 意图；目的；意向；愈合
loath,adj. 勉强的；不情愿的（等于loth）
loth,adj. 不愿意的（等于loath）；勉强的；憎恶的
maintain,vt. 维持；继续；维修；主张；供养
meticulous,adj. 一丝不苟的；小心翼翼的；拘泥小节的
misgiving,"n. 担忧；疑虑；不安
v. 担忧；使…疑虑；害怕（misgive的ing形式）"
murmur,"n. 低语；低语声；低声抱怨；潺潺声
vi. 低声说；私下抱怨；发出轻柔持续的声音
vt. 低声说"
mutter,"vi. 咕哝；喃喃自语
vt. 咕哝；抱怨地说；低声含糊地说
n. 咕哝；喃喃低语"
neglect,"vt. 疏忽，忽视；忽略
n. 疏忽，忽视；怠慢"
notion,n. 概念；见解；打算
nourish,vt. 滋养；怀有；使健壮
objection,n. 异议，反对；缺陷，缺点；妨碍；拒绝的理由
oppose,"vt. 反对；对抗，抗争
vi. 反对"
paramount,"n. 最高统治者
adj. 最重要的，主要的；至高无上的"
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
perceptible,adj. 可察觉的；可感知的；看得见的
persist,"vi. 存留，坚持；持续，固执
vt. 坚持说，反复说"
perspective,"n. 观点；远景；透视图
adj. 透视的"
plaintive,adj. 哀伤的；悲哀的
plausible,adj. 貌似可信的，花言巧语的；貌似真实的，貌似有理的
pointless,adj. 无意义的；钝的；不尖的；不得要领的
pompous,adj. 自大的；浮夸的；华而不实的；爱炫耀的
presumably,adv. 大概；推测起来；可假定
promise,"n. 许诺，允诺；希望
vt. 允诺，许诺；给人以…的指望或希望
vi. 许诺；有指望，有前途"
proposal,n. 提议，建议；求婚
propriety,n. 适当；礼节；得体
queer,"n. 同性恋者；怪人；伪造的货币
adj. 奇怪的；同性恋的；不舒服的；心智不平衡的
vt. 搞糟；使陷于不利地位"
readily,adv. 容易地；乐意地；无困难地
refusal,n. 拒绝；优先取舍权；推却；取舍权
reject,"n. 被弃之物或人；次品
vt. 拒绝；排斥；抵制；丢弃"
sake,n. 目的；利益；理由；日本米酒
seductive,adj. 有魅力的；性感的；引人注意的
serpent,n. 蛇（尤指大蛇或毒蛇）；狡猾的人
solely,adv. 单独地，唯一地
solitary,"n. 独居者；隐士
adj. 孤独的；独居的"
spite,"n. 不顾；恶意；怨恨
vt. 刁难；使恼怒"
standpoint,n. 立场；观点
startle,"n. 惊愕；惊恐
vt. 使吓一跳；使惊奇
vi. 惊吓；惊跳；惊奇"
suppose,"conj. 假使…结果会怎样
vt. 假设；认为；让（虚拟语气）；推想
vi. 猜想；料想"
supreme,"n. 至高；霸权
adj. 最高的；至高的；最重要的"
suspect,"n. 嫌疑犯
adj. 可疑的；不可信的
vi. 怀疑；猜想
vt. 怀疑；猜想"
sympathise,vi. 同情，支持
sympathy,n. 同情；慰问；赞同
telling,"n. 命令；叙述；吐露真情
v. 告诉；讲述（tell的ing形式）；命令
adj. 有效的；生动的；显著的"
terrific,adj. 极好的；极其的，非常的；可怕的
tolerable,adj. 可以的；可容忍的
touchy,adj. 过敏的；易生气的；难以取悦的
unanimous,adj. 全体一致的；意见一致的；无异议的
uncalled-for,adj. 不必要的；多余的；无理的
unlikely,"adj. 不太可能的；没希望的
adv. 未必"
unthinkable,adj. 不能想象的；过分的
urge,"n. 强烈的欲望，迫切要求；推动力
vi. 强烈要求
vt. 力劝，催促；驱策，推进"
vex,"vt. 使烦恼；使困惑；使恼怒
vi. 烦恼"
vulgar,"n. 平民，百姓
adj. 粗俗的；通俗的；本土的"
wary,adj. 谨慎的；机警的；惟恐的；考虑周到的
weird,"n. （苏格兰）命运；预言
adj. 怪异的；不可思议的；超自然的"
willing,"adj. 乐意的；自愿的；心甘情愿的
v. 决心；用意志力驱使；将（财产等）遗赠某人（will的现在分词）"
annoy,"n. 烦恼（等于annoyance）
vt. 骚扰；惹恼；打搅
vi. 惹恼；令人讨厌；打搅"
applaud,"vt. 赞同；称赞；向…喝彩
vi. 喝彩；鼓掌欢迎"
bathe,"n. 洗澡；游泳
vt. 沐浴；用水洗
vi. 洗澡；沐浴"
beat,"n. 拍子；敲击；有规律的一连串敲打
adj. 筋疲力尽的；疲惫不堪的
vt. 打；打败
vi. 打；打败；拍打；有节奏地舒张与收缩"
bend,"n. 弯曲
vt. 使弯曲；使屈服；使致力；使朝向
vi. 弯曲，转弯；屈服；倾向；专心于"
bind,"n. 捆绑；困境；讨厌的事情；植物的藤蔓
vt. 绑；约束；装订；包扎；凝固
vi. 结合；装订；有约束力；过紧"
bite,"n. 咬；一口；咬伤；刺痛
abbr. 机内测试设备（Built-In Test Equipment）
vt. 咬；刺痛
vi. 咬；刺痛"
blink,"n. 眨眼；瞬间；闪光
vt. 眨眼；使…闪烁
vi. 眨眼；闪烁"
bob,"n. 短发；摆动；浮子；轻敲；悬挂的饰品
vt. 剪短；敲击；使上下快速摆动
vi. 上下跳动；振动"
boil,"n. 沸腾，煮沸；疖子
vt. 煮沸，烧开；使…激动；使…蒸发
vi. 煮沸，沸腾；激动，激昂"
buffet,"n. 自助餐；小卖部；打击；猛烈冲击
adj. 自助的；自助餐的
vi. 斗争；奋勇前进
vt. 与…搏斗；连续猛击"
bulge,"n. 胀；膨胀；凸出部分
vt. 使膨胀；使凸起
vi. 膨胀；凸出"
bundle,"n. 束；捆
vt. 捆
vi. 匆忙离开"
bustle,"n. 喧闹；活跃；裙撑；热闹的活动
vt. 使忙碌；催促
vi. 喧闹；忙乱；充满"
cast,"n. 投掷，抛；铸件， 铸型；演员阵容；脱落物
vt. 投，抛；计算；浇铸；投射（光、影、视线等）
vi. 投，抛垂钓鱼钩；计算，把几个数字加起来"
categorize,vt. 分类
chat,"n. 聊天；闲谈
vt. 与…搭讪；与…攀谈
vi. 聊天；闲谈"
cherish,"vt. 珍爱
vt. 怀有（感情等）；抱有（希望等）"
chop,"n. 砍；排骨；商标；削球
(俚)丑人
vt. 剁碎；砍"
clasp,"n. 扣子，钩子；握手
vt. 紧抱；扣紧；紧紧缠绕
vi. 扣住"
clatter,"n. 哗啦声；嘈杂的谈笑声；咔嗒声
vi. 发出哗啦声；喧闹的谈笑
vt. 使卡搭卡搭的响"
clearance,n. 清除；空隙
click,"n. 单击；滴答声
vi. 作咔哒声
vt. 点击；使发咔哒声"
clutch,"n. 离合器；控制；手；紧急关头
vt. 抓住；紧握
adj. 没有手提带或背带的；紧要关头的
vi. 攫；企图抓住"
coax,"vt. 哄；哄诱；慢慢将…弄好
vi. 哄骗；劝诱"
coil,"n. 线圈；卷
vt. 盘绕，把…卷成圈
vi. 成圈状"
combat,"n. 战斗；争论
adj. 战斗的；为…斗争的
vi. 战斗；搏斗
vt. 反对；与…战斗"
cram,"n. 死记硬背；极度拥挤
adj. 填鸭式学的
vi. 狼吞虎咽地吃东西；死记硬背功课
vt. 填满，塞满；死记硬背；猛吃"
crease,"n. 折痕；折缝
vt. 弄皱；使起折痕
vi. 起皱"
