enable,vt. 使能够，使成为可能；授予权利或方法
hostile,"n. 敌对
adj. 敌对的，敌方的；怀敌意的"
indignant,adj. 愤愤不平的；义愤的
indignation,n. 愤慨；愤怒；义愤
humanity,n. 人类；人道；仁慈；人文学科
crisp,"adj. 脆的；新鲜的；易碎的
vt. 使卷曲；使发脆
vi. 卷曲；发脆
n. 松脆物；油炸马铃薯片"
fragile,adj. 脆的；易碎的
feeble,adj. 微弱的，无力的；虚弱的；薄弱的
brisk,"adj. 敏锐的，活泼的，轻快的；凛冽的
vt. 使……活泼；使……轻快；使……兴旺
vi. 活跃起来；变得轻快"
intricate,adj. 复杂的；错综的，缠结的
subtle,adj. 微妙的；精细的；敏感的；狡猾的；稀薄的
initial,"n. 词首大写字母
adj. 最初的；字首的
vt. 用姓名的首字母签名"
initiate,"n. 开始；新加入者，接受初步知识者
vt. 开始，创始；发起；使初步了解
adj. 新加入的；接受初步知识的"
internal,"n. 内脏；本质
adj. 内部的；里面的；体内的；（机构）内部的"
fatal,adj. 致命的；重大的；毁灭性的；命中注定的
tentative,"n. 假设，试验
adj. 试验性的，暂定的；踌躇的"
excess,"n. 超过，超额；过度，过量；无节制
adj. 额外的，过量的；附加的"
disastrous,adj. 灾难性的；损失惨重的；悲伤的
exaggerate,"vt. 使扩大；使增大
vi. 夸大；夸张"
flush,"n. 激动，洋溢；面红；萌芽；旺盛；奔流
adj. 大量的；齐平的；丰足的，洋溢的；挥霍的
vt. 使齐平；发红，使发亮；用水冲洗；使激动
vi. 发红，脸红；奔涌；被冲洗"
blush,"n. 脸红；红色；羞愧
vt. 红著脸表示；使成红色
vi. 脸红；感到惭愧"
beam,"n. 横梁；光线；电波；船宽； 秤杆
vt. 发送；以梁支撑；用…照射；流露
vi. 照射；堆满笑容"
ambiguous,adj. 模糊不清的；引起歧义的
skeptical,adj. 怀疑的；怀疑论的，不可知论的
sceptical,adj. 怀疑的；怀疑论的；习惯怀疑的
intelligible,adj. 可理解的；明了的；仅能用智力了解的
ingenious,adj. 有独创性的；机灵的，精制的；心灵手巧的
ambitious,adj. 野心勃勃的；有雄心的；热望的；炫耀的
stationary,"n. 不动的人；驻军
adj. 固定的；静止的；定居的；常备军的"
aggressive,adj. 侵略性的；好斗的；有进取心的；有闯劲的
enthusiastic,adj. 热情的；热心的；狂热的
considering,"conj. 考虑到
prep. 考虑到；就...而论
v. 考虑到（consider的ing形式）"
considerate,adj. 体贴的；体谅的；考虑周到的
thoughtful,adj. 深思的；体贴的；关切的
complicate,vt. 使复杂化；使恶化；使卷入
complication,n. 并发症；复杂；复杂化；混乱
elaborate,"adj. 精心制作的；详尽的；煞费苦心的
vi. 详细描述；变复杂
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）"
arbitrary,adj.  任意的；武断的；专制的
negligible,adj. 微不足道的，可以忽略的
sufficient,adj. 足够的；充分的
ignorant,adj. 无知的；愚昧的
drawback,n. 缺点，不利条件；退税
handicap,"n. 障碍；不利条件，不利的因素
vt. 妨碍，阻碍；使不利"
bruise,"n. 擦伤；挫伤；青肿
vt. 使受瘀伤；使受挫伤
vi. 擦伤；受伤"
blunder,"n. 大错
vt. 做错
vi. 跌跌撞撞地走；犯大错"
revenge,"n. 报复；复仇
vt. 报复；替…报仇；洗雪
vi. 报仇；雪耻"
reproach,"n. 责备；耻辱
vt. 责备；申斥"
scandal,n. 丑闻；流言蜚语；诽谤；公愤
remedy,"n. 补救；治疗；赔偿
vt. 补救；治疗；纠正"
therapy,n. 治疗，疗法
revive,"vt. 使复兴；使苏醒；回想起；重演，重播
vi. 复兴；复活；苏醒；恢复精神"
misfortune,n. 不幸；灾祸，灾难
plague,"n. 瘟疫；灾祸；麻烦；讨厌的人
vt. 折磨；使苦恼；使得灾祸"
flaw,"n. 瑕疵，缺点；一阵狂风；短暂的风暴；裂缝，裂纹
v. 使生裂缝，使有裂纹；使无效；使有缺陷
vi. 生裂缝；变的有缺陷"
defect,"n. 缺点，缺陷；不足之处
vi. 变节；叛变"
deficit,n. 赤字；不足额
disposition,n. 处置； 性情； 部署；倾向
discrepancy,n. 不符；矛盾；相差
deem,"vt. 认为，视作；相信
vi. 认为，持某种看法；作某种评价"
acknowledge,vt. 承认；答谢；报偿；告知已收到
anticipate,vt. 预期，期望；占先，抢先；提前使用
manifest,"vt. 证明，表明；显示
vi. 显示，出现
n. 载货单，货单；旅客名单
adj. 显然的，明显的；明白的"
articulate,"adj. 发音清晰的；口才好的；有关节的
vt. 清晰地发（音）；明确有力地表达；用关节连接；使相互连贯
vi. 发音；清楚地讲话；用关节连接起来
n. 有节体的动物"
formulate,vt. 规划；用公式表示；明确地表达
implement,"n. 工具，器具；手段
vt. 实施，执行；实现，使生效"
demonstrate,"vt. 证明；展示；论证
vi. 示威"
reflection,n. 反射；沉思；映象
reflexion,n. <主英>反射，反射光; 反射作用（等于reflection）
illuminate,"vt. 阐明，说明；照亮；使灿烂；用灯装饰
vi. 照亮"
reproduce,"vt. 复制；再生；生殖；使…在脑海中重现
vi. 复制；繁殖"
reaction,n. 反应，感应；反动，复古；反作用
reveal,"n. 揭露；暴露；门侧，窗侧
vt. 显示；透露；揭露；泄露"
leak,"n. 泄漏；漏洞，裂缝
vt. 使渗漏，泄露
vi. 漏，渗；泄漏出去"
disclose,vt. 公开；揭露
overlook,"vt. 忽略；俯瞰；远眺；检查；高耸于…之上
n. 忽视；眺望"
relay,"n.  继电器；接替，接替人员；驿马
vt. 转播；使接替；分程传递
vi. 转播；接替"
delete,vt. 删除
compensate,"vt. 补偿，赔偿；付报酬
vi. 补偿，赔偿；抵消"
offset,"n. 抵消，补偿；平版印刷；支管
vt. 抵消；弥补；用平版印刷术印刷
vi. 装支管"
balance,"n. 平衡；余额；匀称
vt. 使平衡；结算；使相称
vi. 保持平衡；相称；抵销"
cushion,"n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄
vt. 给…安上垫子；把…安置在垫子上；缓和…的冲击"
supplement,"vt. 增补，补充
n. 增补，补充；补充物；增刊，副刊"
commence,v. 开始；着手；<英>获得学位
complement,"n. 补语；余角；补足物
vt. 补足，补助"
compliment,"n. 恭维；称赞；问候；致意；道贺
vt. 恭维；称赞"
flatter,vt. 奉承；谄媚；使高兴
contaminate,vt. 污染，弄脏
pollute,vt. 污染；玷污；败坏
infect,vt. 感染，传染
shrewd,"n. 精明（的人）；机灵（的人）
adj. 精明的；狡猾的；机灵的"
stern,"n. 船尾；末端
adj. 严厉的；坚定的"
nasty,"adj. 下流的；肮脏的；脾气不好的；险恶的
n. 令人不快的事物
性的吸引力"
alert,"n. 警戒，警惕；警报
adj. 警惕的，警觉的；留心的
vt. 警告；使警觉，使意识到"
refresh,"vt. 更新；使……恢复；使……清新；消除……的疲劳
vi. 恢复精神；喝饮料，吃点心；补充给养"
plea,n. 恳求，请求；辩解，辩护；借口，托辞
plead,"vt. 借口；为...辩护；托称
vi. 恳求；辩护"
petition,"n. 请愿；请愿书；祈求； 诉状
vt. 请愿；请求；恳求
vi. 请愿；请求"
resort,"n. 凭借，手段；度假胜地；常去之地
vi. 求助，诉诸；常去；采取某手段或方法"
proceed,"vi. 开始；继续进行；发生；行进
n. 收入，获利"
appeal,"n. 呼吁，请求；吸引力，感染力；上诉；诉诸裁判
vt. 将…上诉，对…上诉
vi. 呼吁，恳求；上诉；诉诸，求助；有吸引力，迎合爱好；（体育比赛中）诉诸裁判"
tempt,vt. 诱惑；引起；冒…的风险；使感兴趣
lure,"n. 诱惑；饵；诱惑物
vt. 诱惑；引诱"
incline,"n. 倾斜；斜面；斜坡
vt. 使倾斜；使倾向于
vi. 倾斜；倾向；易于"
tend,"vt. 照料，照管
vi. 趋向，倾向；照料，照顾"
depress,vt. 压抑；使沮丧；使萧条
default,"n. 违约；缺席；缺乏；系统默认值
vt. 不履行；不参加（比赛等）；对…处以缺席裁判
vi. 拖欠；不履行；不到场"
degrade,"vt. 贬低；使……丢脸；使……降级；使……降解
vi. 降级，降低；退化"
deteriorate,"vi. 恶化，变坏
vt. 恶化"
decay,"n. 衰退， 衰减；腐烂，腐朽
vt. 使腐烂，使腐败；使衰退，使衰落
vi. 衰退， 衰减；腐烂，腐朽"
descend,"vi. 下降；下去；下来；遗传；屈尊
vt. 下去；沿…向下"
descendant,"n. 后裔；子孙
adj. 下降的；祖传的"
defendant,"n. 被告
adj. 辩护的；为自己辩护的"
predecessor,n. 前任，前辈
successor,n. 继承者；后续的事物
successive,adj. 连续的；继承的；依次的；接替的
ancestor,n. 始祖，祖先；被继承人
descent,"n. 下降；血统；袭击
vt. 除去…的气味；使…失去香味"
terrain,n.  地形，地势；领域；地带
sensible,"n. 可感觉到的东西; 敏感的人;
adj. 明智的; 通情达理的; 合乎情理的; 意识到的，能感觉到的;"
sensitive,"adj. 敏感的；感觉的； 灵敏的；感光的；易受伤害的；易受影响的
n. 敏感的人；有灵异能力的人"
sentiment,n. 感情，情绪；情操；观点；多愁善感
sensation,n. 感觉；轰动；感动
glow,"n. 灼热；色彩鲜艳；兴高采烈
vi. 发热；洋溢；绚丽夺目"
brilliant,adj. 灿烂的，闪耀的；杰出的；有才气的；精彩的，绝妙的
oppress,vt. 压迫，压抑；使……烦恼；使……感到沉重
curse,"n. 诅咒；咒骂
vt. 诅咒；咒骂
vi. 诅咒；咒骂"
bless,vt. 祝福；保佑；赞美
alleviate,vt. 减轻，缓和
activate,"vt. 刺激；使活动；使活泼；使产生放射性
vi. 激活；有活力"
assure,vt. 保证；担保；使确信；弄清楚
reassure,vt. 使…安心，使消除疑虑
certainty,n. 必然；确实；确实的事情
warrant,"n. 根据；证明；正当理由；委任状
vt. 保证；担保；批准；辩解"
supervise,"vt. 监督，管理；指导
vi. 监督，管理；指导"
mobilize,"vt. 动员，调动；集合，组织；使…流通；使…松动
vi. 组织；动员起来"
mobilise,"vt. 动员；调动；使流通
vi. 动员起来（等于mobilize）"
mob,"n. 暴民，暴徒；民众；乌合之众
vt. 大举包围，围攻；蜂拥进入
vi. 聚众生事，聚众滋事"
manipulate,vt. 操纵；操作；巧妙地处理；篡改
handle,"n.  把手；柄；手感；口实
vt. 处理；操作；运用；买卖；触摸
vi. 搬运；易于操纵"
cope,"n. 长袍
vi. 处理；对付；竞争"
automatic,"n. 自动机械；自动手枪
adj. 自动的；无意识的；必然的"
thrill,"n. 激动；震颤；紧张
vt. 使…颤动；使…紧张；使…感到兴奋或激动
vi. 颤抖；感到兴奋；感到紧张"
assault,"n. 攻击；袭击
vt. 攻击；袭击
vi. 袭击；动武"
dedicate,vt. 致力；献身；题献
cater,vt. 投合，迎合；满足需要；提供饮食及服务
cling,vi. 坚持，墨守；紧贴；附着
allege,vt. 宣称，断言；提出…作为理由
addict,"n. 有瘾的人；入迷的人
vt. 使沉溺；使上瘾"
pastime,n. 娱乐，消遣
symposium,n. 讨论会，座谈会；专题论文集；酒宴，宴会
penalty,n. 罚款，罚金；处罚
fantastic,"n. 古怪的人
adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的"
imaginary,adj. 虚构的，假想的；想像的；虚数的
imaginative,adj. 富于想象的；有创造力的
asset,n. 资产；优点；有用的东西；有利条件；财产；有价值的人或物
ethic,"n. 伦理；道德规范
adj. 伦理的；道德的（等于ethical）"
inventory,n. 存货，存货清单；详细目录；财产清册
gear,"n. 齿轮；装置，工具；传动装置
adj. 好极了
vt. 开动；搭上齿轮；使……适合；使……准备好
vi. 适合；搭上齿轮；开始工作"
harness,"n. 马具；甲胄；挽具状带子；降落伞背带；日常工作
vt. 治理；套；驾驭；披上甲胄；利用"
hatch,"n. 孵化；舱口
vt. 孵；策划
vi. 孵化"
motivate,vt. 刺激；使有动机；激发…的积极性
innovation,n. 创新，革新；新方法
cultivate,vt. 培养；陶冶；耕作
digest,"n. 文摘；摘要
vt. 消化；吸收；融会贯通
vi. 消化"
insight,n. 洞察力；洞悉
theme,"n. 主题；主旋律；题目
adj. 以奇想主题布置的"
leaflet,n. 小叶；传单
bald,"adj. 秃顶的；光秃的；单调的；无装饰的
vi. 变秃"
barren,"n. 荒地
adj. 贫瘠的；不生育的；无益的；沉闷无趣的；空洞的"
bare,"adj. 空的；赤裸的，无遮蔽的
vt. 露出，使赤裸"
bleak,adj. 阴冷的；荒凉的，无遮蔽的；黯淡的，无希望的；冷酷的；单调的
virgin,"n. 处女
adj. 处女的；纯洁的；未经利用的，处于原始状态的"
wretched,adj. 可怜的；卑鄙的；令人苦恼或难受的
pathetic,adj. 可怜的，悲哀的；感伤的；乏味的
durable,"n. 耐用品
adj. 耐用的，持久的"
stable,"n. 马厩；牛棚
adj. 稳定的；牢固的；坚定的
vt. 赶入马房
vi. 被关在马厩"
stabilize,"vt. 使稳固，使安定
vi. 稳定，安定"
stabilise,"vt. 使…坚固；使…安定；装稳定器（等于stablize）
vi. 稳定；安定"
available,adj. 可获得的；可购得的；可找到的；有空的
avail,"vi. 有益于，有益于；使对某人有利。
vt. 有益于，有益于；使对某人有利。
n. 效用，利益"
utilize,vt. 利用
utilise,vt. 使用（等于utilize）；利用
apply,"vi. 申请；涂，敷；适用；请求
vt. 申请；涂，敷；应用"
exploit,"n. 勋绩；功绩
vt. 开发，开拓；剥削；开采"
highlight,"n. 最精彩的部分；最重要的事情；加亮区
vt. 突出；强调；使显著；加亮"
underline,"n. 下划线；下期节目预告
vt. 强调；在…下面划线；预告"
upgrade,"n. 升级；上升；上坡
vt. 使升级；提升；改良品种
adj. 向上的
adv. 往上"
genetic,adj. 遗传的；基因的；起源的
random,"n. 随意
adj.  随机的；任意的；胡乱的
adv. 胡乱地"
essence,n. 本质，实质；精华；香精
bulk,"n. 体积，容量；大多数，大部分；大块
vt. 使扩大，使形成大量；使显得重要"
texture,n. 质地；纹理；结构；本质，实质
threshold,n. 入口；门槛；开始；极限；临界值
porch,n. 门廊；走廊
vent,"n. （感情的）发泄；出口；通风孔
vt. 发泄感情；放出…；给…开孔
vi. 放出；（通过排泄等）减轻压力"
inlet,"n. 入口，进口；插入物；水湾
v. 引进; 嵌入; 插入;"
entry,n. 进入；入口；条目；登记；报关手续；对土地的侵占
underlying,"adj. 潜在的；根本的；在下面的；优先的
v. 放在…的下面；为…的基础；优先于（underlie的ing形式）"
vulgar,"n. 平民，百姓
adj. 粗俗的；通俗的；本土的"
disaster,n. 灾难，灾祸；不幸
expedition,n. 远征；探险队；迅速
controversy,n. 争论；论战；辩论
dismay,"n. 沮丧，灰心；惊慌
vt. 使沮丧；使惊慌"
suspect,"n. 嫌疑犯
adj. 可疑的；不可信的
vi. 怀疑；猜想
vt. 怀疑；猜想"
suspicion,"n. 怀疑；嫌疑；疑心；一点儿
vt. 怀疑"
verdict,n. 结论；裁定
turbulent,adj. 骚乱的，混乱的；狂暴的；吵闹的；激流的，湍流的
tragic,adj. 悲剧的；悲痛的，不幸的
vulnerable,adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
distinct,adj. 明显的；独特的；清楚的；有区别的
distinction,n. 区别；差别；特性；荣誉、勋章
discriminate,"vi. 区别；辨别
vt. 歧视；区别；辨别"
deviate,"vi. 脱离；越轨
vt. 使偏离"
recession,n. 衰退；不景气；后退；凹处
concede,"vi. 让步
vt. 承认；退让；给予，容许"
priority,n. 优先；优先权； 优先次序；优先考虑的事
superiority,n. 优越，优势；优越性
emergency,"n. 紧急情况；突发事件；非常时刻
adj. 紧急的；备用的"
corporate,adj. 法人的；共同的，全体的；社团的；公司的；企业的
incorporate,"vt. 包含，吸收；体现；把……合并
adj. 合并的；一体化的；组成公司的
vi. 合并；混合；组成公司"
hierarchy,n. 层级；等级制度
senior,"n. 上司；较年长者；毕业班学生
adj. 高级的；年长的；地位较高的；年资较深的，资格较老的"
