abandon,"n. 放任；狂热
vt. 遗弃；放弃"
filter,"n. 滤波器； 过滤器；筛选；滤光器
vt. 过滤；渗透；用过滤法除去
vi. 滤过；渗入；慢慢传开"
fireplace,n. 壁炉
firm,"n. 公司；商号
adj. 坚定的；牢固的；严格的；结实的
vt. 使坚定；使牢固
adv. 稳固地
vi. 变坚实；变稳固"
fist,"n. 拳，拳头；笔迹；掌握；指标参见号
vt. 紧握；握成拳；用拳打"
flag,"n. 标志；旗子
vt. 标记；插旗
vi. 标记；衰退；枯萎"
flare,"n. 加剧，恶化；底部展开；（鼻孔）张开的意思；闪光，闪耀；耀斑；爆发；照明弹
vi. 闪耀，闪光；燃烧；突然发怒
vt. 使闪耀；使张开；用发光信号发出；使外倾"
flavor,"n. 情味，风味；香料；滋味
vt. 加味于"
fling,"n. 掷，抛；嘲弄；急冲
vt. 掷，抛；嘲笑；使陷入；轻蔑地投射；猛动
vi. 猛冲，急行"
flame,"n. 火焰；热情；光辉
v. 焚烧；泛红"
flourish,"n. 兴旺；茂盛；挥舞；炫耀；华饰
vi. 繁荣，兴旺；茂盛；活跃；处于旺盛时期
vt. 夸耀；挥舞"
flee,"vt. 逃跑，逃走；逃避
vi. 逃走；消失，消散"
fleet,"n. 舰队；港湾；小河
adj. 快速的，敏捷的
vt. 消磨
vi. 飞逝；疾驰；掠过"
flexible,adj. 灵活的；柔韧的；易弯曲的
flesh,"n. 肉；肉体
vt. 喂肉给…；使发胖
vi. 长胖"
float,"n. 彩车，花车；漂流物；浮舟；浮萍
vi. 浮动；飘动，散播；摇摆；付诸实施
vt. 使漂浮；实行"
flock,"n. 群；棉束（等于floc）
vi. 聚集；成群而行
vt. 用棉束填满"
flood,"n. 洪水；泛滥；一大批
vt. 淹没；充满；溢出
vi. 涌出；涌进；为水淹没"
flour,"n. 面粉；粉状物质
vt. 撒粉于；把…磨成粉"
flow,"n. 流动；流量；涨潮，泛滥
vt. 淹没，溢过
vi. 流动，涌流；川流不息；飘扬"
overflow,"vi. 溢出；泛滥；充溢
n. 充满，洋溢；泛滥；超值；溢值
vt. 使溢出；使泛滥；使充溢"
flu,n. 流感
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
flush,"n. 激动，洋溢；面红；萌芽；旺盛；奔流
adj. 大量的；齐平的；丰足的，洋溢的；挥霍的
vt. 使齐平；发红，使发亮；用水冲洗；使激动
vi. 发红，脸红；奔涌；被冲洗"
fluent,adj. 流畅的，流利的；液态的；畅流的
fly,"n. 飞行；苍蝇；两翼昆虫
adj. 敏捷的
vi. 飞；驾驶飞机；飘扬
vt. 飞行；飞越；使飘扬"
fog,"n. 雾；烟雾，尘雾；迷惑
vt. 使模糊；使困惑；以雾笼罩
vi. 被雾笼罩；变模糊"
fold,"n. 折痕；信徒；羊栏
vt. 折叠；合拢；抱住；笼罩
vi. 折叠起来；彻底失败"
fond,adj. 喜欢的；温柔的；宠爱的
fool,"n. 傻瓜；愚人；受骗者
vt. 欺骗，愚弄
adj. 傻的
vi. 欺骗；开玩笑；戏弄"
wild,"n. 荒野
adj. 野生的；野蛮的；狂热的；荒凉的
adv. 疯狂地；胡乱地"
mild,"adj. 温和的；轻微的；淡味的；文雅的；不含有害物质的的
n. （英国的一种）淡味麦芽啤酒"
mile,n. 英里；一英里赛跑；较大的距离
smile,"n. 微笑；笑容；喜色
vt. 微笑着表示
vi. 微笑"
nail,"vt. 钉；使固定；揭露
n.  指甲；钉子"
fail,"n. 不及格
vi. 失败，不及格；破产；缺乏；衰退
vt. 不及格；使失望；忘记；舍弃"
forbid,vt. 禁止；不准；不允许；严禁
force,"n. 力量；武力；军队；魄力
vt. 促使，推动；强迫；强加"
forehead,n. 额，前额
foremost,"adj. 最重要的；最先的
adv. 首先；居于首位地"
forest,"n. 森林
vt. 植树于，使成为森林"
forever,adv. 永远；不断地；常常
forgive,"vt. 原谅；免除（债务、义务等）
vi. 表示原谅"
fork,"n. 叉；餐叉；耙
vt. 叉起；使成叉状
vi. 分叉；分歧"
form,"n. 形式，形状；形态，外形；方式；表格
vt. 构成，组成；排列，组织；产生，塑造
vi. 形成，构成；排列"
perform,"vt. 执行；完成；演奏
vi. 执行，机器运转；表演"
performance,n. 性能；绩效；表演；执行；表现
inform,"vi. 告发；告密
vt. 通知；告诉；报告"
formal,"n. 正式的社交活动；夜礼服
adj. 正式的；拘谨的；有条理的"
former,"n. 模型，样板；起形成作用的人
adj. 从前的，前者的；前任的"
latter,adj. 后者的；近来的；后面的；较后的
reform,"n. 改革，改良；改正
adj. 改革的；改革教会的
vt. 改革，革新；重新组成
vi. 重组；改过"
platform,n. 平台；月台，站台；坛；讲台
transform,"vt. 改变，使…变形；转换
vi. 变换，改变；转化"
formula,n.  公式，准则；配方；婴儿食品
uniform,"n. 制服
adj. 统一的；一致的；相同的；均衡的；始终如一的
vt. 使穿制服；使成一样"
fortnight,n. 两星期
forum,n. 论坛，讨论会；法庭；公开讨论的广场
fraction,n. 分数；部分；小部分；稍微
frame,"n. 框架；结构； 画面
adj. 有木架的；有构架的
vt. 设计；建造；陷害；使…适合
vi. 有成功希望"
fragile,adj. 脆的；易碎的
frequent,"adj. 频繁的；时常发生的；惯常的
vt. 常到，常去；时常出入于"
fridge,n. 电冰箱
frustrate,"vt. 挫败；阻挠；使感到灰心
adj. 挫败的；无益的
vi. 失败；受挫"
frown,"n. 皱眉，蹙额
vt. 皱眉，蹙额
vi. 皱眉；不同意"
fringe,"n. 边缘；穗；刘海
adj. 边缘的；附加的
vt. 加穗于"
fragrance,n. 香味，芬芳
fright,"n. 惊吓；惊骇
vt. 使惊恐"
friction,n. 摩擦， 摩擦力
fraud,n. 欺骗；骗子；诡计
fragment,"n. 碎片；片断或不完整部分
vt. 使成碎片
vi. 破碎或裂开"
freight,"n. 货运；运费；船货
vt. 运送；装货；使充满"
fracture,"n. 破裂，断裂； 骨折
vt. 使破裂
vi. 破裂；折断"
friend,n. 朋友；助手；赞助者
frank,"n. 免费邮寄特权
adj. 坦白的，直率的；老实的
vt. 免费邮寄"
frog,"n. 青蛙； 辙叉；饰扣
vi. 捕蛙"
frontier,"n. 前沿；边界；国境
adj. 边界的；开拓的"
frost,"n. 霜；冰冻，严寒；冷淡
vi. 结霜；受冻
vt. 结霜于；冻坏"
fruitful,adj. 富有成效的；多产的；果实结得多的
fry,"n. 鱼苗；油炸食物
vt. 油炸；油煎
vi. 油炸；油煎"
fuel,"n. 燃料；刺激因素
vt. 供以燃料，加燃料
vi. 得到燃料"
fulfill,vt. 履行；实现；满足；使结束（等于fulfil）
fume,"n. 烟；愤怒，烦恼
vt. 熏；冒烟；愤怒地说
vi. 冒烟；发怒"
function,"n. 功能； 函数；职责；盛大的集会
vi. 运行；活动；行使职责"
funeral,"n. 葬礼；麻烦事
adj. 丧葬的，出殡的"
fur,"n. 皮，皮子；毛皮；软毛
n. 水垢
vt. 用毛皮覆盖；使穿毛皮服装"
furious,adj. 激烈的；狂怒的；热烈兴奋的；喧闹的
furnace,n. 火炉，熔炉
furniture,n. 家具；设备；储藏物
furnish,vt. 提供；供应；装备
further,"adj. 更远的；深一层的
vt. 促进，助长；增进
adv. 进一步地；而且；更远地"
gain,"n. 增加；利润；收获
vi. 增加；获利
vt. 获得；增加；赚到"
gallery,"n. 画廊；走廊；旁听席；地道
vt. 在…修建走廊；在…挖地道
vi. 挖地道"
game,"n. 游戏；比赛
adj. 勇敢的
vi. 赌博"
tame,"adj. 驯服的；平淡的；乏味的；顺从的
vt. 驯养；使变得平淡；制服
vi. 变得驯服"
blame,"n. 责备；责任；过失
vt. 责备；归咎于"
flame,"n. 火焰；热情；光辉
v. 焚烧；泛红"
gang,"n. 群；一伙；一组
vt. 使成群结队；结伙伤害或恐吓某人
vi. 成群结队"
gap,"n. 间隙；缺口；差距；分歧
vt. 使形成缺口
vi. 裂开"
garage,"n. 车库；汽车修理厂；飞机库
vt. 把……送入车库；把（汽车）开进车库"
gas,"n. 气体； 瓦斯；汽油；毒气
vt. 加油；毒（死）
vi. 加油；放出气体；空谈"
gasp,"n. 喘气
vi. 喘气；喘息；渴望
vt. 气喘吁吁地说；喘着气说话"
gather,"n. 聚集；衣褶；收获量
vt. 收集；收割；使…聚集；使…皱起
vi. 聚集；化脓；皱起"
gauge,"n. 计量器；标准尺寸；容量规格
vt. 测量；估计；给…定规格"
gaze,"n. 凝视；注视
vi. 凝视；注视"
generate,vt. 使形成；发生；生殖；产生物理反应
gender,"n. 性；性别；性交
vt. 生（过去式gendered，过去分词gendered，现在分词gendering，第三人称单数genders，形容词genderless）"
genius,n. 天才，天赋；精神
gentle,"n. 蛆，饵
adj. 温和的；文雅的
vt. 使温和，使驯服"
genetic,adj. 遗传的；基因的；起源的
generous,adj. 慷慨的，大方的；宽宏大量的；有雅量的
genuine,adj. 真实的，真正的；诚恳的
general,"n. 一般；将军，上将；常规
adj. 一般的，普通的；综合的；大体的"
germ,"n.  胚芽，萌芽；细菌
vi. 萌芽"
gesture,"n. 姿态；手势
vt. 用动作表示
vi. 作手势；用动作示意"
ghost,"n. 鬼，幽灵
vt. 作祟于；替…捉刀；为人代笔
vi. 替人代笔"
giant,"n. 巨人；伟人； 巨大的动物
adj. 巨大的；巨人般的"
glance,"n. 一瞥；一滑；闪光
vt. 扫视；瞥见；擦过
vi. 扫视，匆匆一看；反光；瞥闪，瞥见"
glide,"vi. 滑翔；滑行；悄悄地走；消逝
vt. 使滑行；使滑动
n. 滑翔；滑行；滑移；滑音"
glove,"n. 手套
vt. 给…戴手套"
glue,"n. 胶；各种胶合物
vt. 粘合；似胶般固着于"
gold,"n. 金，黄金；金色；金币
adj. 金的，金制的；金色的"
golf,"n. 高尔夫球；高尔夫球运动
vi. 打高尔夫球"
gorgeous,adj. 华丽的，灿烂的；极好的
govern,"vt. 管理；支配；统治；控制
vi. 居支配地位；进行统治"
gown,"n. 长袍，长外衣；礼服；睡袍；法衣
vt. 使穿睡衣"
grace,"n. 优雅；恩惠；魅力；慈悲
vt. 使优美"
gradual,"n. 弥撒升阶圣歌集
adj. 逐渐的；平缓的"
graduate,"n. 研究生；毕业生
adj. 毕业的；研究生的
vt. 授予…学位；分等级；标上刻度
vi. 毕业；渐变"
grain,"n. 粮食；颗粒； 谷物；纹理
vt. 使成谷粒
vi. 成谷粒"
grand,"n. 大钢琴；一千美元
adj. 宏伟的；豪华的；极重要的"
grant,"n. 拨款； 授予物
vt. 授予；允许；承认
vi. 同意"
grasp,"n. 抓住；理解；控制
vi. 抓
vt. 抓住；领会"
grip,"n. 紧握；柄；支配；握拍方式；拍柄绷带
vt. 紧握；夹紧
vi. 抓住"
grateful,adj. 感谢的；令人愉快的，宜人的
greenhouse,"n. 温室
造成温室效应的"
groan,"n. 呻吟；叹息；吱嘎声
vt. 呻吟；抱怨
vi. 呻吟；抱怨；发吱嘎声"
guarantee,"n. 保证；担保；保证人；保证书；抵押品
vt. 保证；担保"
guard,"n. 守卫；警戒；护卫队；防护装置
vi. 警惕
vt. 保卫；监视"
guide,"n. 指南；向导；入门书
vt. 引导；带领；操纵
vi. 担任向导"
guilty,adj. 有罪的；内疚的
gulf,"n. 海湾；深渊；分歧；漩涡
vt. 吞没"
gum,"n. 口香糖；树胶；橡皮
vt. 用胶粘，涂以树胶；使…有粘性"
gun,"n. 枪支；枪状物；持枪歹徒
vt. 向…开枪；开大油门
vi. 用枪射击；加大油门快速前进"
gym,n. 健身房；体育；体育馆
hall,n. 过道，门厅，走廊；会堂；食堂；学生宿舍；大厅，前厅；娱乐中心，会所
ham,"adj. 过火的；做作的
vi. 表演过火
vt. 演得过火
n. 火腿；业余无线电爱好者；蹩脚演员"
hamburger,n. 汉堡包，火腿汉堡；牛肉饼，肉饼；碎牛肉
hammer,"n. 铁锤；链球； 锤骨；音锤
vi. 锤击；敲打；重复
vt. 锤击；锤打"
handful,n. 少数；一把；棘手事
handkerchief,n. 手帕；头巾，围巾
handle,"n.  把手；柄；手感；口实
vt. 处理；操作；运用；买卖；触摸
vi. 搬运；易于操纵"
handsome,adj. （男子）英俊的；可观的；大方的，慷慨的；健美而端庄的
handwriting,"n. 笔迹；书法；书写；手稿
v. 亲手写（handwrite的ing形式）"
handy,adj. 便利的；手边的，就近的；容易取得的；敏捷的
harbor,"n. 海港；避难所
vt. 庇护；怀有
vi. 居住，生存；入港停泊；躲藏"
harmony,n. 协调；和睦；融洽；调和
harsh,adj. 严厉的；严酷的；刺耳的；粗糙的；刺目的
harvest,"n. 收获；产量；结果
vt. 收割；得到
vi. 收割庄稼"
haste,"n. 匆忙；急忙；轻率
vt. 赶快
vi. 匆忙；赶紧"
hate,"n. 憎恨；反感
vt. 憎恨；厌恶；遗憾
vi. 仇恨"
hawk,"n. 鹰；鹰派成员；掠夺他人的人
vi. 清嗓；咳嗽；像鹰一般地袭击
vt. 兜售，沿街叫卖；捕捉；咳出"
hay,"n. 干草
vt. 把晒干
vi. 割草晒干"
hazard,"n. 危险，冒险；冒险的事
vt. 赌运气；冒…的危险，使遭受危险"
headache,n. 头痛；麻烦；令人头痛之事
heading,"n. 标题；（足球）头球；信头
v. 用头顶（head的ing形式）"
headline,"n. 大标题；内容提要；栏外标题；头版头条新闻
vt. 给…加标题；使成为注意中心；大力宣传"
headmaster,n. 校长
headquarters,n. 总部；指挥部；司令部
heal,"vt. 治愈，痊愈；和解
vi. 痊愈"
heap,"n. 堆；许多；累积
vt. 堆；堆积
vi. 堆起来"
heel,"n. 脚后跟；踵
vt. 倾侧
vi. 倾侧"
heighten,"vt. 提高；增高；加强；使更显著
vi. 升高；变强"
helicopter,"n.  直升飞机
vt. 由直升机运送
vi.  乘直升飞机"
hen,n. 母鸡；女人；雌禽
hence,adv. 因此；今后
henceforth,adv. 今后；自此以后
herd,"n. 兽群，畜群；放牧人
vt. 放牧；使成群
vi. 成群，聚在一起"
heroine,n. 女主角；女英雄；女杰出人物
hesitate,"vt. 踌躇，犹豫；有疑虑，不愿意
vi. 踌躇，犹豫；不愿"
hike,"n. 远足；徒步旅行；涨价
vt. 提高；拉起；使…高涨
vi. 远足；徒步旅行；上升"
hill,n. 小山；丘陵；斜坡；山冈
hire,"n. 雇用，租用；租金，工钱
vt. 雇用；出租
vi. 雇用，租用；受雇"
historic,adj. 有历史意义的；历史上著名的
historical,adj. 历史的；史学的；基于史实的
hoist,"n. 起重机；升起，吊起
vt. （用绳索，起重机等）使升起
vi. 升起；吊起"
honor,"n. 荣誉；信用；头衔
vt. 尊敬（等于honour）；给…以荣誉"
hook,"n. 挂钩，吊钩
vt. 钩住；引上钩
vi. 钩住；弯成钩状"
hopefully,adv. 有希望地，有前途地
horizon,n.  地平线；视野；眼界；范围
horror,n. 惊骇；惨状；极端厌恶；令人恐怖的事物
host,"n.  主机；主人；主持人；许多
vt. 主持；当主人招待
vi. 群集；做主人"
hostage,n. 人质；抵押品
hospital,n. 医院
hospitable,adj. 热情友好的；（环境）舒适的
hostess,n. 女主人，女老板；女服务员；舞女；女房东
hostile,"n. 敌对
adj. 敌对的，敌方的；怀敌意的"
hotel,"n. 旅馆，饭店；客栈
vt. 使…在饭店下榻
vi. 进行旅馆式办公"
humanity,n. 人类；人道；仁慈；人文学科
humble,"adj. 谦逊的；简陋的；（级别或地位）低下的；不大的
vt. 使谦恭；轻松打败（尤指强大的对手）；低声下气"
humid,adj. 潮湿的；湿润的；多湿气的
humor,"n. 幽默，诙谐；心情
vt. 迎合，迁就；顺应"
hut,"n. 小屋；临时营房
vt. 使住在小屋中；驻扎
vi. 住在小屋中；驻扎"
hydrogen,n.  氢
hydrate,"n. 水合物；氢氧化物
vt. 使成水化合物
vi. 与水化合"
oxygen,n.  氧气， 氧
oxide,n.  氧化物
ozone,n.  臭氧；新鲜的空气
nitrogen,n.  氮
tin,"n. 锡；罐头，罐；马口铁
adj. 锡制的
vt. 涂锡于；给…包马口铁"
lead,"n. 领导；铅；导线；榜样
vt. 领导；致使；引导；指挥
vi. 领导；导致；用水砣测深
adj. 带头的；最重要的"
ice,"n. 冰；冰淇淋；矜持；（俚）钻石
adj. 冰的
vt. 冰镇；结冰
vi. 结冰"
ideal,"n. 理想；典范
adj. 理想的；完美的；想象的；不切实际的"
idle,"adj. 闲置的；懒惰的；停顿的
vt. 虚度；使空转
vi. 无所事事；虚度；空转"
ignore,vt. 驳回诉讼；忽视；不理睬
ignorant,adj. 无知的；愚昧的
illustrate,"vi. 举例
vt. 阐明，举例说明；图解"
illustration,n. 说明；插图；例证；图解
image,"n. 影像；想象；肖像；偶像
vt. 想象；反映；象征；作…的像"
imagine,"vi. 想像；猜想；想像起来
vt. 想像；猜想；臆断"
immediate,adj. 立即的；直接的；最接近的
immense,adj. 巨大的，广大的；无边无际的；非常好的
immigrate,"vi. 移入
vt. 使移居入境"
impact,"vi. 影响；撞击；冲突；压紧（on，upon，with）
n. 影响；效果；碰撞；冲击力
vt. 挤入，压紧；撞击；对…产生影响"
impatient,adj. 焦躁的；不耐心的
improve,"vt. 改善，增进；提高…的价值
vi. 增加；变得更好"
incline,"n. 倾斜；斜面；斜坡
vt. 使倾斜；使倾向于
vi. 倾斜；倾向；易于"
income,n. 收入，收益；所得
increase,"n. 增加，增长；提高
vt. 增加，加大
vi. 增加，增大；繁殖"
index,"n. 指标；指数；索引；指针
vt. 指出；编入索引中
vi. 做索引"
indignant,adj. 愤愤不平的；义愤的
individual,"n. 个人，个体
adj. 个人的；个别的；独特的"
indoor,adj. 室内的，户内的
industry,n. 产业；工业；勤勉
industrialize,"vt. 使工业化
vi. 实现工业化"
inevitable,adj. 必然的，不可避免的
infant,"n. 婴儿；幼儿；未成年人
adj. 婴儿的；幼稚的；初期的；未成年的"
influence,"n. 影响；势力；感化；有影响的人或事
vt. 影响；改变"
inhabit,"vt. 栖息；居住于；占据
vi. （古）居住；栖息"
inhale,"vt. 吸入；猛吃猛喝
vi. 吸气"
inherent,adj. 固有的；内在的；与生俱来的，遗传的
inherit,"vt. 继承；遗传而得
vi. 成为继承人"
heir,n.  继承人；后嗣；嗣子
initial,"n. 词首大写字母
adj. 最初的；字首的
vt. 用姓名的首字母签名"
initiate,"n. 开始；新加入者，接受初步知识者
vt. 开始，创始；发起；使初步了解
adj. 新加入的；接受初步知识的"
initiative,"n. 主动权；首创精神
adj. 主动的；自发的；起始的"
inject,vt. 注入；注射
project,"n. 工程；计划；事业
vt. 设计；计划；发射；放映
vi. 设计；计划；表达；投射"
object,"n. 目标；物体；客体；宾语
vt. 提出…作为反对的理由
vi. 反对；拒绝"
subject,"n. 主题；科目； 主语；国民
adj. 服从的；易患…的；受制于…的
vt. 使…隶属；使屈从于…"
reject,"n. 被弃之物或人；次品
vt. 拒绝；排斥；抵制；丢弃"
jet,"n. 喷射，喷嘴；喷气式飞机；黑玉
adj. 墨黑的
vt. 射出
vi. 射出； 乘喷气式飞机"
injury,n. 伤害，损害；受伤处
jury,"n.  陪审团；评判委员会
adj. 应急的"
ink,"n. 墨水，墨汁；油墨
vt. 签署；涂墨水于"
inn,"n. 客栈；旅馆
vi. 住旅馆"
input,"n. 投入；输入电路
vt.  输入；将…输入电脑"
inside,"prep. 少于；在…之内
n. 里面；内部；内情；内脏
adj. 里面的；内部的；秘密的
adv. 在里面"
insight,n. 洞察力；洞悉
inspire,vt. 激发；鼓舞；启示；产生；使生灵感
spirit,"n. 精神；心灵；情绪；志气；烈酒
vt. 鼓励；鼓舞；诱拐"
install,vt. 安装；任命；安顿
instance,"n. 实例；情况；建议
vt. 举...为例"
instinct,"n. 本能，直觉；天性
adj. 充满着的"
instruct,vt. 指导；通知；命令；教授
instrument,n. 仪器；工具；乐器；手段；器械
insult,"n. 侮辱；凌辱；无礼
vt. 侮辱；辱骂；损害"
intellectual,"n. 知识分子；凭理智做事者
adj. 智力的；聪明的；理智的"
intelligence,n. 智力；情报工作；情报机关；理解力；才智，智慧；天分
intelligible,adj. 可理解的；明了的；仅能用智力了解的
intense,adj. 强烈的；紧张的；非常的；热情的
intensive,"n. 加强器
adj. 加强的；集中的；透彻的；加强语气的"
interact,"n. 幕间剧；幕间休息
vt. 互相影响；互相作用
vi. 互相影响；互相作用"
interest,"n. 兴趣，爱好；利息；趣味；同行
vt. 使……感兴趣；引起……的关心；使……参与"
interfere,"vi. 干涉；妨碍；打扰
vt. 冲突；介入"
internal,"n. 内脏；本质
adj. 内部的；里面的；体内的；（机构）内部的"
interview,"n. 接见，采访；面试，面谈
vt. 采访；接见；对…进行面谈；对某人进行面试"
Internet,
interpret,"vi. 解释；翻译
vt. 说明；口译"
interval,n. 间隔；间距；幕间休息
intimate,"n. 知己；至交
adj. 亲密的；私人的；精通的；有性关系的
vt. 暗示；通知；宣布"
invade,"vt. 侵略；侵袭；侵扰；涌入
vi. 侵略；侵入；侵袭；侵犯"
invent,vt. 发明；创造；虚构
inventory,n. 存货，存货清单；详细目录；财产清册
invest,"vi. 投资，入股；花钱买
vt. 投资；覆盖；耗费；授予；包围"
investigate,v. 调查；研究
invisible,adj. 无形的，看不见的；无形的；不显眼的，暗藏的
devise,"n. 遗赠
vt. 设计；想出；发明；图谋；遗赠给"
device,n. 装置；策略；图案
revise,"n. 修订；校订
vi. 修订；校订；复习功课
vt. 修正；复习；校订"
supervise,"vt. 监督，管理；指导
vi. 监督，管理；指导"
vision,"n. 视力；美景；眼力；幻象；想象力；幻视（漫威漫画旗下超级英雄）
vt. 想象；显现；梦见"
visual,adj. 视觉的，视力的；栩栩如生的
invitation,n. 邀请；引诱；请帖；邀请函
iron,"n. 熨斗；烙铁；坚强
adj. 铁的；残酷的；刚强的
vt. 熨；用铁铸成
vi. 熨衣；烫平"
island,"n. 岛；岛屿；安全岛；岛状物
adj. 岛的
vt. 孤立；使成岛状"
isolate,"n.  隔离种群
vt. 使隔离；使孤立；使绝缘
adj. 隔离的；孤立的
vi. 隔离；孤立"
issue,"n. 问题；流出；期号；发行物
vt. 发行，发布；发给；放出，排出
vi. 发行；流出；造成…结果；传下"
item,"n. 条款，项目；一则；一件商品（或物品）
adj. 又，同上
v. 记下；逐条列出"
jail,"n. 监狱；监牢；拘留所
vt. 监禁；下狱"
jam,"n. 果酱；拥挤；困境；扣篮
vt. 使堵塞；挤进，使塞满；混杂；压碎
vi. 堵塞；轧住"
jar,"n. 罐；广口瓶；震动；刺耳声
vi. 冲突；不一致；震惊；发刺耳声
vt. 震动；刺激；使震动"
jaw,"n. 颌；下巴；狭窄入口；唠叨
vt. 教训；对…唠叨
vi. 教训；唠叨"
jealous,adj. 妒忌的；猜疑的；唯恐失去的；戒备的
jewel,"n. 宝石；珠宝
vt. 镶以宝石；饰以珠宝"
joint,"n. 关节；接缝；接合处，接合点；（牛，羊等的腿）大块肉
adj. 共同的；连接的；联合的，合办的
vt. 连接，贴合；接合；使有接头
vi. 贴合；生节"
journal,n. 日报，杂志；日记；分类账
journey,"n. 旅行；行程
vi. 旅行"
judge,"vt. 判断；审判
n. 法官；裁判员
vi. 审判；判决"
junction,n. 连接，接合；交叉点；接合点
jungle,"n. 丛林，密林；危险地带
adj. 丛林的；蛮荒的"
justice,n. 司法，法律制裁；正义；法官，审判员
justify,"vi. 证明合法；整理版面
vt. 证明…是正当的；替…辩护"
kick,"vt. 踢；反冲，朝后座
n. 踢；反冲，后座力
vi. 踢；反冲"
kitchen,n. 厨房；炊具；炊事人员
knee,"n. 膝盖，膝
vt. 用膝盖碰"
kneel,vi. 跪下，跪
knife,"n. 刀；匕首
vt. 用刀切；（口）伤害
vi. 劈开；划过"
knob,"n. 把手；瘤；球形突出物
vi. 鼓起
vt. 使有球形突出物"
knock,"vi. 敲；打；敲击
vt. 敲；打；敲击；批评
n. 敲；敲打；爆震声"
knot,"n. （绳等的）结；节瘤，疙瘩；海里/小时（航速单位）
vt. 打结
vi. 打结"
know,"vt. 知道；认识；懂得
vi. 了解；熟悉；确信"
label,"vt. 标注；贴标签于
n. 标签；商标；签条"
laboratory,n. 实验室，研究室
lace,"n. 花边；鞋带；饰带；少量烈酒
vt. 饰以花边；结带子
vi. 系带子"
lack,"vt. 缺乏；不足；没有；需要
vi. 缺乏；不足；没有
n. 缺乏；不足"
lake,"n. 湖；深红色颜料；胭脂红
vt. （使）血球溶解
vi. （使）血球溶解"
lame,"adj. 跛足的；僵痛的；不完全的；无说服力的；差劲的，蹩脚的
vi. 变跛
vt. 使跛；使成残废"
lamp,"n. 灯；照射器
vt. 照亮
vi. 发亮"
land,"n. 国土；陆地；地面
vt. 使…登陆；使…陷于；将…卸下
vi. 登陆；到达"
lane,n. 小巷； 航线；车道；罚球区
language,n. 语言；语言文字；表达能力
lap,"n. 一圈；膝盖；下摆；山坳
vt. 使重叠；拍打；包围
vi. 重叠；轻拍；围住"
laser,n. 激光
lash,"vt. 鞭打；冲击；摆动；扎捆；煽动；讽刺
vi. 鞭打；猛击；急速甩动
n. 鞭打；睫毛；鞭子；责骂；讽刺"
launch,"vt. 发射（导弹、火箭等）；发起，发动；使…下水
vi. 开始；下水；起飞
n. 发射；发行，投放市场；下水；汽艇"
laundry,n. 洗衣店，洗衣房；要洗的衣服；洗熨；洗好的衣服
law,"n. 法律；规律；法治；法学；诉讼；司法界
vi. 起诉；控告
vt. 控告；对…起诉"
lawn,n. 草地；草坪
layer,"n. 层，层次；膜；压条；放置者，计划者
vt. 把…分层堆放；借助压条法；生根繁殖；将（头发）剪成不同层次
vi. 形成或分成层次；通过压条法而生根"
league,"n. 联盟；社团；范畴
vt. 使…结盟；与…联合
vi. 团结；结盟"
leak,"n. 泄漏；漏洞，裂缝
vt. 使渗漏，泄露
vi. 漏，渗；泄漏出去"
lean,"vi. 倾斜；倚靠；倾向；依赖
adj. 瘦的；贫乏的，歉收的
vt. 使倾斜
n. 瘦肉；倾斜；倾斜度"
leap,"vi. 跳，跳跃
n. 飞跃；跳跃
vt. 跳跃，跳过；使跃过"
learn,"vt. 学习；得知；认识到
vi. 学习；获悉"
legal,adj. 法律的；合法的；法定的；依照法律的
legend,n. 传奇；说明；图例；刻印文字
leisure,"n. 闲暇；空闲；安逸
adj. 空闲的；有闲的；业余的"
let,"vt. 允许，让；出租；假设；妨碍
vi. 出租；被承包
n. 障碍；出租屋"
liability,n. 责任；债务；倾向；可能性；不利因素
liberate,vt. 解放；放出；释放
liberty,n. 自由；许可；冒失
librarian,n. 图书馆员；图书管理员
license,"n. 执照，许可证；特许
vt. 许可；特许；发许可证给"
lid,"n. 盖子；眼睑；限制
vt. 给…盖盖子"
likewise,adv. 同样地；也
linen,"n. 亚麻布，亚麻线；亚麻制品
adj. 亚麻的；亚麻布制的"
liner,n. 班轮，班机；衬垫；画线者
link,"n.  链环，环节；联系，关系
vt. 连接，连结；联合，结合
vi. 连接起来；联系在一起；将人或物连接或联系起来"
lip,"n. 嘴唇；边缘
vt. 以嘴唇碰
adj. 口头上的
vi. 用嘴唇"
liquid,"adj. 液体的；清澈的；明亮的；易变的
n. 液体，流体；流音"
liquor,"n. 酒，含酒精饮料；溶液；液体；烈酒
vi. 喝酒，灌酒
vt. 使喝醉"
literature,n. 文学；文献；文艺；著作
liver,n. 肝脏；生活者，居民
load,"n. 负载，负荷；工作量；装载量
vi.  加载；装载；装货
vt. 使担负；装填"
loaf,"n. 条，一条面包；块；游荡
vt. 游荡；游手好闲；虚度光阴
vi. 游荡；游手好闲；虚度光阴"
loan,"n. 贷款；借款
vi. 借出
vt. 借；借给"
local,"n.  局部；当地居民；本地新闻
adj. 当地的；局部的；地方性的；乡土的"
locate,"vt. 位于；查找…的地点
vi. 定位；定居"
locomotive,"adj. 火车头的；运动的；移动的
n. 机车；火车头"
lodge,"n. 旅馆；门房；集会处；山林小屋
vt. 提出；寄存；借住；嵌入
vi. 寄宿；临时住宿"
